date,Operating Cash Flow,Free Cash Flow,Investing Cash flow,Financing Cash Flow,Ticker
2008-03-29,1193000000.0,978000000.0,-1362000000.0,77000000.0,AAPL
2007-12-29,2787000000.0,2555000000.0,-3462000000.0,485000000.0,AAPL
2007-09-29,1696000000.0,1462000000.0,396000000.0,142000000.0,AAPL
2007-06-30,1227000000.0,938000000.0,-1433000000.0,229000000.0,AAPL
2007-03-31,734000000.0,528000000.0,-978000000.0,180000000.0,AAPL
2006-12-30,1813000000.0,1556000000.0,-1234000000.0,188000000.0,AAPL
2006-09-30,1055000000.0,910000000.0,-2729000000.0,53000000.0,AAPL
2006-07-01,1007000000.0,770000000.0,531000000.0,129000000.0,AAPL
2006-04-01,-125000000.0,-318000000.0,2462000000.0,-141000000.0,AAPL
2005-12-31,283000000.0,201000000.0,93000000.0,283000000.0,AAPL
2005-09-24,752000000.0,656000000.0,-429000000.0,74000000.0,AAPL
2005-06-25,472000000.0,409000000.0,305000000.0,63000000.0,AAPL
2005-03-26,536000000.0,493000000.0,-909000000.0,152000000.0,AAPL
2004-12-25,775000000.0,717000000.0,-1523000000.0,254000000.0,AAPL
2004-09-25,443000000.0,384000000.0,-702000000.0,108000000.0,AAPL
2004-06-26,211000000.0,173000000.0,-460000000.0,211000000.0,AAPL
2004-03-27,61000000.0,26000000.0,-403000000.0,-224000000.0,AAPL
2003-12-27,219000000.0,175000000.0,77000000.0,32000000.0,AAPL
2003-09-27,73000000.0,15000000.0,-180000000.0,-4000000.0,AAPL
2003-06-28,8000000.0,-38000000.0,74000000.0,15000000.0,AAPL
2003-03-29,98000000.0,58000000.0,697000000.0,3000000.0,AAPL
2022-01-30,2658000000.0,2514000000.0,-138000000.0,-2252000000.0,AMAT
2021-10-31,1148000000.0,942000000.0,-587000000.0,-1634000000.0,AMAT
2021-08-01,1686000000.0,1549000000.0,-194000000.0,-1731000000.0,AMAT
2021-05-02,1187000000.0,983000000.0,-219000000.0,-883000000.0,AMAT
2021-01-31,1421000000.0,1300000000.0,-216000000.0,-343000000.0,AMAT
2020-10-25,1315000000.0,1153000000.0,-141000000.0,-173000000.0,AMAT
2020-07-26,867000000.0,780000000.0,8000000.0,-1806000000.0,AMAT
2020-04-26,635000000.0,564000000.0,165000000.0,1172000000.0,AMAT
2020-01-26,987000000.0,885000000.0,-162000000.0,-530000000.0,AMAT
2019-10-27,826000000.0,729000000.0,-86000000.0,-625000000.0,AMAT
2019-07-28,787000000.0,694000000.0,-162000000.0,-727000000.0,AMAT
2019-04-28,800000000.0,682000000.0,-129000000.0,-747000000.0,AMAT
2019-01-27,834000000.0,701000000.0,-66000000.0,-1016000000.0,AMAT
2018-10-28,1077000000.0,912000000.0,-129000000.0,-882000000.0,AMAT
2018-07-29,633000000.0,500000000.0,-674000000.0,-1455000000.0,AMAT
2018-04-29,611000000.0,490000000.0,22000000.0,-2562000000.0,AMAT
2018-01-28,1466000000.0,1263000000.0,1352000000.0,-1029000000.0,AMAT
2017-10-29,699000000.0,575000000.0,-529000000.0,-438000000.0,AMAT
2017-07-30,1366000000.0,1286000000.0,-349000000.0,-683000000.0,AMAT
2017-04-30,898000000.0,821000000.0,-1281000000.0,1836000000.0,AMAT
2017-01-29,646000000.0,582000000.0,-367000000.0,-194000000.0,AMAT
2016-10-30,797000000.0,709000000.0,11000000.0,-230000000.0,AMAT
2016-07-31,981000000.0,931000000.0,-322000000.0,-301000000.0,AMAT
2016-05-01,481000000.0,434000000.0,-5000000.0,-968000000.0,AMAT
2016-01-31,207000000.0,139000000.0,-109000000.0,-1933000000.0,AMAT
2015-10-25,471000000.0,420000000.0,-57000000.0,1809000000.0,AMAT
2015-07-26,334000000.0,283000000.0,-84000000.0,-744000000.0,AMAT
2015-04-26,298000000.0,234000000.0,-90000000.0,-69000000.0,AMAT
2015-01-25,60000000.0,11000000.0,-50000000.0,-83000000.0,AMAT
2014-10-26,407000000.0,344000000.0,-53000000.0,-78000000.0,AMAT
2014-07-27,584000000.0,519000000.0,-192000000.0,-119000000.0,AMAT
2014-04-27,437000000.0,372000000.0,-69000000.0,-59000000.0,AMAT
2014-01-26,372000000.0,324000000.0,153000000.0,-92000000.0,AMAT
2013-10-27,19000000.0,-38000000.0,57000000.0,-110000000.0,AMAT
2013-07-28,364000000.0,324000000.0,-34000000.0,-130000000.0,AMAT
2013-04-28,224000000.0,173000000.0,-61000000.0,-141000000.0,AMAT
2013-01-27,16000000.0,-33000000.0,253000000.0,-138000000.0,AMAT
2012-10-28,411000000.0,370000000.0,37000000.0,-582000000.0,AMAT
2012-07-29,656000000.0,611000000.0,-281000000.0,-609000000.0,AMAT
2012-04-29,603000000.0,564000000.0,-259000000.0,-261000000.0,AMAT
2012-01-29,181000000.0,144000000.0,-4157000000.0,-302000000.0,AMAT
2011-10-30,698000000.0,625000000.0,492000000.0,-250000000.0,AMAT
2011-07-31,599000000.0,544000000.0,252000000.0,1606000000.0,AMAT
2011-05-01,704000000.0,647000000.0,45000000.0,-166000000.0,AMAT
2011-01-30,425000000.0,401000000.0,-79000000.0,-230000000.0,AMAT
2010-10-31,525119000.0,490082000.0,-14775000.0,-214335000.0,AMAT
2010-08-01,298901000.0,262731000.0,-137297000.0,-192548000.0,AMAT
2010-05-02,526960000.0,482253000.0,-219972000.0,-109616000.0,AMAT
2010-01-31,371873000.0,318706000.0,-489568000.0,-59632000.0,AMAT
2009-10-25,239869000.0,179246000.0,-171116000.0,-47842000.0,AMAT
2009-07-26,193713000.0,134008000.0,-27054000.0,-78165000.0,AMAT
2009-04-26,84300000.0,29519000.0,69836000.0,-53356000.0,AMAT
2009-01-25,-185217000.0,-258535000.0,241023000.0,-101976000.0,AMAT
2008-10-26,126317000.0,47923000.0,463047000.0,-318621000.0,AMAT
2008-07-27,320418000.0,248605000.0,78913000.0,-357015000.0,AMAT
2008-04-27,874002000.0,810447000.0,-907965000.0,-83357000.0,AMAT
2008-01-27,389731000.0,315587000.0,290019000.0,-667044000.0,AMAT
2007-10-28,677398000.0,616850000.0,-396718000.0,-190639000.0,AMAT
2007-07-29,637567000.0,564597000.0,-254386000.0,-202671000.0,AMAT
2007-04-29,513134000.0,440769000.0,-277581000.0,-372142000.0,AMAT
2007-01-28,381197000.0,322296000.0,-47928000.0,-126537000.0,AMAT
2006-10-29,659095000.0,599716000.0,1444510000.0,-2551053000.0,AMAT
2006-07-30,361940000.0,322389000.0,131177000.0,-561346000.0,AMAT
2006-04-30,502954000.0,471223000.0,231474000.0,-465047000.0,AMAT
2006-01-29,411738000.0,362917000.0,183216000.0,-478001000.0,AMAT
2005-10-30,197778000.0,134894000.0,-41808000.0,-421359000.0,AMAT
2005-07-31,336411000.0,277375000.0,-289343000.0,-464249000.0,AMAT
2005-05-01,475967000.0,430552000.0,172511000.0,-419547000.0,AMAT
2005-01-30,236984000.0,204669000.0,-20483000.0,-265996000.0,AMAT
2004-10-31,507074000.0,466770000.0,224486000.0,-496674000.0,AMAT
2004-08-01,682636000.0,645247000.0,-127816000.0,34093000.0,AMAT
2004-05-02,220268000.0,183537000.0,-273884000.0,52743000.0,AMAT
2004-02-01,217293000.0,141140000.0,-175548000.0,51034000.0,AMAT
2003-10-26,265251000.0,193280000.0,-248391000.0,62669000.0,AMAT
2003-07-27,135640000.0,43449000.0,-251032000.0,-27160000.0,AMAT
2003-04-27,313412000.0,289175000.0,-122178000.0,-52988000.0,AMAT
2003-01-26,87451000.0,10570000.0,-109672000.0,25858000.0,AMAT
2022-03-31,-586100000.0,-837700000.0,-11700000.0,-2030200000.0,ASML
2021-12-31,6417000000.0,6126300000.0,-476100000.0,-3327000000.0,ASML
2021-09-30,1801600000.0,1596600000.0,-279600000.0,-2391900000.0,ASML
2021-06-30,3568900000.0,3321500000.0,990400000.0,-2612600000.0,ASML
2021-03-31,-941700000.0,-1139000000.0,-306700000.0,-1560200000.0,ASML
2020-12-31,4670400000.0,4365300000.0,-956100000.0,-1194400000.0,ASML
2020-09-27,0.0,0.0,0.0,9500000.0,ASML
2020-06-30,371900000.0,140100000.0,214800000.0,191900000.0,ASML
2020-03-31,-605800000.0,-848100000.0,-444300000.0,240000000.0,ASML
2019-12-31,3588300000.0,3273100000.0,-1016400000.0,-626600000.0,ASML
2019-09-30,69400000.0,-127600000.0,-7300000.0,-142000000.0,ASML
2019-06-30,99500000.0,-40500000.0,208600000.0,-895600000.0,ASML
2019-03-31,-480800000.0,-714500000.0,-342400000.0,-48100000.0,ASML
2018-12-31,1630400000.0,1425900000.0,-367000000.0,-353000000.0,ASML
2018-09-30,492200000.0,357900000.0,-244800000.0,-365900000.0,ASML
2018-07-01,1134000000.0,,158000000.0,-1213000000.0,ASML
2018-03-31,191000000.0,55700000.0,182200000.0,-160200000.0,ASML
2017-12-31,1036700000.0,881600000.0,-533300000.0,-322600000.0,ASML
2017-09-30,400000000.0,302200000.0,-71600000.0,-154000000.0,ASML
2017-06-30,530300000.0,469000000.0,-754900000.0,-744300000.0,ASML
2017-03-31,-168400000.0,-212200000.0,150500000.0,11800000.0,ASML
2016-12-31,1193306000.0,1096484000.0,-2497778000.0,1293339000.0,ASML
2016-09-30,-2700000.0,-71600000.0,-484500000.0,1481200000.0,ASML
2016-06-30,481100000.0,380900000.0,-23500000.0,-606800000.0,ASML
2016-03-31,-5800000.0,-64600000.0,-182700000.0,-204100000.0,ASML
2015-12-31,984780000.0,864302000.0,-1077613000.0,-131346000.0,ASML
2015-09-30,419800000.0,333300000.0,-99300000.0,-133000000.0,ASML
2015-06-30,283800000.0,204600000.0,-107200000.0,-457900000.0,ASML
2015-03-31,337200000.0,250500000.0,124200000.0,-111700000.0,ASML
2014-12-31,409206000.0,281374000.0,76988000.0,-213139000.0,ASML
2014-09-30,214200000.0,130000000.0,-24300000.0,-160800000.0,ASML
2014-06-30,198400000.0,124700000.0,-73600000.0,-413900000.0,ASML
2014-03-31,203400000.0,127900000.0,4700000.0,-140600000.0,ASML
2013-12-31,521773000.0,444069000.0,-95041000.0,-153411000.0,ASML
2013-09-30,107400000.0,52100000.0,40500000.0,325200000.0,ASML
2013-06-30,481300000.0,430800000.0,-372500000.0,-294500000.0,ASML
2013-03-31,-56300000.0,-87600000.0,58700000.0,9600000.0,ASML
2012-12-31,-255522000.0,-295558000.0,59667000.0,-3153483000.0,ASML
2012-09-30,489300000.0,439100000.0,-240200000.0,3022100000.0,ASML
2012-06-30,74100000.0,35300000.0,-888800000.0,-294200000.0,ASML
2012-03-31,395600000.0,345100000.0,-50500000.0,-120000000.0,ASML
2011-12-31,132340000.0,38642000.0,-93698000.0,-153761000.0,ASML
2011-09-30,338200000.0,258400000.0,-79800000.0,-171800000.0,ASML
2011-06-30,499300000.0,438600000.0,-60700000.0,-394000000.0,ASML
2011-03-31,1100600000.0,1033900000.0,-66700000.0,-272000000.0,ASML
2010-12-31,302448000.0,233520000.0,-65103000.0,159902000.0,ASML
2010-09-30,403500000.0,368900000.0,-34600000.0,2300000.0,ASML
2010-06-30,193000000.0,175000000.0,-18000000.0,-79500000.0,ASML
2010-03-31,41100000.0,33900000.0,-7200000.0,10000000.0,ASML
2009-12-31,19049000.0,11357000.0,-7692000.0,7346000.0,ASML
2009-09-30,-74561000.0,-84588000.0,-4350000.0,4893000.0,ASML
2009-06-30,71035000.0,27698000.0,-43337000.0,-85564000.0,ASML
2009-03-31,82241000.0,38338000.0,-42703000.0,-119000.0,ASML
2008-12-31,-136296403.27,-208185872.18,-71889468.91,2841645.36,ASML
2008-09-30,20023944.34,-47926737.98,-67950682.32,-1799550.15,ASML
2008-06-30,135135874.59,69558737.86,-66679520.52,-104699325.57,ASML
2008-03-31,262548434.36,207544485.44,-53901565.13,-81017926.88,ASML
2007-12-31,68347328.08,218990148.33,-41217618.17,-1198927018.0,ASML
2007-09-30,169411936.29,119369751.24,-48336260.14,28010075.03,ASML
2007-06-30,260347010.19,217698899.07,-32723333.81,608704755.7,ASML
2007-03-31,173245229.28,-64141860.72,-226213334.88,-137746268.4,ASML
2006-12-31,364460588.34,341228000.65,-20755598.69,-270821796.94,ASML
2006-09-30,1998447.72,-14545656.88,-15172357.84,-138457643.12,ASML
2006-06-30,329974113.22,315922339.39,-13376755.02,-246221239.44,ASML
2006-03-31,-218926303.62,-235836533.59,-16218046.58,7543891.44,ASML
2005-12-31,209515114.49,186882338.65,-15220634.64,5218026.4,ASML
2005-09-30,173441184.31,164195818.62,-8816717.02,-8665608.24,ASML
2005-06-30,224174490.2,206195038.31,-15480956.61,4356999.51,ASML
2005-03-31,103822135.12,81074978.71,-21238239.33,1967146.5,ASML
2004-12-31,-47333119.34,-60860333.44,-27772740.68,735117.54,ASML
2004-09-30,96173719.5,67296762.48,-17497132.2,3630704.46,ASML
2004-06-30,93506558.82,72981496.86,-17518396.32,7127300.66,ASML
2004-03-31,108734031.9,96739320.42,2434980.0,7364191.18,ASML
2003-12-31,264925732.49,249849652.37,-6563466.09,-300392118.52,ASML
2003-09-30,-15934052.36,-48359368.66,-1828286.04,-124982521.72,ASML
2003-06-30,212710114.36,214254416.86,1550885.49,370433968.52,ASML
2003-03-31,46741817.5,21383901.0,-18816624.75,-382574.5,ASML
2022-01-31,722800000.0,715400000.0,-295600000.0,-641900000.0,ADSK
2021-10-31,270400000.0,255100000.0,-112600000.0,669200000.0,ADSK
2021-07-31,202000000.0,179400000.0,-146000000.0,-53800000.0,ADSK
2021-04-30,336100000.0,314900000.0,-1040400000.0,-142100000.0,ADSK
2021-01-31,657600000.0,634100000.0,-227200000.0,-202800000.0,ADSK
2020-10-31,361100000.0,340200000.0,-64900000.0,-201400000.0,ADSK
2020-07-31,91200000.0,63200000.0,-33800000.0,-12400000.0,ADSK
2020-04-30,327300000.0,303800000.0,-78000000.0,-630200000.0,ADSK
2020-01-31,698200000.0,684200000.0,-14600000.0,133200000.0,ADSK
2019-10-31,276400000.0,266700000.0,-10200000.0,-233900000.0,ADSK
2019-07-31,219300000.0,204500000.0,-3300000.0,-173700000.0,ADSK
2019-04-30,221200000.0,206500000.0,-29200000.0,-192400000.0,ADSK
2019-01-31,311500000.0,293900000.0,-750100000.0,443800000.0,ADSK
2018-10-31,39200000.0,26500000.0,80000000.0,-134600000.0,ADSK
2018-07-31,43300000.0,23300000.0,-87900000.0,-145600000.0,ADSK
2018-04-30,-16900000.0,-33600000.0,47600000.0,-11700000.0,ADSK
2018-01-31,79300000.0,67900000.0,247500000.0,-282400000.0,ADSK
2017-10-31,-51100000.0,-64000000.0,58200000.0,-156200000.0,ADSK
2017-07-31,-72500000.0,-90300000.0,-57800000.0,-39200000.0,ADSK
2017-04-30,45200000.0,36600000.0,258500000.0,-178800000.0,ADSK
2017-01-31,15600000.0,4700000.0,-13800000.0,-224000000.0,ADSK
2016-10-31,7700000.0,-14800000.0,85200000.0,-118600000.0,ADSK
2016-07-31,-18000000.0,-38300000.0,430800000.0,-168500000.0,ADSK
2016-04-30,164400000.0,142100000.0,-230200000.0,-67200000.0,ADSK
2016-01-31,169900000.0,139300000.0,-53400000.0,-98100000.0,ADSK
2015-10-31,80400000.0,68400000.0,-89500000.0,-126200000.0,ADSK
2015-07-31,77200000.0,59900000.0,-413700000.0,628800000.0,ADSK
2015-04-30,86500000.0,74000000.0,-252900000.0,-61300000.0,ADSK
2015-01-31,257200000.0,241700000.0,-127900000.0,-60200000.0,ADSK
2014-10-31,136000000.0,107600000.0,-47300000.0,-65000000.0,ADSK
2014-07-31,96200000.0,79100000.0,-308700000.0,-74400000.0,ADSK
2014-04-30,218700000.0,204200000.0,-421700000.0,-40300000.0,ADSK
2014-01-31,183500000.0,174300000.0,189500000.0,9600000.0,ADSK
2013-10-31,90600000.0,78200000.0,-38000000.0,20700000.0,ADSK
2013-07-31,65300000.0,48500000.0,-213800000.0,-106600000.0,ADSK
2013-04-30,224100000.0,198300000.0,-131700000.0,-50200000.0,ADSK
2013-01-31,155600000.0,143900000.0,83300000.0,544900000.0,ADSK
2012-10-31,157100000.0,140600000.0,-279200000.0,19900000.0,ADSK
2012-07-31,107100000.0,90400000.0,-164300000.0,-87100000.0,ADSK
2012-04-30,139300000.0,127800000.0,-287000000.0,63700000.0,ADSK
2012-01-31,175200000.0,201000000.0,-77200000.0,-45400000.0,ADSK
2011-10-31,137700000.0,101900000.0,-118300000.0,-48100000.0,ADSK
2011-07-31,132200000.0,102600000.0,-22100000.0,-69000000.0,ADSK
2011-04-30,128400000.0,105000000.0,-152700000.0,42700000.0,ADSK
2011-01-31,175900000.0,165700000.0,26900000.0,-31700000.0,ADSK
2010-10-31,114300000.0,107300000.0,-19000000.0,-38600000.0,ADSK
2010-07-31,111500000.0,106200000.0,-133700000.0,-66500000.0,ADSK
2010-04-30,139100000.0,133300000.0,-16500000.0,-22600000.0,ADSK
2010-01-31,125600000.0,116800000.0,36100000.0,-21300000.0,ADSK
2009-10-31,46700000.0,40800000.0,-2300000.0,-16000000.0,ADSK
2009-07-31,47300000.0,36600000.0,-278300000.0,16600000.0,ADSK
2009-04-30,27200000.0,13600000.0,-38500000.0,-24600000.0,ADSK
2009-01-31,86400000.0,67100000.0,-15700000.0,49100000.0,ADSK
2008-10-31,107200000.0,88000000.0,-157700000.0,-77000000.0,ADSK
2008-07-31,215000000.0,189500000.0,-289200000.0,94800000.0,ADSK
2008-04-30,185300000.0,170900000.0,-15500000.0,-181300000.0,ADSK
2008-01-31,219000000.0,204800000.0,-58200000.0,-72900000.0,ADSK
2007-10-31,161300000.0,150400000.0,-48000000.0,-61500000.0,ADSK
2007-07-31,136600000.0,125200000.0,117000000.0,-241300000.0,ADSK
2007-04-30,191600000.0,184800000.0,-96500000.0,0.0,ADSK
2007-01-31,190800000.0,180900000.0,-39400000.0,100000.0,ADSK
2006-10-31,132900000.0,125900000.0,-66800000.0,9900000.0,ADSK
2006-07-31,162700000.0,155700000.0,92200000.0,-73600000.0,ADSK
2006-04-30,90200000.0,78800000.0,-103800000.0,-16600000.0,ADSK
2006-01-31,114034000.0,108852000.0,-128074000.0,-89590000.0,ADSK
2005-10-31,124868000.0,119491000.0,-128998000.0,-83434000.0,ADSK
2005-07-31,112981000.0,108574000.0,-56144000.0,-95643000.0,ADSK
2005-04-30,63317000.0,57783000.0,-24784000.0,-36933000.0,ADSK
2005-01-31,143706000.0,132162000.0,112930000.0,-118993000.0,ADSK
2004-10-31,90779000.0,77263000.0,71560000.0,-136484000.0,ADSK
2004-07-31,83484000.0,73573000.0,-26400000.0,-14871000.0,ADSK
2004-04-30,55163000.0,49299000.0,17550000.0,-47401000.0,ADSK
2004-01-31,119477000.0,107191000.0,-40002000.0,-36130000.0,ADSK
2003-10-31,53046000.0,48195000.0,-32262000.0,-9467000.0,ADSK
2003-07-31,30270000.0,20488000.0,20577000.0,-12884000.0,ADSK
2003-04-30,17290000.0,13207000.0,-7305000.0,-17989000.0,ADSK
2003-01-31,43048000.0,35751000.0,2993000.0,-19956000.0,ADSK
2022-04-02,336608000.0,317728000.0,-19880000.0,-260686000.0,CDNS
2022-01-01,215857000.0,198953000.0,-23079000.0,-115653000.0,CDNS
2021-10-02,296283000.0,277445000.0,-18076000.0,-108763000.0,CDNS
2021-07-03,380376000.0,366205000.0,-45569000.0,-237108000.0,CDNS
2021-04-03,208442000.0,191474000.0,-206230000.0,-182268000.0,CDNS
2021-01-02,135522000.0,104454000.0,-30851000.0,-501178000.0,CDNS
2020-09-26,206557000.0,186347000.0,-22654000.0,-79085000.0,CDNS
2020-06-27,345124000.0,323768000.0,-22654000.0,-80788000.0,CDNS
2020-03-28,217719000.0,195540000.0,-215999000.0,245762000.0,CDNS
2019-12-28,159296000.0,132218000.0,-27078000.0,-86866000.0,CDNS
2019-09-28,138530000.0,121565000.0,-16965000.0,-88057000.0,CDNS
2019-06-29,246360000.0,231073000.0,-15678000.0,-134885000.0,CDNS
2019-03-30,185414000.0,170139000.0,-45987000.0,-134078000.0,CDNS
2018-12-29,131884000.0,112142000.0,-132084000.0,-7607000.0,CDNS
2018-09-29,109954000.0,99298000.0,-10656000.0,-366971000.0,CDNS
2018-06-30,205266000.0,187289000.0,-17977000.0,-96305000.0,CDNS
2018-03-31,157647000.0,144519000.0,-13128000.0,-97056000.0,CDNS
2017-12-30,126856000.0,108631000.0,-160512000.0,39370000.0,CDNS
2017-09-30,89314000.0,77126000.0,-3398000.0,-62872000.0,CDNS
2017-07-01,162140000.0,149495000.0,-12563000.0,-46097000.0,CDNS
2017-04-01,92430000.0,77587000.0,-14736000.0,-548000.0,CDNS
2016-12-31,196862000.0,185602000.0,-5214000.0,-236640000.0,CDNS
2016-10-01,84460000.0,70295000.0,13144000.0,-244141000.0,CDNS
2016-07-02,80366000.0,64195000.0,7338000.0,-230349000.0,CDNS
2016-04-02,83191000.0,71075000.0,-13911000.0,118433000.0,CDNS
2016-01-02,122851000.0,112136000.0,-9977000.0,-107769000.0,CDNS
2015-10-03,86907000.0,76881000.0,-6423000.0,-107916000.0,CDNS
2015-07-04,121754000.0,105207000.0,-19688000.0,-336943000.0,CDNS
2015-04-04,46688000.0,39168000.0,-8416000.0,-73682000.0,CDNS
2015-01-03,132067000.0,120215000.0,-6731000.0,316843000.0,CDNS
2014-09-27,87692000.0,77449000.0,-10794000.0,-127843000.0,CDNS
2014-06-28,68865000.0,57402000.0,-146302000.0,100094000.0,CDNS
2014-03-29,28098000.0,21846000.0,-34188000.0,-129000.0,CDNS
2013-12-28,119164000.0,110185000.0,-9840000.0,-193734000.0,CDNS
2013-09-28,98210000.0,85999000.0,-6147000.0,-45218000.0,CDNS
2013-06-29,74895000.0,57725000.0,-409087000.0,107467000.0,CDNS
2013-03-30,75336000.0,68767000.0,-1821000.0,15194000.0,CDNS
2012-12-29,95876000.0,85842000.0,-14858000.0,-2309000.0,CDNS
2012-09-29,91930000.0,84267000.0,-117919000.0,13847000.0,CDNS
2012-06-30,67479000.0,57411000.0,-59015000.0,-5096000.0,CDNS
2012-03-31,60709000.0,52508000.0,-9448000.0,9391000.0,CDNS
2011-12-31,62137000.0,48419000.0,-8546000.0,-151940000.0,CDNS
2011-10-01,52427000.0,46036000.0,-25539000.0,6085000.0,CDNS
2011-07-02,69413000.0,63282000.0,-18259000.0,-2323000.0,CDNS
2011-04-02,56365000.0,51184000.0,-4153000.0,3374000.0,CDNS
2011-01-01,57014000.0,51172000.0,-5525000.0,-7821000.0,CDNS
2010-10-02,46428000.0,36064000.0,-13987000.0,-8734000.0,CDNS
2010-07-03,48998000.0,38102000.0,-264178000.0,72217000.0,CDNS
2010-04-03,46703000.0,36317000.0,-1422000.0,4276000.0,CDNS
2010-01-02,908000.0,-9896000.0,-2944000.0,-373000.0,CDNS
2009-10-03,21723000.0,13121000.0,-18443000.0,4974000.0,CDNS
2009-07-04,10344000.0,2486000.0,-9611000.0,-1700000.0,CDNS
2009-04-04,-7338000.0,-22156000.0,-19511000.0,18066000.0,CDNS
2009-01-03,32558000.0,15191000.0,-14486000.0,-2082000.0,CDNS
2008-09-27,-19747000.0,-40914000.0,-18832000.0,-248739000.0,CDNS
2008-06-28,76556000.0,40382000.0,-66287000.0,265000.0,CDNS
2008-03-29,-19081000.0,-44051000.0,-27280000.0,-192863000.0,CDNS
2007-12-29,193510000.0,167120000.0,-32998000.0,-36206000.0,CDNS
2007-09-29,88783000.0,69374000.0,-84104000.0,-197019000.0,CDNS
2007-06-30,101182000.0,83580000.0,-19385000.0,98579000.0,CDNS
2007-03-31,18963000.0,-1431000.0,28044000.0,-35420000.0,CDNS
2006-12-30,204723000.0,183357000.0,-16872000.0,-10414000.0,CDNS
2006-09-30,60144000.0,46816000.0,-31516000.0,-99829000.0,CDNS
2006-07-01,114955000.0,88883000.0,-68453000.0,-89252000.0,CDNS
2006-04-01,41394000.0,26115000.0,5079000.0,-34432000.0,CDNS
2005-12-31,176672000.0,154970000.0,-30450000.0,95999000.0,CDNS
2005-10-01,53629000.0,36936000.0,-34705000.0,57486000.0,CDNS
2005-07-02,128989000.0,115315000.0,-256924000.0,12302000.0,CDNS
2005-04-02,66993000.0,47406000.0,99382000.0,39562000.0,CDNS
2005-01-01,138578000.0,123587000.0,-49009000.0,9458000.0,CDNS
2004-10-02,72924000.0,59824000.0,-35510000.0,-4314000.0,CDNS
2004-07-03,101360000.0,85501000.0,-113187000.0,-64289000.0,CDNS
2004-04-03,59660000.0,41831000.0,-17247000.0,38068000.0,CDNS
2004-01-03,62680000.0,32152000.0,-105292000.0,28932000.0,CDNS
2003-09-27,70405000.0,55512000.0,-69186000.0,171703000.0,CDNS
2003-06-28,36881000.0,43033000.0,-102316000.0,31253000.0,CDNS
2003-03-29,1035000.0,-42577000.0,-49181000.0,-82668000.0,CDNS
2022-01-29,2461000000.0,2351000000.0,1051000000.0,-4399000000.0,CSCO
2021-10-30,3427000000.0,3305000000.0,-1020000000.0,-3970000000.0,CSCO
2021-07-31,4504000000.0,4342000000.0,348000000.0,-2269000000.0,CSCO
2021-05-01,3880000000.0,3708000000.0,-3105000000.0,-5219000000.0,CSCO
2021-01-23,2974000000.0,2787000000.0,182000000.0,-2178000000.0,CSCO
2020-10-24,4096000000.0,3925000000.0,-2710000000.0,-2373000000.0,CSCO
2020-07-25,3802000000.0,3594000000.0,499000000.0,-2859000000.0,CSCO
2020-04-25,4237000000.0,4066000000.0,236000000.0,-2602000000.0,CSCO
2020-01-25,3800000000.0,3611000000.0,843000000.0,-4757000000.0,CSCO
2019-10-26,3587000000.0,3385000000.0,1922000000.0,-8668000000.0,CSCO
2019-07-27,3942000000.0,3734000000.0,2689000000.0,-5132000000.0,CSCO
2019-04-27,4329000000.0,4101000000.0,5606000000.0,-9541000000.0,CSCO
2019-01-26,3797000000.0,3536000000.0,3867000000.0,-6271000000.0,CSCO
2018-10-27,3763000000.0,3551000000.0,2675000000.0,-6945000000.0,CSCO
2018-07-28,4100000000.0,3886000000.0,8069000000.0,-9954000000.0,CSCO
2018-04-28,2416000000.0,2175000000.0,5760000000.0,-19081000000.0,CSCO
2018-01-27,4070000000.0,3859000000.0,3990000000.0,-1479000000.0,CSCO
2017-10-28,3080000000.0,2912000000.0,-2495000000.0,-1250000000.0,CSCO
2017-07-29,4001000000.0,3793000000.0,695000000.0,-1104000000.0,CSCO
2017-04-29,3373000000.0,3143000000.0,-1710000000.0,-4445000000.0,CSCO
2017-01-28,3772000000.0,3521000000.0,418000000.0,-1875000000.0,CSCO
2016-10-29,2730000000.0,2455000000.0,-5396000000.0,3618000000.0,CSCO
2016-07-30,3818000000.0,3552000000.0,-3366000000.0,-1716000000.0,CSCO
2016-04-30,3064000000.0,2760000000.0,-2364000000.0,1881000000.0,CSCO
2016-01-23,3922000000.0,3608000000.0,-1437000000.0,-1929000000.0,CSCO
2015-10-24,2766000000.0,2504000000.0,-950000000.0,-2935000000.0,CSCO
2015-07-25,4138000000.0,3818000000.0,-3860000000.0,2729000000.0,CSCO
2015-04-25,3040000000.0,2683000000.0,-2592000000.0,-1375000000.0,CSCO
2015-01-24,2883000000.0,2618000000.0,-759000000.0,-1714000000.0,CSCO
2014-10-25,2491000000.0,2206000000.0,-2877000000.0,-1953000000.0,CSCO
2014-07-26,3612000000.0,3287000000.0,-1505000000.0,-1622000000.0,CSCO
2014-04-26,3198000000.0,2825000000.0,-2948000000.0,652000000.0,CSCO
2014-01-25,2873000000.0,2611000000.0,565000000.0,-3353000000.0,CSCO
2013-10-26,2649000000.0,2334000000.0,-2755000000.0,-2565000000.0,CSCO
2013-07-27,3986000000.0,3669000000.0,-1115000000.0,-68000000.0,CSCO
2013-04-27,3094000000.0,2803000000.0,-3457000000.0,-1362000000.0,CSCO
2013-01-26,3349000000.0,3062000000.0,-666000000.0,-609000000.0,CSCO
2012-10-27,2465000000.0,2200000000.0,-6530000000.0,-961000000.0,CSCO
