,Price,Open,High,Low
2009-08-17,79.4,78.99,79.695,78.86
2009-08-18,79.035,79.315,79.46,78.98
2009-08-19,78.545,78.96,79.31,78.405
2009-08-20,78.45,78.5,78.745,78.365
2009-08-21,78.1,78.455,78.65,77.81
2009-08-24,78.33,78.05,78.385,78.0
2009-08-25,78.295,78.29,78.485,77.86
2009-08-26,78.72,78.415,78.895,78.185
2009-08-27,78.055,78.71,78.795,77.89
2009-08-28,78.385,78.085,78.435,77.91
2009-08-31,78.22,78.355,78.635,78.025
2009-09-01,78.805,78.17,79.01,77.975
2009-09-02,78.435,78.825,78.9,78.295
2009-09-03,78.52,78.4,78.58,78.03
2009-09-04,78.165,78.515,78.76,78.035
2009-09-08,77.34,78.005,78.045,77.065
2009-09-09,77.1,77.285,77.465,76.815
2009-09-10,76.83,77.055,77.23,76.71
2009-09-11,76.64,76.83,76.85,76.445
2009-09-14,76.732,76.65,77.09,76.62
2009-09-15,76.785,76.835,77.315,76.66
2009-09-16,76.475,76.715,76.815,76.375
2009-09-17,76.43,76.53,76.655,76.23
2009-09-18,76.67,76.515,76.93,76.485
2009-09-21,77.0,76.75,77.335,76.7
2009-09-22,76.35,76.955,76.955,76.22
2009-09-23,76.295,76.225,76.755,76.045
2009-09-24,77.115,76.595,77.255,76.28
2009-09-25,77.015,77.16,77.285,76.685
2009-09-28,77.27,76.88,77.48,76.72
2009-09-29,77.36,77.2,77.735,77.025
2009-09-30,76.86,77.28,77.29,76.68
2009-10-01,77.415,76.87,77.495,76.8
2009-10-02,77.215,77.505,77.72,76.865
2009-10-05,76.835,77.21,77.235,76.805
2009-10-06,76.495,76.85,76.88,76.28
2009-10-07,76.665,76.48,76.8,76.3
2009-10-08,76.13,76.515,76.515,75.68
2009-10-09,76.62,76.175,76.725,76.13
2009-10-12,76.29,76.52,76.845,76.185
2009-10-13,76.165,76.27,76.47,75.92
2009-10-14,75.725,76.03,76.07,75.51
2009-10-15,75.66,75.605,75.945,75.405
2009-10-16,75.77,75.565,76.08,75.47
2009-10-19,75.505,75.8,76.07,75.25
2009-10-20,75.73,75.4,75.935,75.265
2009-10-21,75.11,75.725,75.895,75.085
2009-10-22,75.24,75.25,75.67,75.175
2009-10-23,75.6,75.205,75.665,75.105
2009-10-26,76.195,75.6,76.26,75.34
2009-10-27,76.28,76.22,76.49,75.905
2009-10-28,76.585,76.24,76.705,76.13
2009-10-29,76.065,76.62,76.735,75.995
2009-10-30,76.475,76.075,76.58,75.975
2009-11-02,76.46,76.475,76.575,76.08
2009-11-03,76.57,76.31,77.5,76.225
2009-11-04,75.825,76.52,76.545,75.705
2009-11-05,75.865,76.02,76.165,75.645
2009-11-06,75.94,75.875,76.11,75.59
2009-11-09,75.135,75.81,75.83,75.025
2009-11-10,75.11,75.16,75.375,75.035
2009-11-11,75.26,75.02,75.325,74.855
2009-11-12,75.695,75.07,75.88,75.03
2009-11-13,75.425,75.695,75.76,75.225
2009-11-16,74.92,75.36,75.405,74.75
2009-11-17,75.465,74.935,75.72,74.93
2009-11-18,75.265,75.34,75.43,74.985
2009-11-19,75.37,75.2,75.645,75.2
2009-11-20,75.73,75.375,76.5,75.285
2009-11-23,75.17,75.8,75.845,75.025
2009-11-24,75.125,75.29,75.525,75.06
2009-11-25,74.325,75.165,75.165,74.27
2009-11-27,75.04,75.02,75.665,74.97
2009-11-30,74.935,75.0,75.06,74.535
2009-12-01,74.415,74.845,75.16,74.31
2009-12-02,74.705,74.47,74.715,74.4
2009-12-03,74.67,74.595,74.875,74.36
2009-12-04,75.97,74.835,76.0,74.645
2009-12-07,75.81,75.75,76.255,75.48
2009-12-08,76.33,75.655,76.355,75.545
2009-12-09,76.055,76.275,76.34,75.875
2009-12-10,76.07,76.0,76.24,75.865
2009-12-11,76.585,76.055,76.74,75.735
2009-12-14,76.414,76.61,76.625,76.26
2009-12-15,77.3,76.755,77.575,76.725
2009-12-16,77.335,77.31,77.385,76.945
2009-12-17,78.09,77.31,78.28,77.29
2009-12-18,78.195,78.02,78.5,77.745
2009-12-21,78.42,78.165,78.5,77.965
2009-12-22,78.61,78.395,78.77,78.22
2009-12-23,78.23,78.61,78.705,78.075
2009-12-24,78.175,78.225,78.26,77.85
2009-12-28,78.015,78.1,78.215,77.9
2009-12-29,78.185,78.08,78.275,77.665
2009-12-30,78.275,78.3,78.55,78.15
2009-12-31,78.22,78.22,78.395,77.79
2010-01-04,77.83,78.355,78.59,77.575
2010-01-05,77.85,77.765,77.95,77.39
2010-01-06,77.655,77.94,78.215,77.58
2010-01-07,78.105,77.615,78.27,77.6
2010-01-08,77.655,78.2,78.435,77.545
2010-01-11,77.16,77.63,77.66,76.945
2010-01-12,77.12,77.31,77.46,76.89
2010-01-13,76.99,77.265,77.325,76.74
2010-01-14,76.885,76.92,77.175,76.81
2010-01-15,77.48,77.01,77.56,76.985
2010-01-19,77.65,77.165,77.855,77.09
2010-01-20,78.5,77.675,78.64,77.675
2010-01-21,78.515,78.495,79.0,78.3
2010-01-22,78.43,78.515,78.73,78.22
2010-01-25,78.35,78.43,78.515,78.2
2010-01-26,78.61,78.305,78.835,78.235
2010-01-27,78.87,78.675,79.05,78.53
2010-01-28,79.1,78.975,79.265,78.75
2010-01-29,79.65,79.24,79.68,79.07
2010-02-01,79.42,79.61,79.76,79.35
2010-02-02,79.18,79.41,79.58,79.135
2010-02-03,79.55,79.145,79.62,78.83
2010-02-04,80.075,79.635,80.225,79.51
2010-02-05,80.595,80.3,80.82,80.095
2010-02-08,80.44,80.56,80.665,80.23
2010-02-09,79.99,80.53,80.53,79.65
2010-02-10,80.14,79.895,80.435,79.77
2010-02-11,80.1,80.02,80.6,79.82
2010-02-12,80.41,80.18,80.835,80.075
2010-02-16,79.755,80.435,80.445,79.655
2010-02-17,80.475,79.72,80.61,79.61
2010-02-18,80.465,80.63,81.2,80.255
2010-02-19,80.72,81.195,81.43,80.6
2010-02-22,80.585,80.69,80.745,80.43
2010-02-23,80.91,80.59,81.05,80.145
2010-02-24,80.915,80.98,80.98,80.41
2010-02-25,80.86,80.935,81.195,80.7
2010-02-26,80.44,80.82,80.835,80.19
2010-03-01,80.705,80.535,81.315,80.33
2010-03-02,80.575,80.93,81.34,80.425
2010-03-03,80.02,80.445,80.6,79.835
2010-03-04,80.585,80.085,80.7,79.97
2010-03-05,80.46,80.58,80.92,80.43
2010-03-08,80.455,80.425,80.58,80.1
2010-03-09,80.605,80.475,80.88,80.44
2010-03-10,80.465,80.615,80.865,80.315
2010-03-11,80.315,80.535,80.57,80.25
2010-03-12,79.84,80.3,80.33,79.65
2010-03-15,80.175,79.77,80.18,79.765
2010-03-16,79.995,80.415,80.535,79.85
2010-03-17,79.85,79.925,80.075,79.73
2010-03-18,80.44,79.95,80.665,79.945
2010-03-19,80.975,80.485,81.135,80.44
2010-03-22,80.883,80.975,81.345,80.78
2010-03-23,81.118,80.785,81.25,80.775
2010-03-24,82.106,81.185,82.31,81.125
2010-03-25,82.405,82.145,82.52,81.895
2010-03-26,81.978,82.32,82.32,81.85
2010-03-29,81.624,81.62,81.91,81.445
2010-03-30,81.738,81.47,81.825,81.235
2010-03-31,81.291,81.67,81.94,81.095
2010-04-01,80.972,81.215,81.475,80.81
2010-04-05,81.254,81.285,81.455,81.1
2010-04-06,81.57,81.315,81.815,81.315
2010-04-07,81.612,81.615,81.91,81.54
2010-04-08,81.701,81.805,82.06,81.615
2010-04-09,81.241,81.575,81.745,81.01
2010-04-12,80.692,80.85,80.85,80.215
2010-04-13,80.625,80.695,80.885,80.395
2010-04-14,80.291,80.555,80.615,80.14
2010-04-15,80.585,80.28,80.835,80.25
2010-04-16,80.944,80.635,81.035,80.58
2010-04-19,81.105,81.01,81.39,80.965
2010-04-20,81.141,81.055,81.235,80.86
2010-04-21,81.266,81.2,81.44,81.065
2010-04-22,81.682,81.32,81.925,81.14
2010-04-23,81.498,82.115,82.2,81.45
2010-04-26,81.615,81.58,81.845,81.365
2010-04-27,82.31,81.38,82.75,81.36
2010-04-28,82.535,82.43,82.87,82.16
2010-04-29,82.161,82.48,82.54,82.035
2010-04-30,81.991,82.075,82.23,81.745
2010-05-03,82.399,82.05,82.69,81.87
2010-05-04,83.421,82.49,83.65,82.405
2010-05-05,84.2,83.615,84.435,83.47
2010-05-06,85.047,84.265,85.46,84.06
2010-05-07,84.659,84.995,85.355,84.235
2010-05-10,84.335,83.9,84.54,83.07
2010-05-11,84.613,84.585,84.905,84.33
2010-05-12,84.967,84.855,85.1,84.33
2010-05-13,85.342,84.885,85.57,84.66
2010-05-14,86.231,85.485,86.435,85.335
2010-05-17,86.377,86.41,87.21,86.2
2010-05-18,87.315,86.37,87.525,86.045
2010-05-19,86.54,87.595,87.625,86.235
2010-05-20,85.706,86.475,86.985,85.555
2010-05-21,85.537,85.86,86.2,85.325
2010-05-24,86.337,85.68,86.63,85.655
2010-05-25,86.888,86.6,87.55,86.425
2010-05-26,87.244,86.725,87.48,86.625
2010-05-27,86.282,87.37,87.375,86.205
2010-05-28,86.582,86.34,86.895,85.935
2010-06-01,86.725,86.725,87.58,86.22
2010-06-02,86.877,86.81,87.265,86.695
2010-06-03,87.214,86.77,87.35,86.385
2010-06-04,88.315,87.19,88.405,86.975
2010-06-07,88.463,88.4,88.8,88.23
2010-06-08,88.473,88.545,88.65,88.02
2010-06-09,87.935,88.185,88.425,87.445
2010-06-10,87.166,87.94,88.08,86.77
2010-06-11,87.517,87.03,87.67,86.96
2010-06-14,86.504,87.4,87.4,86.38
2010-06-15,86.29,87.0,87.175,86.19
2010-06-16,86.386,86.365,86.705,86.21
2010-06-17,85.982,86.485,86.81,85.795
2010-06-18,85.976,85.925,86.06,85.735
2010-06-21,86.239,85.67,86.345,85.36
2010-06-22,86.408,86.21,86.545,86.045
2010-06-23,86.048,86.4,86.71,85.905
2010-06-24,86.017,86.13,86.28,85.685
2010-06-25,85.579,86.0,86.415,85.52
2010-06-28,85.922,85.58,86.065,85.475
2010-06-29,86.34,85.91,86.6,85.91
2010-06-30,86.281,86.48,86.57,85.875
2010-07-01,84.984,86.45,86.545,84.675
2010-07-02,84.67,84.855,85.01,84.36
2010-07-06,84.306,84.95,85.075,84.04
2010-07-07,84.038,84.28,84.595,83.965
2010-07-08,84.036,84.195,84.245,83.88
2010-07-09,84.152,83.995,84.315,83.835
2010-07-12,84.407,84.08,84.635,84.08
2010-07-13,83.821,84.425,84.725,83.545
2010-07-14,83.598,83.71,83.875,83.365
2010-07-15,82.743,83.59,83.685,82.43
2010-07-16,82.658,82.61,82.795,82.25
2010-07-19,82.705,82.79,82.995,82.5
2010-07-20,82.929,82.82,83.27,82.355
2010-07-21,83.593,82.88,83.64,82.76
2010-07-22,82.782,83.47,83.545,82.64
2010-07-23,82.629,82.69,83.22,82.39
2010-07-26,82.242,82.7,82.815,82.135
2010-07-27,82.328,82.23,82.53,81.97
2010-07-28,82.31,82.305,82.425,82.07
2010-07-29,81.754,82.22,82.285,81.6
2010-07-30,81.655,81.76,82.08,81.565
2010-08-02,81.055,81.57,81.67,80.9
2010-08-03,80.684,81.01,81.13,80.555
2010-08-04,80.992,80.72,81.22,80.6
2010-08-05,80.93,81.09,81.225,80.625
2010-08-06,80.496,80.89,81.23,80.17
2010-08-09,80.789,80.485,80.84,80.345
2010-08-10,80.924,80.845,81.65,80.775
2010-08-11,82.428,81.09,82.63,81.08
2010-08-12,82.767,82.59,82.935,82.235
2010-08-13,83.038,82.7,83.35,82.29
2010-08-16,82.635,83.03,83.14,82.35
2010-08-17,82.324,82.575,82.61,82.115
2010-08-18,82.31,82.37,82.605,81.995
2010-08-19,82.54,82.625,82.835,82.095
2010-08-20,83.16,82.58,83.43,82.515
2010-08-23,83.228,83.165,83.375,82.955
2010-08-24,83.206,83.445,83.635,82.895
2010-08-25,83.331,83.365,83.57,83.0
2010-08-26,82.983,83.26,83.33,82.665
2010-08-27,82.968,82.975,83.235,82.69
2010-08-30,83.226,82.85,83.405,82.79
2010-08-31,83.254,83.24,83.4,82.925
2010-09-01,82.549,83.18,83.265,82.225
2010-09-02,82.501,82.545,82.635,82.305
2010-09-03,82.124,82.485,82.635,82.015
2010-09-07,82.844,82.33,82.94,82.305
2010-09-08,82.58,82.86,82.945,82.38
2010-09-09,82.69,82.595,82.835,82.345
2010-09-10,82.701,82.775,82.995,82.465
2010-09-13,82.092,82.675,82.68,82.06
2010-09-14,81.339,82.205,82.295,81.245
2010-09-15,81.751,81.445,81.99,81.33
2010-09-16,81.501,81.73,81.87,81.335
2010-09-17,81.641,81.55,81.77,81.075
2010-09-20,81.582,81.665,81.74,81.255
2010-09-21,80.673,81.565,81.57,80.425
2010-09-22,80.064,80.49,80.505,79.77
2010-09-23,80.247,80.045,80.395,79.915
2010-09-24,79.599,80.44,80.47,79.465
2010-09-27,79.554,79.53,79.755,79.395
2010-09-28,79.212,79.77,80.01,79.055
2010-09-29,78.905,79.165,79.21,78.825
2010-09-30,78.938,78.98,79.25,78.62
2010-10-01,78.313,78.99,79.015,78.22
2010-10-04,78.658,78.24,78.72,78.24
2010-10-05,77.967,78.825,78.9,77.88
2010-10-06,77.62,77.945,78.15,77.52
2010-10-07,77.642,77.705,77.94,77.15
2010-10-08,77.563,77.65,77.99,77.36
2010-10-11,77.664,77.15,77.785,77.05
2010-10-12,77.588,77.815,78.17,77.435
2010-10-13,77.287,77.51,77.54,77.17
2010-10-14,76.881,77.185,77.185,76.475
2010-10-15,77.268,76.975,77.355,76.335
2010-10-18,77.137,77.255,77.865,77.125
2010-10-19,78.421,77.31,78.57,77.13
2010-10-20,77.414,78.59,78.61,77.28
2010-10-21,77.634,77.32,77.87,77.07
2010-10-22,77.685,77.74,77.965,75.85
2010-10-25,77.303,77.55,77.65,76.875
2010-10-26,77.91,77.51,78.04,77.24
2010-10-27,78.377,77.905,78.51,77.76
2010-10-28,77.503,78.205,78.265,77.36
2010-10-29,77.457,77.42,77.96,76.9
2010-11-01,77.481,77.105,77.625,76.965
2010-11-02,76.892,77.385,77.495,76.81
2010-11-03,76.623,76.89,77.375,75.235
2010-11-04,76.0,76.53,76.63,75.76
2010-11-05,76.691,75.935,76.785,75.935
2010-11-08,77.164,76.69,77.3,76.515
2010-11-09,77.584,77.38,78.02,76.83
2010-11-10,77.77,77.855,78.34,77.65
2010-11-11,78.356,77.795,78.435,77.585
2010-11-12,78.231,78.265,78.64,77.83
2010-11-15,78.673,78.325,78.86,78.015
2010-11-16,79.333,78.78,79.585,78.445
2010-11-17,79.21,79.395,79.495,78.97
2010-11-18,78.729,79.035,79.12,78.53
2010-11-19,78.594,78.68,78.81,78.245
2010-11-22,78.768,78.35,78.975,78.06
2010-11-23,79.762,78.86,79.825,78.8
2010-11-24,79.939,79.725,80.085,79.465
2010-11-26,80.433,79.85,80.6,79.815
2010-11-29,80.902,80.275,81.215,80.15
2010-11-30,81.271,80.91,81.525,80.74
2010-12-01,80.762,81.335,81.435,80.54
2010-12-02,80.336,80.81,81.06,80.1
2010-12-03,79.407,80.31,80.36,79.06
2010-12-06,79.599,79.3,80.0,79.17
2010-12-07,79.864,79.745,80.125,79.215
2010-12-08,80.008,79.985,80.425,79.91
2010-12-09,80.085,79.99,80.42,79.68
2010-12-10,80.066,80.13,80.32,79.83
2010-12-13,79.64,80.21,80.295,79.6
2010-12-14,79.69,79.74,79.86,79.145
2010-12-15,80.582,79.86,80.62,79.775
2010-12-16,80.549,80.51,80.76,80.185
2010-12-17,80.752,80.37,81.01,79.895
2010-12-20,80.972,80.75,81.09,80.675
2010-12-21,81.069,80.955,81.185,80.575
2010-12-22,81.073,80.955,81.125,80.625
2010-12-23,80.832,80.975,81.185,80.7
2010-12-27,80.679,80.82,81.01,80.515
2010-12-28,80.67,80.275,80.76,79.89
2010-12-29,80.102,80.715,80.715,79.995
2010-12-30,79.798,79.98,80.025,79.705
2010-12-31,79.288,79.735,79.785,79.025
2011-01-03,79.384,79.31,79.73,79.23
2011-01-04,79.699,79.5,79.775,79.115
2011-01-05,80.538,79.71,80.635,79.71
2011-01-06,81.093,80.57,81.22,80.46
2011-01-07,81.321,81.14,81.455,80.985
2011-01-10,81.163,81.49,81.635,81.115
2011-01-11,81.135,81.265,81.45,81.035
2011-01-12,80.25,81.075,81.145,80.2
2011-01-13,79.406,80.29,80.445,79.21
2011-01-14,79.366,79.415,79.605,78.97
2011-01-18,79.16,79.635,79.665,78.755
2011-01-19,78.811,79.12,79.12,78.47
2011-01-20,78.984,78.885,79.34,78.6
2011-01-21,78.37,79.015,79.095,78.01
2011-01-24,78.193,78.3,78.63,77.94
2011-01-25,78.145,78.155,78.57,77.95
2011-01-26,78.035,78.135,78.235,77.81
2011-01-27,77.854,77.855,78.28,77.71
2011-01-28,78.28,77.845,78.425,77.705
2011-01-31,77.865,78.39,78.47,77.665
2011-02-01,77.193,77.76,77.79,77.065
2011-02-02,77.278,77.14,77.43,77.0
2011-02-03,77.867,77.225,77.995,77.135
2011-02-04,78.157,77.93,78.325,77.565
2011-02-07,78.122,78.17,78.44,77.94
2011-02-08,78.094,78.135,78.195,77.715
2011-02-09,77.721,78.055,78.185,77.58
2011-02-10,78.327,77.76,78.435,77.75
2011-02-11,78.565,78.23,78.795,78.21
2011-02-14,78.717,78.495,78.98,78.375
2011-02-15,78.66,78.63,78.83,78.395
2011-02-16,78.277,78.59,78.87,78.22
2011-02-17,78.065,78.28,78.41,77.99
2011-02-18,77.72,78.035,78.295,77.57
2011-02-22,77.823,77.88,78.39,77.635
2011-02-23,77.444,77.71,77.745,77.295
2011-02-24,77.096,77.28,77.52,77.03
2011-02-25,77.3,77.115,77.46,76.975
