"Date","Price","Open","High","Low","Vol.","Change %"
"07/29/2020","430.13","424.16","431.12","423.81","","1.37%"
"07/28/2020","424.30","429.26","429.42","424.18","","-1.13%"
"07/27/2020","429.15","422.16","429.31","421.85","","1.64%"
"07/24/2020","422.22","427.67","427.80","415.86","","-1.27%"
"07/23/2020","427.66","437.45","438.37","426.09","","-2.25%"
"07/22/2020","437.51","434.73","439.22","434.26","","0.67%"
"07/21/2020","434.60","438.24","441.41","433.64","","-0.81%"
"07/20/2020","438.17","427.19","438.78","426.79","","2.63%"
"07/17/2020","426.96","424.37","428.03","423.39","","0.57%"
"07/16/2020","424.54","429.73","429.73","421.62","","-1.22%"
"07/15/2020","429.80","427.66","433.02","425.28","","0.54%"
"07/14/2020","427.49","423.65","427.96","415.52","","0.85%"
"07/13/2020","423.90","431.94","438.46","423.14","","-1.87%"
"07/10/2020","431.97","432.09","432.44","427.68","","-0.02%"
"07/09/2020","432.07","430.07","434.17","426.53","","0.48%"
"07/08/2020","429.99","423.72","430.10","423.30","","1.47%"
"07/07/2020","423.77","427.39","431.02","423.53","","-0.84%"
"07/06/2020","427.38","419.91","429.78","419.91","","1.78%"
"07/03/2020","419.90","419.60","420.20","419.60","","0.09%"
"07/02/2020","419.53","417.00","422.96","416.79","","0.61%"
"07/01/2020","416.99","416.19","418.98","414.47","","0.23%"
"06/30/2020","416.05","409.09","417.17","408.87","","1.76%"
"06/29/2020","408.85","405.56","408.96","400.62","","0.78%"
"06/26/2020","405.67","412.32","413.32","404.54","","-1.58%"
"06/25/2020","412.19","407.30","412.39","403.91","","1.14%"
"06/24/2020","407.56","416.83","417.09","405.62","","-2.26%"
"06/23/2020","416.98","413.89","421.00","413.51","","0.82%"
"06/22/2020","413.60","406.72","413.75","406.37","","1.65%"
"06/19/2020","406.88","408.92","414.04","405.35","","-0.51%"
"06/18/2020","408.97","407.35","409.23","405.83","","0.42%"
"06/17/2020","407.26","406.44","410.50","406.34","","0.24%"
"06/16/2020","406.29","397.51","409.39","397.51","","2.27%"
"06/15/2020","397.26","393.91","398.84","386.04","","0.82%"
"06/12/2020","394.02","389.70","400.90","387.82","","0.99%"
"06/11/2020","390.16","411.83","411.93","389.85","","-5.27%"
"06/10/2020","411.85","405.65","414.52","405.62","","1.50%"
"06/09/2020","405.78","404.11","407.58","402.39","","0.40%"
"06/08/2020","404.16","402.89","404.28","398.32","","0.35%"
"06/05/2020","402.77","393.73","403.43","393.61","","2.28%"
"06/04/2020","393.80","397.10","397.97","391.80","","-0.79%"
"06/03/2020","396.95","393.10","397.87","393.07","","1.01%"
"06/02/2020","392.98","389.15","392.98","387.07","","1.00%"
"06/01/2020","389.08","388.01","389.85","385.85","","0.29%"
"05/29/2020","387.96","383.81","388.85","382.28","","1.06%"
"05/28/2020","383.88","383.61","390.19","383.16","","0.13%"
"05/27/2020","383.40","382.02","383.57","373.90","","0.37%"
"05/26/2020","382.00","382.18","389.36","381.69","","-0.01%"
"05/25/2020","382.04","381.19","382.13","381.07","","0.28%"
"05/22/2020","380.98","379.17","381.21","377.33","","0.49%"
"05/21/2020","379.12","384.18","384.82","378.83","","-1.31%"
"05/20/2020","384.15","375.78","384.74","375.78","","2.21%"
"05/19/2020","375.83","376.59","380.89","375.77","","-0.14%"
"05/18/2020","376.36","367.50","378.27","367.28","","2.42%"
"05/15/2020","367.48","365.87","367.68","360.44","","0.46%"
"05/14/2020","365.81","362.86","365.81","355.52","","0.77%"
"05/13/2020","363.02","368.71","371.40","358.73","","-1.63%"
"05/12/2020","369.02","375.61","377.99","368.94","","-1.75%"
"05/11/2020","375.60","373.35","377.29","370.19","","0.59%"
"05/08/2020","373.39","368.23","373.39","368.22","","1.48%"
"05/07/2020","367.93","361.90","369.76","361.90","","1.65%"
"05/06/2020","361.96","359.35","364.90","359.27","","0.74%"
"05/05/2020","359.31","354.08","363.19","353.91","","1.49%"
"05/04/2020","354.04","350.44","354.06","347.00","","0.99%"
"05/01/2020","350.58","360.13","360.15","349.71","","-2.69%"
"04/30/2020","360.27","361.64","362.41","357.83","","-0.35%"
"04/29/2020","361.54","348.33","362.47","348.26","","3.80%"
"04/28/2020","348.29","352.23","356.93","348.17","","-1.15%"
"04/27/2020","352.35","348.56","353.23","348.56","","1.11%"
"04/24/2020","348.48","342.31","348.51","341.53","","1.73%"
"04/23/2020","342.56","344.32","348.67","342.23","","-0.49%"
"04/22/2020","344.23","332.49","345.47","332.18","","3.50%"
"04/21/2020","332.59","346.60","346.66","330.93","","-4.09%"
"04/20/2020","346.79","351.58","351.64","346.66","","-1.41%"
"04/17/2020","351.76","346.25","352.35","346.25","","1.64%"
"04/16/2020","346.09","342.00","346.85","341.19","","1.12%"
"04/15/2020","342.24","349.89","350.04","339.79","","-2.16%"
"04/14/2020","349.81","336.50","350.14","336.48","","4.01%"
"04/13/2020","336.31","335.80","336.55","330.25","","0.12%"
"04/10/2020","335.90","335.63","335.97","335.49","","0.03%"
"04/09/2020","335.81","334.96","340.54","333.66","","0.24%"
"04/08/2020","335.00","325.99","335.79","325.71","","2.80%"
"04/07/2020","325.86","327.62","338.88","325.70","","-0.52%"
"04/06/2020","327.55","302.49","328.67","302.45","","8.25%"
"04/03/2020","302.58","307.40","308.51","299.53","","-1.58%"
"04/02/2020","307.44","302.71","307.61","299.42","","1.58%"
"04/01/2020","302.67","317.40","317.47","300.63","","-4.59%"
"03/31/2020","317.22","322.67","326.80","315.86","","-1.68%"
"03/30/2020","322.65","311.14","323.18","310.64","","3.75%"
"03/27/2020","310.99","324.19","325.08","310.70","","-4.06%"
"03/26/2020","324.14","306.77","324.48","305.94","","5.73%"
"03/25/2020","306.57","305.43","319.09","300.79","","0.40%"
"03/24/2020","305.34","277.59","305.34","277.59","","10.01%"
"03/23/2020","277.55","279.64","283.15","269.09","","-0.76%"
"03/20/2020","279.68","289.56","298.87","278.85","","-3.48%"
"03/19/2020","289.75","286.72","297.77","279.44","","1.14%"
"03/18/2020","286.48","300.60","301.22","274.05","","-4.67%"
"03/17/2020","300.52","284.22","303.80","280.90","","5.72%"
"03/16/2020","284.27","325.54","325.71","283.52","","-12.59%"
"03/13/2020","325.21","296.21","325.23","294.66","","9.89%"
"03/12/2020","295.95","327.98","328.05","295.95","","-9.78%"
"03/11/2020","328.04","342.95","343.21","324.05","","-4.43%"
"03/10/2020","343.23","325.19","343.23","324.26","","5.55%"
"03/09/2020","325.19","351.06","351.10","325.17","","-7.29%"
"03/06/2020","350.75","358.39","358.40","342.57","","-2.09%"
"03/05/2020","358.22","368.53","368.95","356.53","","-2.81%"
"03/04/2020","368.57","355.54","368.63","355.31","","3.67%"
"03/03/2020","355.52","367.13","371.77","352.47","","-3.14%"
"03/02/2020","367.06","349.62","367.09","349.62","","4.98%"
"02/28/2020","349.65","348.84","351.83","335.36","","0.26%"
"02/27/2020","348.74","366.28","366.30","348.74","","-4.78%"
"02/26/2020","366.23","365.26","373.33","364.17","","0.27%"
"02/25/2020","365.25","376.81","380.02","364.12","","-3.07%"
"02/24/2020","376.83","392.04","392.07","374.76","","-3.89%"
"02/21/2020","392.07","399.96","400.18","390.00","","-1.99%"
"02/20/2020","400.04","404.04","404.40","395.50","","-0.99%"
"02/19/2020","404.06","399.74","404.59","399.71","","1.06%"
"02/18/2020","399.82","401.82","401.82","397.64","","-0.49%"
"02/17/2020","401.77","402.10","402.12","401.66","","-0.08%"
"02/14/2020","402.11","400.61","402.68","400.20","","0.37%"
"02/13/2020","400.64","401.53","402.48","398.31","","-0.24%"
"02/12/2020","401.60","397.50","401.71","397.40","","1.06%"
"02/11/2020","397.37","397.75","401.23","396.42","","-0.10%"
"02/10/2020","397.77","393.48","397.77","391.14","","1.07%"
"02/07/2020","393.54","396.92","396.97","392.76","","-0.85%"
"02/06/2020","396.91","393.49","396.93","393.49","","0.87%"
"02/05/2020","393.50","391.13","397.10","391.12","","0.61%"
"02/04/2020","391.13","381.83","391.67","381.76","","2.44%"
"02/03/2020","381.82","377.57","382.48","377.04","","1.13%"
"01/31/2020","377.57","386.79","387.17","376.48","","-2.39%"
"01/30/2020","386.83","384.98","387.02","381.69","","0.49%"
"01/29/2020","384.93","384.19","387.41","383.81","","0.21%"
"01/28/2020","384.13","378.16","384.98","377.62","","1.58%"
"01/27/2020","378.16","387.43","387.43","377.21","","-2.40%"
"01/24/2020","387.44","388.40","392.08","386.16","","-0.24%"
"01/23/2020","388.39","387.05","388.45","385.84","","0.36%"
"01/22/2020","387.00","385.48","389.37","385.48","","0.39%"
"01/21/2020","385.51","385.95","387.31","384.40","","-0.11%"
"01/20/2020","385.93","385.78","386.02","385.77","","0.04%"
"01/17/2020","385.76","383.34","385.81","383.25","","0.62%"
"01/16/2020","383.37","378.85","383.38","378.72","","1.20%"
"01/15/2020","378.82","378.68","380.56","377.91","","0.04%"
"01/14/2020","378.66","380.46","380.91","378.26","","-0.47%"
"01/13/2020","380.46","375.86","380.47","375.86","","1.22%"
"01/10/2020","375.88","376.41","378.42","375.29","","-0.13%"
"01/09/2020","376.38","371.96","376.59","371.96","","1.16%"
"01/08/2020","372.07","368.88","373.35","368.46","","0.88%"
"01/07/2020","368.82","368.51","370.30","368.34","","0.09%"
"01/06/2020","368.50","367.90","368.56","363.67","","0.17%"
"01/03/2020","367.88","371.30","371.41","367.04","","-0.95%"
"01/02/2020","371.42","365.31","371.42","365.25","","1.67%"
"01/01/2020","365.32","365.29","365.32","365.28","","0.00%"
"12/31/2019","365.31","364.05","365.38","362.63","","0.35%"
"12/30/2019","364.03","366.19","366.26","361.56","","-0.57%"
"12/27/2019","366.11","365.86","367.22","365.31","","0.07%"
"12/26/2019","365.84","363.42","365.87","363.42","","0.67%"
"12/25/2019","363.39","363.38","363.43","363.31","","-0.01%"
"12/24/2019","363.41","363.16","363.58","362.58","","0.08%"
"12/23/2019","363.13","362.25","363.86","362.11","","0.24%"
"12/20/2019","362.26","360.39","362.67","360.29","","0.52%"
"12/19/2019","360.38","358.27","360.41","358.14","","0.58%"
"12/18/2019","358.29","358.55","359.48","358.19","","-0.09%"
"12/17/2019","358.62","359.48","359.84","358.10","","-0.21%"
"12/16/2019","359.37","356.46","360.51","356.42","","0.81%"
"12/13/2019","356.49","353.85","357.20","353.49","","0.79%"
"12/12/2019","353.70","350.48","354.03","349.00","","0.96%"
"12/11/2019","350.34","348.37","350.65","348.08","","0.56%"
"12/10/2019","348.38","348.58","350.03","347.90","","-0.06%"
"12/09/2019","348.59","350.06","350.66","348.51","","-0.41%"
"12/06/2019","350.01","346.30","350.28","346.30","","1.08%"
"12/05/2019","346.28","345.16","346.80","345.07","","0.32%"
"12/04/2019","345.17","343.86","346.19","343.65","","0.38%"
"12/03/2019","343.88","346.12","346.47","340.40","","-0.64%"
"12/02/2019","346.11","350.71","351.05","344.81","","-1.32%"
"11/29/2019","350.74","351.88","351.99","350.54","","-0.32%"
"11/28/2019","351.87","351.98","352.12","351.75","","-0.03%"
"11/27/2019","351.98","350.15","351.98","350.14","","0.53%"
"11/26/2019","350.12","349.68","350.95","349.66","","0.13%"
"11/25/2019","349.67","345.03","349.67","345.02","","1.34%"
"11/22/2019","345.06","345.09","346.73","343.78","","-0.02%"
"11/21/2019","345.14","346.82","346.84","344.41","","-0.47%"
"11/20/2019","346.78","348.72","348.74","344.56","","-0.56%"
"11/19/2019","348.74","347.99","349.53","347.45","","0.20%"
"11/18/2019","348.04","347.07","348.50","345.68","","0.28%"
"11/15/2019","347.08","344.10","347.08","344.03","","0.89%"
"11/14/2019","344.02","344.78","344.81","342.61","","-0.22%"
"11/13/2019","344.79","343.90","344.98","342.67","","0.27%"
"11/12/2019","343.86","342.78","345.08","342.78","","0.32%"
"11/11/2019","342.78","342.44","343.20","340.47","","0.09%"
"11/08/2019","342.46","340.72","342.46","338.69","","0.51%"
"11/07/2019","340.71","338.42","342.44","338.41","","0.68%"
"11/06/2019","338.42","338.41","338.57","336.93","","0.01%"
"11/05/2019","338.40","338.82","339.74","337.43","","-0.15%"
"11/04/2019","338.91","337.18","339.95","337.17","","0.51%"
"11/01/2019","337.20","332.93","337.21","332.81","","1.28%"
"10/31/2019","332.93","333.40","334.08","331.16","","-0.11%"
"10/30/2019","333.31","331.58","333.59","330.72","","0.52%"
"10/29/2019","331.59","334.05","334.39","331.54","","-0.73%"
"10/28/2019","334.03","330.25","334.25","330.24","","1.14%"
"10/25/2019","330.27","326.82","330.43","326.64","","1.05%"
"10/24/2019","326.84","322.24","326.88","322.04","","1.44%"
"10/23/2019","322.20","322.10","322.38","320.50","","0.03%"
"10/22/2019","322.10","326.29","327.78","322.03","","-1.28%"
"10/21/2019","326.29","322.99","326.35","322.93","","1.04%"
"10/18/2019","322.92","325.90","326.01","321.19","","-0.91%"
"10/17/2019","325.87","326.49","328.25","324.65","","-0.17%"
"10/16/2019","326.42","328.91","329.30","325.55","","-0.76%"
"10/15/2019","328.92","325.37","329.71","325.36","","1.09%"
"10/14/2019","325.36","325.81","326.46","325.22","","-0.14%"
"10/11/2019","325.81","320.40","328.10","320.39","","1.69%"
"10/10/2019","320.39","318.53","321.64","318.13","","0.60%"
"10/09/2019","318.48","314.32","319.44","314.07","","1.32%"
"10/08/2019","314.32","319.71","320.13","314.31","","-1.72%"
"10/07/2019","319.81","320.89","321.89","319.51","","-0.33%"
"10/04/2019","320.86","315.77","321.03","315.74","","1.60%"
"10/03/2019","315.81","312.11","315.81","308.76","","1.16%"
"10/02/2019","312.18","318.17","318.20","310.36","","-1.90%"
"10/01/2019","318.23","320.61","323.91","318.12","","-0.71%"
"09/30/2019","320.52","317.66","321.16","317.36","","0.87%"
"09/27/2019","317.76","321.32","322.22","315.77","","-1.10%"
"09/26/2019","321.31","321.15","322.30","319.35","","0.10%"
"09/25/2019","320.99","317.83","321.60","314.70","","0.99%"
"09/24/2019","317.85","320.86","323.80","316.98","","-0.94%"
"09/23/2019","320.87","320.70","321.62","319.39","","0.07%"
"09/20/2019","320.64","323.84","324.55","319.78","","-0.98%"
"09/19/2019","323.81","323.17","326.23","323.12","","0.20%"
"09/18/2019","323.15","322.99","323.15","319.19","","0.08%"
"09/17/2019","322.88","321.61","323.02","321.37","","0.39%"
"09/16/2019","321.63","322.54","322.58","319.90","","-0.27%"
"09/13/2019","322.50","324.37","324.63","322.13","","-0.57%"
"09/12/2019","324.34","322.73","326.79","322.71","","0.54%"
"09/11/2019","322.61","319.40","322.62","319.32","","1.00%"
"09/10/2019","319.42","321.17","321.19","316.22","","-0.54%"
"09/09/2019","321.16","323.32","324.78","319.59","","-0.68%"
"09/06/2019","323.37","323.77","324.51","322.92","","-0.09%"
"09/05/2019","323.66","316.94","324.65","316.94","","2.19%"
"09/04/2019","316.73","311.80","316.83","311.74","","1.57%"
"09/03/2019","311.84","315.20","315.25","310.87","","-1.08%"
"09/02/2019","315.26","315.37","315.49","315.18","","-0.06%"
"08/30/2019","315.46","315.18","317.58","313.20","","0.13%"
"08/29/2019","315.06","310.38","315.80","310.28","","1.51%"
"08/28/2019","310.38","310.56","310.73","306.80","","-0.06%"
"08/27/2019","310.56","310.77","313.31","309.02","","-0.01%"
"08/26/2019","310.60","307.57","310.69","306.82","","1.05%"
"08/23/2019","307.38","316.44","317.76","306.59","","-2.88%"
"08/22/2019","316.48","317.74","318.57","314.16","","-0.37%"
"08/21/2019","317.67","313.78","318.30","313.76","","1.20%"
"08/20/2019","313.91","315.11","316.19","313.72","","-0.38%"
"08/19/2019","315.11","310.95","316.09","310.85","","1.37%"
"08/16/2019","310.85","305.52","311.58","305.48","","1.74%"
"08/15/2019","305.54","306.44","306.94","303.51","","-0.32%"
"08/14/2019","306.51","315.56","315.73","305.80","","-2.83%"
"08/13/2019","315.44","308.95","316.46","307.96","","2.04%"
"08/12/2019","309.14","312.59","312.87","307.91","","-1.09%"
"08/09/2019","312.54","316.20","316.21","310.75","","-1.11%"
"08/08/2019","316.04","308.94","316.08","308.89","","2.28%"
"08/07/2019","309.01","307.09","309.56","302.95","","0.63%"
"08/06/2019","307.08","303.43","308.14","302.89","","1.26%"
"08/05/2019","303.27","315.17","315.18","301.19","","-3.82%"
"08/02/2019","315.32","321.28","321.29","313.06","","-1.85%"
"08/01/2019","321.26","322.15","329.07","320.23","","-0.36%"
"07/31/2019","322.43","326.43","328.36","319.54","","-1.25%"
"07/30/2019","326.51","328.70","328.87","325.98","","-0.64%"
"07/29/2019","328.60","329.31","329.55","326.31","","-0.25%"
"07/26/2019","329.42","327.46","329.98","327.34","","0.56%"
"07/25/2019","327.60","330.15","330.44","327.10","","-0.77%"
"07/24/2019","330.15","327.15","330.15","327.14","","0.94%"
"07/23/2019","327.06","325.38","327.19","324.94","","0.53%"
"07/22/2019","325.35","321.93","325.92","321.86","","1.04%"
"07/19/2019","322.01","323.46","325.95","321.89","","-0.37%"
"07/18/2019","323.22","321.70","323.65","320.39","","0.44%"
"07/17/2019","321.80","322.27","323.63","321.80","","-0.19%"
"07/16/2019","322.41","325.13","325.18","321.81","","-0.83%"
"07/15/2019","325.12","324.06","325.42","324.01","","0.35%"
"07/12/2019","323.98","321.83","324.10","321.73","","0.65%"
"07/11/2019","321.89","320.92","323.00","320.92","","0.33%"
"07/10/2019","320.84","318.67","322.59","318.60","","0.65%"
"07/09/2019","318.78","317.97","318.93","316.13","","0.25%"
"07/08/2019","318.00","320.09","320.15","316.72","","-0.67%"
"07/05/2019","320.16","321.16","321.20","317.29","","-0.31%"
"07/04/2019","321.16","321.25","321.32","321.14","","0.00%"
"07/03/2019","321.16","319.13","321.16","318.92","","0.61%"
"07/02/2019","319.21","317.97","319.24","317.63","","0.36%"
"07/01/2019","318.07","313.34","320.07","313.34","","1.48%"
"06/28/2019","313.43","312.68","314.12","312.01","","0.23%"
"06/27/2019","312.70","311.44","313.36","311.43","","0.43%"
"06/26/2019","311.36","308.65","313.40","308.49","","0.83%"
"06/25/2019","308.80","313.88","314.13","308.53","","-1.61%"
"06/24/2019","313.86","313.82","314.87","313.64","","0.06%"
"06/21/2019","313.67","315.25","315.93","313.67","","-0.47%"
"06/20/2019","315.15","310.82","316.25","310.77","","1.44%"
"06/19/2019","310.67","308.88","311.34","308.88","","0.62%"
"06/18/2019","308.77","303.90","310.27","303.67","","1.60%"
"06/17/2019","303.92","303.46","305.16","303.31","","0.10%"
"06/14/2019","303.63","306.34","306.39","302.76","","-0.87%"
"06/13/2019","306.28","305.65","307.31","305.54","","0.14%"
"06/12/2019","305.86","307.40","307.57","305.20","","-0.51%"
"06/11/2019","307.44","307.35","310.70","306.02","","0.07%"
"06/10/2019","307.24","304.17","309.86","304.17","","1.02%"
"06/07/2019","304.15","298.52","305.62","298.50","","1.90%"
"06/06/2019","298.49","295.91","299.01","295.12","","0.82%"
"06/05/2019","296.05","291.92","296.45","291.92","","1.46%"
"06/04/2019","291.78","283.81","291.93","283.51","","2.86%"
"06/03/2019","283.68","288.42","289.85","282.18","","-1.65%"
"05/31/2019","288.44","292.58","292.62","288.35","","-1.41%"
"05/30/2019","292.57","290.83","293.13","290.81","","0.56%"
"05/29/2019","290.95","293.23","293.24","289.48","","-0.82%"
"05/28/2019","293.35","294.18","296.71","293.34","","-0.28%"
"05/27/2019","294.17","293.99","294.27","293.96","","0.07%"
"05/24/2019","293.96","293.56","296.58","293.47","","0.10%"
"05/23/2019","293.68","298.93","298.94","292.01","","-1.78%"
"05/22/2019","299.01","300.25","300.34","298.53","","-0.38%"
"05/21/2019","300.16","296.58","300.86","296.43","","1.16%"
"05/20/2019","296.72","301.99","302.06","295.49","","-1.76%"
"05/17/2019","302.04","304.44","305.46","301.63","","-0.74%"
"05/16/2019","304.30","301.49","306.01","301.16","","0.93%"
"05/15/2019","301.50","298.35","302.31","296.47","","1.05%"
"05/14/2019","298.36","293.73","299.83","293.32","","1.54%"
"05/13/2019","293.83","304.15","304.18","293.06","","-3.43%"
"05/10/2019","304.27","303.47","305.44","298.18","","0.25%"
"05/09/2019","303.52","305.66","305.82","298.91","","-0.73%"
"05/08/2019","305.75","306.09","307.88","304.67","","-0.14%"
"05/07/2019","306.17","312.77","312.77","303.73","","-2.10%"
"05/06/2019","312.75","315.19","315.24","307.89","","-0.75%"
"05/03/2019","315.10","312.41","315.24","312.26","","0.85%"
"05/02/2019","312.43","314.22","315.71","310.95","","-0.61%"
"05/01/2019","314.34","315.02","318.35","314.18","","-0.21%"
"04/30/2019","314.99","314.17","315.23","312.74","","0.28%"
"04/29/2019","314.11","313.99","314.91","313.75","","0.03%"
"04/26/2019","314.03","314.73","314.90","311.12","","-0.26%"
"04/25/2019","314.85","315.07","316.85","313.22","","-0.12%"
"04/24/2019","315.23","314.44","316.51","314.29","","0.28%"
"04/23/2019","314.36","311.27","314.61","311.09","","1.00%"
"04/22/2019","311.25","310.57","311.33","309.20","","0.20%"
"04/19/2019","310.63","310.60","310.67","310.57","","0.04%"
"04/18/2019","310.52","310.12","310.54","308.46","","0.15%"
"04/17/2019","310.04","308.49","310.68","308.49","","0.52%"
"04/16/2019","308.44","307.15","308.96","307.13","","0.40%"
"04/15/2019","307.21","307.17","307.90","305.77","","0.04%"
"04/12/2019","307.10","305.14","307.10","305.00","","0.63%"
"04/11/2019","305.18","305.45","305.85","304.55","","-0.09%"
"04/10/2019","305.46","303.44","305.61","303.26","","0.61%"
"04/09/2019","303.60","304.96","305.14","303.12","","-0.45%"
"04/08/2019","304.96","303.86","304.97","302.05","","0.39%"
"04/05/2019","303.78","302.46","304.05","302.44","","0.43%"
"04/04/2019","302.47","303.84","304.34","300.76","","-0.44%"
"04/03/2019","303.82","301.04","305.08","301.04","","0.93%"
"04/02/2019","301.01","300.04","301.35","299.53","","0.31%"
"04/01/2019","300.09","296.01","300.22","296.00","","1.37%"
"03/29/2019","296.04","293.10","296.05","293.09","","0.99%"
"03/28/2019","293.13","292.32","294.18","291.49","","0.27%"
"03/27/2019","292.34","293.92","295.36","290.00","","-0.54%"
"03/26/2019","293.93","291.84","296.24","291.83","","0.72%"
"03/25/2019","291.84","293.50","293.51","290.25","","-0.58%"
"03/22/2019","293.54","299.99","300.40","293.52","","-2.14%"
"03/21/2019","299.95","293.71","300.60","293.52","","2.21%"
"03/20/2019","293.46","294.07","295.76","291.94","","-0.21%"
"03/19/2019","294.07","293.33","295.31","293.18","","0.26%"
"03/18/2019","293.32","292.27","294.12","291.76","","0.37%"
"03/15/2019","292.25","288.74","293.35","288.74","","1.22%"
"03/14/2019","288.74","288.39","289.51","288.05","","0.14%"
"03/13/2019","288.33","286.83","289.86","286.49","","0.53%"
"03/12/2019","286.80","285.28","287.78","285.25","","0.56%"
"03/11/2019","285.20","279.57","285.37","279.48","","2.02%"
"03/08/2019","279.55","279.82","279.83","276.23","","-0.13%"
"03/07/2019","279.90","282.50","282.53","278.97","","-0.93%"
"03/06/2019","282.52","284.02","284.09","282.21","","-0.53%"
"03/05/2019","284.02","284.83","284.83","283.20","","-0.27%"
"03/04/2019","284.79","285.81","287.68","282.17","","-0.36%"
"03/01/2019","285.82","283.82","286.42","283.82","","0.69%"
"02/28/2019","283.86","285.03","285.05","283.35","","-0.42%"
"02/27/2019","285.06","285.43","285.44","282.47","","-0.09%"
"02/26/2019","285.33","285.05","286.03","284.00","","0.09%"
"02/25/2019","285.06","283.48","286.72","283.47","","0.56%"
"02/22/2019","283.46","280.01","283.55","279.93","","1.22%"
"02/21/2019","280.05","280.00","280.94","278.65","","0.01%"
"02/20/2019","280.02","279.91","281.13","278.85","","0.05%"
"02/19/2019","279.89","279.78","280.65","278.85","","0.04%"
"02/18/2019","279.77","279.48","279.86","279.47","","0.12%"
"02/15/2019","279.43","277.67","279.65","277.32","","0.66%"
"02/14/2019","277.59","276.93","278.48","276.19","","0.21%"
"02/13/2019","277.01","276.43","278.68","276.42","","0.24%"
"02/12/2019","276.35","272.51","276.61","272.49","","1.41%"
"02/11/2019","272.52","272.32","274.10","272.08","","0.07%"
"02/08/2019","272.34","271.61","272.34","268.99","","0.25%"
"02/07/2019","271.66","275.36","275.49","270.19","","-1.36%"
"02/06/2019","275.41","274.37","276.06","273.98","","0.38%"
"02/05/2019","274.38","271.91","274.83","271.90","","0.92%"
"02/04/2019","271.88","268.01","271.92","268.01","","1.43%"
"02/01/2019","268.04","266.63","269.05","266.62","","0.51%"
"01/31/2019","266.68","266.18","267.91","265.04","","0.26%"
"01/30/2019","265.99","259.38","266.79","259.36","","2.56%"
"01/29/2019","259.36","261.96","262.14","258.91","","-1.00%"
"01/28/2019","261.98","265.24","265.30","259.99","","-1.18%"
"01/25/2019","265.12","260.83","265.56","260.83","","1.61%"
"01/24/2019","260.92","258.10","261.49","258.10","","1.10%"
"01/23/2019","258.09","257.25","260.07","255.80","","0.33%"
"01/22/2019","257.23","261.45","261.48","255.85","","-1.61%"
"01/21/2019","261.44","261.40","261.68","261.39","","0.01%"
"01/18/2019","261.42","257.41","261.90","257.37","","1.56%"
"01/17/2019","257.41","255.84","258.60","254.62","","0.61%"
"01/16/2019","255.86","255.72","257.26","255.53","","0.03%"
"01/15/2019","255.78","252.13","256.09","252.07","","1.46%"
"01/14/2019","252.11","254.46","254.54","251.35","","-0.94%"
"01/11/2019","254.49","254.63","254.96","253.09","","-0.08%"
"01/10/2019","254.70","254.04","254.70","251.02","","0.29%"
"01/09/2019","253.97","250.41","255.17","250.41","","1.41%"
"01/08/2019","250.43","248.10","251.44","247.83","","0.94%"
"01/07/2019","248.10","245.11","249.58","245.09","","1.21%"
"01/04/2019","245.14","236.33","245.97","235.46","","3.73%"
"01/03/2019","236.33","247.85","247.91","236.26","","-4.54%"
"01/02/2019","247.58","247.64","248.72","243.32","","0.00%"
"01/01/2019","247.58","247.65","247.75","247.58","","0.00%"
"12/31/2018","247.58","245.41","248.26","245.37","","0.90%"
"12/28/2018","245.38","245.33","248.81","243.55","","0.03%"
"12/27/2018","245.31","242.86","245.33","237.05","","0.94%"
"12/26/2018","243.03","231.05","243.03","230.87","","5.24%"
"12/25/2018","230.94","231.61","231.61","230.88","","-0.29%"
"12/24/2018","231.62","236.97","237.34","231.59","","-2.29%"
"12/21/2018","237.04","243.69","245.75","236.06","","-2.69%"
"12/20/2018","243.59","248.56","248.89","240.89","","-2.03%"
"12/19/2018","248.65","252.65","256.26","247.28","","-1.58%"
"12/18/2018","252.63","251.08","254.43","250.65","","0.63%"
"12/17/2018","251.06","256.22","256.66","249.63","","-2.01%"
"12/14/2018","256.21","262.35","262.36","256.00","","-2.33%"
"12/13/2018","262.32","262.17","264.80","261.04","","0.06%"
"12/12/2018","262.16","259.33","265.75","259.33","","1.09%"
"12/11/2018","259.34","259.10","263.11","257.68","","0.07%"
"12/10/2018","259.16","256.66","259.86","253.85","","0.97%"
"12/07/2018","256.66","264.63","265.19","255.82","","-3.03%"
"12/06/2018","264.67","264.86","264.88","257.79","","-0.06%"
"12/05/2018","264.84","265.40","265.42","264.81","","-0.21%"
"12/04/2018","265.40","275.17","275.20","265.06","","-3.55%"
"12/03/2018","275.16","269.30","275.67","269.28","","2.18%"
"11/30/2018","269.29","267.14","269.30","265.99","","0.80%"
"11/29/2018","267.16","268.27","268.81","265.50","","-0.34%"
"11/28/2018","268.07","260.13","268.28","260.13","","3.06%"
"11/27/2018","260.12","260.02","260.88","257.32","","0.03%"
"11/26/2018","260.04","254.64","260.04","254.59","","2.11%"
"11/23/2018","254.66","256.72","257.00","254.41","","-0.80%"
"11/22/2018","256.71","256.73","256.84","256.62","","-0.01%"
"11/21/2018","256.74","254.47","258.97","254.25","","0.85%"
"11/20/2018","254.57","259.00","259.01","250.84","","-1.71%"
"11/19/2018","258.99","268.44","268.83","258.37","","-3.51%"
"11/16/2018","268.40","269.32","269.50","265.80","","-0.35%"
"11/15/2018","269.35","264.23","270.13","262.81","","1.96%"
