"Date","Price","Open","High","Low","Vol.","Change %"
"May 24, 2017","96.952","97.145","97.175","96.770","1.04K","-0.12%"
"May 23, 2017","97.069","96.615","97.110","96.520","0.60K","0.40%"
"May 22, 2017","96.686","96.875","97.100","96.500","0.57K","-0.16%"
"May 19, 2017","96.845","97.560","97.560","96.785","0.62K","-0.76%"
"May 18, 2017","97.585","97.240","97.755","97.130","0.92K","0.31%"
"May 17, 2017","97.282","97.775","97.825","97.155","3.03K","-0.53%"
"May 16, 2017","97.803","98.575","98.575","97.775","0.71K","-0.81%"
"May 15, 2017","98.606","98.805","98.930","98.485","0.30K","-0.34%"
"May 12, 2017","98.941","99.350","99.365","98.850","0.57K","-0.38%"
"May 11, 2017","99.315","99.385","99.565","99.190","0.26K","-0.05%"
"May 10, 2017","99.369","99.160","99.390","99.085","0.35K","0.01%"
"May 09, 2017","99.359","98.835","99.380","98.795","0.30K","0.61%"
"May 08, 2017","98.756","98.265","98.845","98.265","0.30K","0.41%"
"May 05, 2017","98.353","98.480","98.605","98.235","0.22K","-0.13%"
"May 04, 2017","98.477","99.075","99.150","98.425","0.31K","-0.44%"
"May 03, 2017","98.912","98.600","99.085","98.600","0.15K","0.24%"
"May 02, 2017","98.674","98.780","98.920","98.660","0.24K","-0.10%"
"May 01, 2017","98.775","98.685","98.895","98.585","0.09K","0.03%"
"Apr 28, 2017","98.743","98.930","98.950","98.445","0.12K","-0.05%"
"Apr 27, 2017","98.795","98.690","99.050","98.565","0.16K","0.04%"
"Apr 26, 2017","98.760","98.555","99.045","98.460","0.12K","0.27%"
"Apr 25, 2017","98.498","98.795","98.950","98.410","0.22K","-0.33%"
"Apr 24, 2017","98.823","99.000","99.075","98.585","0.30K","-0.90%"
"Apr 21, 2017","99.720","99.545","99.755","99.420","0.17K","0.20%"
"Apr 20, 2017","99.525","99.585","99.585","99.160","0.09K","0.05%"
"Apr 19, 2017","99.473","99.285","99.555","99.280","0.12K","0.23%"
"Apr 18, 2017","99.244","100.140","100.140","99.200","0.14K","-0.79%"
"Apr 17, 2017","100.034","100.280","100.280","99.765","0.23K","-0.26%"
"Apr 13, 2017","100.298","99.875","100.320","99.775","0.23K","-0.24%"
"Apr 12, 2017","100.541","100.465","100.555","99.840","0.12K","0.09%"
"Apr 11, 2017","100.452","100.720","100.805","100.375","0.08K","-0.33%"
"Apr 10, 2017","100.787","101.010","101.090","100.750","0.21K","-0.16%"
"Apr 07, 2017","100.947","100.505","101.000","100.310","0.20K","0.53%"
"Apr 06, 2017","100.415","100.165","100.500","100.165","0.09K","0.13%"
"Apr 05, 2017","100.281","100.260","100.775","100.165","0.15K","0.01%"
"Apr 04, 2017","100.266","100.160","100.400","100.160","0.07K","0.01%"
"Apr 03, 2017","100.252","100.165","100.365","100.090","0.09K","0.19%"
"Mar 31, 2017","100.058","100.170","100.280","100.000","0.28K","-0.07%"
"Mar 30, 2017","100.125","99.775","100.205","99.650","0.15K","0.44%"
"Mar 29, 2017","99.686","99.380","99.800","99.360","0.13K","0.30%"
"Mar 28, 2017","99.389","98.930","99.450","98.795","0.16K","0.58%"
"Mar 27, 2017","98.818","99.155","99.155","98.515","0.17K","-0.48%"
"Mar 24, 2017","99.292","99.490","99.635","99.215","0.14K","-0.12%"
"Mar 23, 2017","99.413","99.445","99.500","99.335","0.10K","0.10%"
"Mar 22, 2017","99.318","99.420","99.540","99.245","0.16K","-0.15%"
"Mar 21, 2017","99.464","99.850","99.930","99.370","0.14K","-0.61%"
"Mar 20, 2017","100.074","99.930","100.110","99.700","0.08K","0.11%"
"Mar 17, 2017","99.960","99.920","100.100","99.830","0.10K","-0.07%"
"Mar 16, 2017","100.030","100.170","100.405","99.965","0.20K","-0.40%"
"Mar 15, 2017","100.430","101.300","101.370","100.185","0.36K","-0.97%"
"Mar 14, 2017","101.409","101.070","101.440","101.070","0.02K","0.21%"
"Mar 13, 2017","101.195","101.160","101.265","100.865","22.84K","0.09%"
"Mar 10, 2017","101.107","101.790","101.845","101.025","55.26K","-0.60%"
"Mar 09, 2017","101.718","102.045","102.125","101.570","45.07K","-0.23%"
"Mar 08, 2017","101.951","101.660","102.060","101.580","31.05K","0.26%"
"Mar 07, 2017","101.685","101.625","101.785","101.400","6.45K","0.16%"
"Mar 06, 2017","101.525","101.355","101.625","101.110","17.20K","0.09%"
"Mar 03, 2017","101.433","101.995","102.190","101.225","10.49K","-0.66%"
"Mar 02, 2017","102.104","101.735","102.160","101.710","1.87K","0.42%"
"Mar 01, 2017","101.680","101.380","101.875","101.140","3.83K","0.62%"
"Feb 28, 2017","101.049","101.165","101.300","100.705","1.25K","-0.03%"
"Feb 27, 2017","101.079","101.040","101.220","100.625","0.99K","0.04%"
"Feb 24, 2017","101.040","100.980","101.085","100.595","1.54K","0.04%"
"Feb 23, 2017","100.998","101.270","101.345","100.800","1.24K","-0.12%"
"Feb 22, 2017","101.124","101.280","101.630","101.085","0.80K","-0.15%"
"Feb 21, 2017","101.280","100.990","101.530","100.990","0.50K","0.41%"
"Feb 20, 2017","100.871","100.680","100.900","100.660","0.46K","0.00%"
"Feb 17, 2017","100.871","100.450","100.870","100.390","0.40K","0.50%"
"Feb 16, 2017","100.365","100.865","100.960","100.355","0.74K","-0.72%"
"Feb 15, 2017","101.089","101.235","101.650","100.940","0.73K","-0.06%"
"Feb 14, 2017","101.148","100.910","101.285","100.650","0.42K","0.26%"
"Feb 13, 2017","100.885","100.780","101.025","100.510","0.43K","0.16%"
"Feb 10, 2017","100.721","100.600","100.920","100.500","0.52K","0.16%"
"Feb 09, 2017","100.562","100.220","100.580","100.050","0.46K","0.36%"
"Feb 08, 2017","100.204","100.395","100.550","100.000","0.51K","0.03%"
"Feb 07, 2017","100.175","99.920","100.580","99.860","0.88K","0.40%"
"Feb 06, 2017","99.775","99.610","100.115","99.550","0.33K","0.02%"
"Feb 03, 2017","99.752","99.790","100.035","99.450","0.72K","0.04%"
"Feb 02, 2017","99.713","99.450","99.745","99.145","0.43K","0.18%"
"Feb 01, 2017","99.533","99.535","99.925","99.420","0.44K","0.11%"
"Jan 31, 2017","99.426","100.300","100.420","99.330","1.04K","-0.90%"
"Jan 30, 2017","100.329","100.330","100.915","100.110","0.26K","-0.09%"
"Jan 27, 2017","100.421","100.410","100.700","100.225","0.26K","0.15%"
"Jan 26, 2017","100.275","99.690","100.615","99.680","0.59K","0.35%"
"Jan 25, 2017","99.924","100.130","100.230","99.740","0.48K","-0.32%"
"Jan 24, 2017","100.249","99.885","100.300","99.790","0.35K","0.21%"
"Jan 23, 2017","100.040","100.575","100.605","99.885","0.29K","-0.54%"
"Jan 20, 2017","100.580","100.940","101.370","100.650","0.23K","-0.45%"
"Jan 19, 2017","101.039","101.330","101.540","100.875","0.48K","0.22%"
"Jan 18, 2017","100.813","100.230","101.220","100.230","0.30K","0.59%"
"Jan 17, 2017","100.220","101.340","101.340","100.145","1.06K","-0.89%"
"Jan 16, 2017","101.118","101.320","101.645","101.245","0.07K","0.00%"
"Jan 13, 2017","101.118","101.380","101.575","100.770","0.91K","-0.17%"
"Jan 12, 2017","101.292","101.645","101.655","100.650","0.47K","-0.37%"
"Jan 11, 2017","101.672","101.985","102.830","101.220","0.36K","-0.24%"
"Jan 10, 2017","101.921","101.785","102.010","101.465","0.45K","0.08%"
"Jan 09, 2017","101.844","102.160","102.370","101.790","0.14K","-0.29%"
"Jan 06, 2017","102.139","101.470","102.180","101.420","0.26K","0.68%"
"Jan 05, 2017","101.453","102.070","102.420","101.240","0.34K","-1.17%"
"Jan 04, 2017","102.649","103.370","103.370","102.320","0.23K","-0.48%"
"Jan 03, 2017","103.146","102.795","103.750","102.600","0.27K","0.87%"
"Dec 30, 2016","102.256","102.255","102.480","101.970","0.26K","-0.42%"
"Dec 29, 2016","102.686","103.135","103.190","102.610","0.10K","-0.52%"
"Dec 28, 2016","103.219","102.930","103.495","102.900","0.06K","0.24%"
"Dec 27, 2016","102.977","103.025","103.120","102.925","0.07K","0.00%"
"Dec 23, 2016","102.972","102.950","103.145","102.900","0.07K","-0.09%"
"Dec 22, 2016","103.066","102.895","103.095","102.620","0.09K","0.07%"
"Dec 21, 2016","102.999","103.100","103.140","102.750","0.05K","-0.25%"
"Dec 20, 2016","103.258","103.030","103.610","102.965","0.23K","0.15%"
"Dec 19, 2016","103.100","102.820","103.155","102.500","24.74K","0.17%"
"Dec 16, 2016","102.924","103.140","103.210","102.545","49.18K","-0.09%"
"Dec 15, 2016","103.018","102.445","103.535","102.100","83.05K","1.27%"
"Dec 14, 2016","101.728","100.950","102.305","100.635","31.44K","0.73%"
"Dec 13, 2016","100.992","100.875","101.090","100.680","18.45K","0.06%"
"Dec 12, 2016","100.929","101.580","101.700","100.750","12.35K","-0.57%"
"Dec 09, 2016","101.505","101.015","101.655","100.955","4.83K","0.49%"
"Dec 08, 2016","101.013","100.130","101.155","99.250","14.32K","0.87%"
"Dec 07, 2016","100.141","100.440","100.495","100.060","5.80K","-0.25%"
"Dec 06, 2016","100.395","100.080","100.485","99.880","3.61K","0.43%"
"Dec 05, 2016","99.967","101.100","101.710","99.735","22.24K","-0.78%"
"Dec 02, 2016","100.756","100.860","101.055","100.610","3.23K","-0.24%"
"Dec 01, 2016","100.999","101.490","101.515","100.845","1.37K","-0.44%"
"Nov 30, 2016","101.444","100.880","101.775","100.845","4.21K","0.59%"
"Nov 29, 2016","100.854","101.200","101.590","100.850","2.27K","-0.42%"
"Nov 28, 2016","101.278","101.385","101.530","100.580","4.15K","-0.17%"
"Nov 25, 2016","101.451","101.750","101.865","101.155","1.47K","-0.20%"
"Nov 24, 2016","101.659","101.780","102.025","101.480","1.06K","0.00%"
"Nov 23, 2016","101.659","101.015","101.860","100.880","1.52K","0.64%"
"Nov 22, 2016","101.016","100.740","101.275","100.635","1.26K","-0.01%"
"Nov 21, 2016","101.028","101.325","101.415","100.725","1.47K","-0.17%"
"Nov 18, 2016","101.198","100.985","101.460","100.815","1.64K","0.33%"
"Nov 17, 2016","100.861","100.205","100.925","99.925","2.79K","0.51%"
"Nov 16, 2016","100.348","100.020","100.505","99.840","1.15K","0.17%"
"Nov 15, 2016","100.175","99.725","100.195","99.460","1.16K","0.12%"
"Nov 14, 2016","100.055","99.040","100.175","99.040","2.92K","1.09%"
"Nov 11, 2016","98.980","98.730","99.040","98.480","0.76K","0.28%"
"Nov 10, 2016","98.704","98.505","99.000","98.240","1.65K","0.25%"
"Nov 09, 2016","98.454","97.930","98.600","95.820","2.82K","0.69%"
"Nov 08, 2016","97.775","97.700","97.880","97.490","0.56K","0.06%"
"Nov 07, 2016","97.718","97.215","97.790","97.160","0.73K","0.72%"
"Nov 04, 2016","97.018","97.165","97.300","96.865","0.69K","-0.11%"
"Nov 03, 2016","97.121","97.360","97.400","97.000","0.51K","-0.22%"
"Nov 02, 2016","97.334","97.635","97.685","97.140","0.93K","-0.28%"
"Nov 01, 2016","97.607","98.325","98.355","97.530","1.37K","-0.74%"
"Oct 31, 2016","98.332","98.295","98.570","98.210","0.36K","0.08%"
"Oct 28, 2016","98.252","98.790","98.825","98.125","0.49K","-0.54%"
"Oct 27, 2016","98.789","98.535","98.900","98.400","0.24K","0.27%"
"Oct 26, 2016","98.521","98.610","98.720","98.235","0.53K","-0.07%"
"Oct 25, 2016","98.592","98.630","98.980","98.500","0.64K","-0.07%"
"Oct 24, 2016","98.662","98.570","98.740","98.450","0.24K","0.06%"
"Oct 21, 2016","98.606","98.280","98.690","98.255","0.48K","0.39%"
"Oct 20, 2016","98.224","97.790","98.295","97.570","0.48K","0.37%"
"Oct 19, 2016","97.860","97.810","97.855","97.575","0.25K","0.05%"
"Oct 18, 2016","97.812","97.650","97.830","97.555","0.23K","0.01%"
"Oct 17, 2016","97.798","97.990","98.060","97.760","0.27K","-0.12%"
"Oct 14, 2016","97.912","97.530","98.010","97.465","0.49K","0.49%"
"Oct 13, 2016","97.438","97.905","98.020","97.450","0.35K","-0.45%"
"Oct 12, 2016","97.882","97.495","97.955","97.400","0.37K","0.28%"
"Oct 11, 2016","97.612","96.935","97.660","96.935","0.50K","0.78%"
"Oct 10, 2016","96.853","96.500","96.845","96.400","0.32K","0.29%"
"Oct 07, 2016","96.574","96.730","97.115","96.330","0.67K","-0.12%"
"Oct 06, 2016","96.687","96.060","96.690","96.045","0.35K","0.68%"
"Oct 05, 2016","96.034","96.000","96.210","95.865","0.22K","-0.01%"
"Oct 04, 2016","96.040","95.600","96.270","95.600","0.31K","0.55%"
"Oct 03, 2016","95.512","95.260","95.640","95.260","0.12K","0.21%"
"Sep 30, 2016","95.310","95.410","95.800","95.210","0.28K","-0.09%"
"Sep 29, 2016","95.397","95.235","95.530","95.215","0.12K","0.15%"
"Sep 28, 2016","95.256","95.345","95.580","95.235","0.14K","0.03%"
"Sep 27, 2016","95.232","95.235","95.485","95.065","0.21K","0.10%"
"Sep 26, 2016","95.140","95.250","95.350","94.945","0.10K","-0.19%"
"Sep 23, 2016","95.317","95.390","95.500","95.255","0.20K","0.00%"
"Sep 22, 2016","95.316","95.285","95.385","94.885","0.35K","-0.30%"
"Sep 21, 2016","95.600","95.900","96.215","95.340","0.40K","-0.32%"
"Sep 20, 2016","95.911","95.695","96.060","95.500","0.30K","0.16%"
"Sep 19, 2016","95.761","96.015","96.015","95.565","13.26K","-0.31%"
"Sep 16, 2016","96.055","95.155","96.070","95.150","39.42K","0.88%"
"Sep 15, 2016","95.213","95.285","95.485","95.000","20.31K","-0.04%"
"Sep 14, 2016","95.252","95.470","95.585","95.120","21.07K","-0.32%"
"Sep 13, 2016","95.555","95.015","95.580","94.990","8.83K","0.59%"
"Sep 12, 2016","94.998","95.260","95.385","94.860","10.40K","-0.27%"
"Sep 09, 2016","95.253","94.900","95.510","94.760","4.59K","0.30%"
"Sep 08, 2016","94.971","94.905","95.065","94.385","4.36K","0.09%"
"Sep 07, 2016","94.886","94.800","94.980","94.640","2.05K","0.13%"
"Sep 06, 2016","94.763","95.700","95.790","94.715","3.61K","-1.08%"
"Sep 05, 2016","95.794","95.820","95.820","95.500","0.96K","0.00%"
"Sep 02, 2016","95.794","95.610","95.905","95.140","2.97K","0.19%"
"Sep 01, 2016","95.610","95.950","96.175","95.555","1.03K","-0.37%"
"Aug 31, 2016","95.967","95.945","96.210","95.850","1.63K","-0.03%"
"Aug 30, 2016","95.996","95.495","96.080","95.480","1.12K","0.52%"
"Aug 29, 2016","95.503","95.535","95.765","95.395","1.24K","0.00%"
"Aug 26, 2016","95.502","94.575","95.530","94.155","1.75K","0.84%"
"Aug 25, 2016","94.708","94.740","94.760","94.530","0.41K","-0.00%"
"Aug 24, 2016","94.712","94.500","94.830","94.450","0.68K","0.27%"
"Aug 23, 2016","94.459","94.510","94.510","94.160","0.89K","0.00%"
"Aug 22, 2016","94.459","94.600","94.895","94.390","0.88K","0.01%"
"Aug 19, 2016","94.453","94.180","94.565","94.180","1.19K","0.36%"
"Aug 18, 2016","94.112","94.550","94.570","94.050","1.93K","-0.57%"
"Aug 17, 2016","94.655","94.730","95.000","94.450","1.34K","-0.08%"
"Aug 16, 2016","94.729","95.560","95.560","94.340","1.71K","-0.86%"
"Aug 15, 2016","95.549","95.645","95.710","95.390","0.53K","-0.10%"
"Aug 12, 2016","95.642","95.845","95.920","95.145","0.63K","-0.16%"
"Aug 11, 2016","95.798","95.470","95.850","95.455","0.62K","0.24%"
"Aug 10, 2016","95.573","95.980","95.980","95.345","0.47K","-0.54%"
"Aug 09, 2016","96.092","96.265","96.425","95.990","0.49K","-0.23%"
"Aug 08, 2016","96.310","96.235","96.375","96.075","0.21K","0.22%"
"Aug 05, 2016","96.101","95.690","96.450","95.485","0.99K","0.43%"
"Aug 04, 2016","95.687","95.435","95.825","95.390","0.47K","0.20%"
"Aug 03, 2016","95.495","95.085","95.500","95.070","0.44K","0.57%"
"Aug 02, 2016","94.958","95.630","95.785","94.925","0.77K","-0.72%"
"Aug 01, 2016","95.647","95.590","95.725","95.520","0.16K","0.19%"
"Jul 29, 2016","95.461","96.450","96.525","95.310","1.33K","-1.28%"
"Jul 28, 2016","96.696","96.550","96.705","96.245","0.83K","-0.33%"
"Jul 27, 2016","97.012","97.075","97.420","96.725","0.40K","-0.13%"
"Jul 26, 2016","97.143","97.230","97.230","96.900","0.36K","-0.17%"
"Jul 25, 2016","97.311","97.460","97.610","97.250","0.20K","-0.19%"
"Jul 22, 2016","97.496","96.890","97.565","96.880","0.35K","0.47%"
"Jul 21, 2016","97.036","97.100","97.260","96.790","0.45K","-0.22%"
"Jul 20, 2016","97.253","97.125","97.320","97.010","0.55K","0.17%"
"Jul 19, 2016","97.088","96.550","97.145","96.550","0.51K","0.54%"
"Jul 18, 2016","96.567","96.540","96.625","96.455","0.16K","0.01%"
"Jul 15, 2016","96.558","96.130","96.725","95.950","0.49K","0.47%"
"Jul 14, 2016","96.110","96.300","96.415","95.880","0.34K","-0.12%"
"Jul 13, 2016","96.223","96.595","96.630","96.120","0.34K","-0.29%"
"Jul 12, 2016","96.502","96.660","96.660","96.150","0.24K","-0.13%"
"Jul 11, 2016","96.625","96.410","96.845","96.340","0.21K","0.26%"
"Jul 08, 2016","96.372","96.320","96.755","95.865","0.46K","-0.06%"
"Jul 07, 2016","96.428","96.195","96.420","96.045","0.26K","0.26%"
"Jul 06, 2016","96.176","96.405","96.630","96.110","0.64K","-0.13%"
"Jul 05, 2016","96.299","95.745","96.340","95.465","0.50K","0.57%"
"Jul 04, 2016","95.754","95.820","95.900","95.635","0.20K","0.00%"
"Jul 01, 2016","95.754","95.905","96.065","95.570","0.46K","-0.49%"
"Jun 30, 2016","96.228","95.840","96.490","95.530","0.53K","0.41%"
"Jun 29, 2016","95.837","96.165","96.320","95.675","1.26K","-0.59%"
"Jun 28, 2016","96.401","96.570","96.620","96.015","0.57K","-0.40%"
"Jun 27, 2016","96.793","96.165","96.940","96.065","0.45K","1.17%"
"Jun 24, 2016","95.677","93.820","96.700","93.820","2.09K","2.24%"
"Jun 23, 2016","93.577","93.630","93.630","93.100","0.47K","-0.24%"
"Jun 22, 2016","93.803","94.165","94.165","93.565","0.19K","-0.32%"
"Jun 21, 2016","94.106","93.600","94.205","93.540","0.22K","0.39%"
"Jun 20, 2016","93.739","94.115","94.115","93.600","0.40K","-0.68%"
"Jun 17, 2016","94.385","94.560","94.695","94.220","0.29K","-0.39%"
"Jun 16, 2016","94.751","94.515","95.545","94.320","0.29K","0.02%"
"Jun 15, 2016","94.735","95.125","95.130","94.470","0.17K","-0.38%"
"Jun 14, 2016","95.100","94.475","95.200","94.450","0.23K","0.72%"
"Jun 13, 2016","94.421","94.735","94.835","94.290","27.76K","-0.22%"
"Jun 10, 2016","94.631","94.180","94.790","94.085","36.30K","0.69%"
"Jun 09, 2016","93.987","93.535","94.150","93.430","26.20K","0.42%"
"Jun 08, 2016","93.596","93.835","93.840","93.385","27.62K","-0.21%"
"Jun 07, 2016","93.797","93.945","94.050","93.735","10.67K","-0.06%"
"Jun 06, 2016","93.855","93.885","94.270","93.730","12.10K","-0.14%"
"Jun 03, 2016","93.988","95.545","95.640","93.830","7.39K","-1.66%"
"Jun 02, 2016","95.571","95.400","95.575","95.180","2.25K","0.10%"
"Jun 01, 2016","95.471","95.810","95.910","95.360","1.96K","-0.44%"
"May 31, 2016","95.893","95.605","95.895","95.480","1.36K","0.41%"
"May 30, 2016","95.505","95.775","95.980","95.690","2.17K","0.00%"
"May 27, 2016","95.505","95.165","95.770","95.125","1.36K","0.34%"
"May 26, 2016","95.180","95.350","95.350","94.955","1.08K","-0.20%"
"May 25, 2016","95.370","95.650","95.675","95.375","1.05K","-0.25%"
"May 24, 2016","95.611","95.335","95.685","95.270","0.94K","0.37%"
"May 23, 2016","95.261","95.385","95.500","95.160","0.41K","-0.13%"
"May 20, 2016","95.383","95.370","95.515","95.240","0.23K","0.04%"
"May 19, 2016","95.344","95.210","95.580","95.200","0.70K","0.23%"
"May 18, 2016","95.123","94.620","95.295","94.620","0.90K","0.55%"
"May 17, 2016","94.606","94.590","94.760","94.400","0.36K","-0.02%"
"May 16, 2016","94.625","94.680","94.735","94.490","0.34K","-0.05%"
"May 13, 2016","94.673","94.215","94.910","94.185","0.53K","0.49%"
"May 12, 2016","94.213","93.920","94.210","93.890","0.37K","0.35%"
"May 11, 2016","93.880","94.300","94.305","93.750","0.32K","-0.50%"
"May 10, 2016","94.352","94.165","94.385","94.140","0.32K","0.15%"
"May 09, 2016","94.210","93.960","94.280","93.880","0.60K","0.25%"
"May 06, 2016","93.973","93.845","94.005","93.200","0.57K","0.11%"
"May 05, 2016","93.873","93.360","93.935","93.275","0.69K","0.63%"
"May 04, 2016","93.285","93.055","93.450","92.960","0.65K","0.28%"
"May 03, 2016","93.029","92.565","93.080","92.000","1.08K","0.34%"
"May 02, 2016","92.713","93.000","93.090","92.520","0.49K","-0.47%"
"Apr 29, 2016","93.147","93.780","93.780","93.065","0.77K","-0.71%"
"Apr 28, 2016","93.817","94.515","94.615","93.780","0.55K","-0.67%"
"Apr 27, 2016","94.447","94.505","94.975","94.200","0.23K","-0.18%"
"Apr 26, 2016","94.618","94.830","94.860","94.275","0.78K","-0.30%"
"Apr 25, 2016","94.899","95.180","95.180","94.770","0.35K","-0.30%"
"Apr 22, 2016","95.180","94.610","95.250","94.595","0.21K","0.53%"
"Apr 21, 2016","94.674","94.620","94.760","93.975","0.58K","0.10%"
"Apr 20, 2016","94.579","94.195","94.665","94.020","0.14K","0.55%"
"Apr 19, 2016","94.062","94.610","94.620","94.015","0.36K","-0.54%"
"Apr 18, 2016","94.573","94.765","94.895","94.485","0.16K","-0.24%"
"Apr 15, 2016","94.799","95.055","95.150","94.600","0.20K","-0.23%"
"Apr 14, 2016","95.018","95.015","95.270","94.815","0.43K","0.17%"
"Apr 13, 2016","94.855","94.155","94.920","94.110","0.41K","0.85%"
"Apr 12, 2016","94.060","93.980","94.385","93.620","0.29K","0.01%"
"Apr 11, 2016","94.050","94.310","94.435","93.880","0.27K","-0.33%"
"Apr 08, 2016","94.360","94.745","94.770","94.240","0.22K","-0.25%"
"Apr 07, 2016","94.597","94.520","94.765","94.150","0.39K","0.08%"
"Apr 06, 2016","94.524","94.715","95.110","94.360","0.32K","-0.20%"
"Apr 05, 2016","94.712","94.565","95.055","94.565","0.18K","0.13%"
"Apr 04, 2016","94.589","94.680","94.895","94.500","0.04K","-0.10%"
"Apr 01, 2016","94.688","94.670","95.135","94.470","0.23K","0.03%"
"Mar 31, 2016","94.661","94.860","95.090","94.450","0.23K","-0.26%"
"Mar 30, 2016","94.904","95.275","95.285","94.680","0.24K","-0.33%"
"Mar 29, 2016","95.216","96.100","96.200","95.165","0.31K","-0.83%"
"Mar 28, 2016","96.010","96.445","96.445","95.955","0.25K","-0.22%"
"Mar 24, 2016","96.226","96.130","96.410","96.130","0.18K","0.11%"
"Mar 23, 2016","96.117","95.705","96.200","95.705","0.11K","0.44%"
"Mar 22, 2016","95.694","95.475","95.760","95.340","0.13K","0.37%"
"Mar 21, 2016","95.339","95.130","95.430","95.080","0.13K","0.18%"
"Mar 18, 2016","95.165","94.760","95.185","94.655","0.30K","0.33%"
"Mar 17, 2016","94.851","95.865","95.890","94.750","0.19K","-1.18%"
"Mar 16, 2016","95.980","96.900","97.100","95.735","0.09K","-0.77%"
"Mar 15, 2016","96.723","96.710","96.890","96.610","0.04K","0.06%"
"Mar 14, 2016","96.665","96.310","96.740","96.135","15.15K","0.46%"
"Mar 11, 2016","96.227","96.240","96.760","95.975","34.80K","0.11%"
"Mar 10, 2016","96.120","97.350","98.500","95.985","71.17K","-1.13%"
"Mar 09, 2016","97.219","97.320","97.630","96.980","19.89K","-0.05%"
"Mar 08, 2016","97.266","97.145","97.335","96.945","6.45K","0.13%"
"Mar 07, 2016","97.144","97.415","97.785","97.110","5.16K","-0.30%"
"Mar 04, 2016","97.438","97.735","98.140","97.130","3.61K","-0.25%"
"Mar 03, 2016","97.686","98.335","98.440","97.560","1.90K","-0.65%"
"Mar 02, 2016","98.325","98.440","98.700","98.255","0.97K","-0.15%"
"Mar 01, 2016","98.475","98.335","98.700","98.240","1.18K","0.14%"
"Feb 29, 2016","98.334","98.345","98.490","97.940","2.15K","0.04%"
"Feb 26, 2016","98.293","97.470","98.385","97.270","1.38K","0.91%"
"Feb 25, 2016","97.410","97.650","97.850","97.365","1.32K","-0.19%"
"Feb 24, 2016","97.594","97.590","98.035","97.375","1.98K","-0.01%"
"Feb 23, 2016","97.605","97.430","97.680","97.335","0.72K","0.10%"
"Feb 22, 2016","97.508","96.800","97.720","96.800","0.45K","0.81%"
"Feb 19, 2016","96.724","96.880","97.290","96.710","1.24K","-0.36%"
"Feb 18, 2016","97.070","96.925","97.195","96.810","0.38K","0.17%"
"Feb 17, 2016","96.903","97.070","97.205","96.805","0.28K","-0.08%"
"Feb 16, 2016","96.980","96.770","97.100","96.500","0.39K","0.93%"
"Feb 15, 2016","96.087","96.250","97.000","96.180","0.37K","0.00%"
"Feb 12, 2016","96.087","95.790","96.360","95.680","0.59K","0.39%"
"Feb 11, 2016","95.714","95.715","95.990","95.405","0.53K","-0.32%"
"Feb 10, 2016","96.026","96.040","96.830","95.900","0.48K","-0.17%"
"Feb 09, 2016","96.189","96.670","96.910","95.820","0.46K","-0.50%"
"Feb 08, 2016","96.676","97.150","97.575","96.675","0.78K","-0.49%"
"Feb 05, 2016","97.149","96.685","97.400","96.255","1.03K","0.58%"
"Feb 04, 2016","96.590","97.300","97.555","96.405","0.73K","-0.84%"
"Feb 03, 2016","97.406","98.930","99.000","96.990","1.11K","-1.60%"
"Feb 02, 2016","98.991","99.065","99.190","98.900","0.19K","-0.14%"
"Feb 01, 2016","99.128","99.800","99.800","99.070","0.34K","-0.61%"
"Jan 29, 2016","99.737","98.735","99.955","98.720","1.11K","1.11%"
"Jan 28, 2016","98.644","99.160","99.235","98.555","0.37K","-0.41%"
"Jan 27, 2016","99.049","99.280","99.285","98.865","0.37K","-0.18%"
"Jan 26, 2016","99.230","99.415","99.575","99.180","0.22K","-0.28%"
"Jan 25, 2016","99.506","99.725","99.725","99.395","0.30K","-0.24%"
"Jan 22, 2016","99.746","99.390","99.750","99.315","0.65K","0.53%"
"Jan 21, 2016","99.223","99.390","99.985","99.090","0.66K","-0.05%"
"Jan 20, 2016","99.269","99.145","99.350","98.800","0.12K","0.14%"
"Jan 19, 2016","99.131","99.350","99.480","99.055","0.12K","0.02%"
"Jan 18, 2016","99.115","99.080","99.340","99.045","0.13K","0.00%"
"Jan 15, 2016","99.115","99.205","99.290","98.545","0.41K","-0.13%"
"Jan 14, 2016","99.248","99.000","99.395","98.745","0.57K","0.18%"
"Jan 13, 2016","99.068","99.325","99.485","98.990","0.21K","-0.05%"
"Jan 12, 2016","99.122","99.125","99.420","98.755","0.17K","0.24%"
"Jan 11, 2016","98.882","98.405","99.035","98.250","0.08K","0.20%"
"Jan 08, 2016","98.689","98.500","99.365","98.500","0.19K","0.33%"
"Jan 07, 2016","98.365","99.465","99.480","98.360","0.24K","-1.01%"
"Jan 06, 2016","99.364","99.600","99.810","99.285","0.13K","-0.24%"
"Jan 05, 2016","99.599","98.975","99.835","98.975","0.31K","0.54%"
"Jan 04, 2016","99.066","98.920","99.360","98.240","0.18K","0.23%"
"Dec 31, 2015","98.840","98.425","98.885","98.405","0.36K","0.40%"
"Dec 30, 2015","98.449","98.410","98.550","98.305","0.13K","0.19%"
"Dec 29, 2015","98.258","98.040","98.510","97.950","0.17K","0.22%"
"Dec 28, 2015","98.040","98.020","98.120","97.955","0.05K","-0.07%"
"Dec 24, 2015","98.111","98.430","98.430","98.020","0.06K","-0.35%"
"Dec 23, 2015","98.457","98.370","98.715","98.370","0.05K","0.13%"
