date,Total assets,Total liabilities,Total debt,Receivables,Cash and cash equivalents,Ticker
2020-06-27,317344000000.0,245062000000.0,112723000000.0,32075000000.0,33383000000.0,AAPL
2020-03-28,320400000000.0,241975000000.0,109507000000.0,30677000000.0,40174000000.0,AAPL
2019-12-28,340618000000.0,251087000000.0,108292000000.0,39946000000.0,39771000000.0,AAPL
2019-09-28,338516000000.0,248028000000.0,108047000000.0,45804000000.0,48844000000.0,AAPL
2019-06-29,322239000000.0,225783000000.0,108418000000.0,26474000000.0,50530000000.0,AAPL
2019-03-30,341998000000.0,236138000000.0,112630000000.0,26278000000.0,37988000000.0,AAPL
2018-12-29,373719000000.0,255827000000.0,114730000000.0,36981000000.0,44771000000.0,AAPL
2018-09-29,365725000000.0,258578000000.0,114483000000.0,48995000000.0,25913000000.0,AAPL
2018-06-30,349197000000.0,234248000000.0,114600000000.0,26367000000.0,31971000000.0,AAPL
2018-03-31,367502000000.0,240624000000.0,121840000000.0,22408000000.0,45059000000.0,AAPL
2017-12-30,406794000000.0,266595000000.0,122400000000.0,50899000000.0,27491000000.0,AAPL
2017-09-30,375319000000.0,241272000000.0,115680000000.0,35673000000.0,20289000000.0,AAPL
2017-07-01,345173000000.0,212748000000.0,108339000000.0,22632000000.0,18571000000.0,AAPL
2017-04-01,334532000000.0,200450000000.0,98522000000.0,20612000000.0,15157000000.0,AAPL
2016-12-31,331141000000.0,198751000000.0,87549000000.0,27977000000.0,16371000000.0,AAPL
2016-09-24,321686000000.0,193437000000.0,87032000000.0,29299000000.0,20484000000.0,AAPL
2016-06-25,305602000000.0,179061000000.0,84935000000.0,19042000000.0,18237000000.0,AAPL
2016-03-26,305277000000.0,174820000000.0,79872000000.0,19824000000.0,21514000000.0,AAPL
2015-12-26,293284000000.0,165017000000.0,62963000000.0,24621000000.0,16689000000.0,AAPL
2015-09-26,290479000000.0,171124000000.0,64462000000.0,30343000000.0,21120000000.0,AAPL
2015-06-27,273151000000.0,147474000000.0,54418000000.0,19907000000.0,15319000000.0,AAPL
2015-03-28,261194000000.0,132188000000.0,43871000000.0,18164000000.0,14489000000.0,AAPL
2014-12-27,261894000000.0,138566000000.0,36403000000.0,29976000000.0,19478000000.0,AAPL
2014-09-27,231839000000.0,120292000000.0,35295000000.0,27219000000.0,13844000000.0,AAPL
2014-06-28,222520000000.0,101580000000.0,31040000000.0,16841000000.0,12977000000.0,AAPL
2014-03-29,205989000000.0,85810000000.0,16962000000.0,15820000000.0,18949000000.0,AAPL
2013-12-28,225184000000.0,95500000000.0,16961000000.0,25198000000.0,14077000000.0,AAPL
2013-09-28,207000000000.0,83451000000.0,16960000000.0,20641000000.0,14259000000.0,AAPL
2013-06-29,199856000000.0,76502000000.0,16958000000.0,13453000000.0,11248000000.0,AAPL
2013-03-30,194743000000.0,59253000000.0,0.0,13336000000.0,12053000000.0,AAPL
2012-12-29,196088000000.0,68742000000.0,0.0,21534000000.0,16154000000.0,AAPL
2012-09-29,176064000000.0,57854000000.0,0.0,18692000000.0,10746000000.0,AAPL
2012-06-30,162896000000.0,51150000000.0,0.0,14298000000.0,7945000000.0,AAPL
2012-03-31,150934000000.0,48436000000.0,0.0,13769000000.0,10121000000.0,AAPL
2011-12-31,138681000000.0,48627000000.0,0.0,16484000000.0,10310000000.0,AAPL
2011-09-24,116371000000.0,39756000000.0,0.0,11717000000.0,9815000000.0,AAPL
2011-06-25,106758000000.0,37415000000.0,0.0,11471000000.0,12091000000.0,AAPL
2011-03-26,94904000000.0,33427000000.0,0.0,11095000000.0,15978000000.0,AAPL
2010-12-25,86742000000.0,32076000000.0,0.0,10874000000.0,10734000000.0,AAPL
2010-09-25,75183000000.0,27392000000.0,0.0,9924000000.0,11261000000.0,AAPL
2010-06-26,64725000000.0,21614000000.0,0.0,6399000000.0,9705000000.0,AAPL
2010-03-27,57057000000.0,17709000000.0,0.0,2886000000.0,10018000000.0,AAPL
2009-12-26,53926000000.0,18158000000.0,0.0,4881000000.0,7609000000.0,AAPL
2009-09-26,53851000000.0,26019000000.0,0.0,5057000000.0,5263000000.0,AAPL
2009-06-27,48140000000.0,22252000000.0,0.0,4180000000.0,5605000000.0,AAPL
2009-03-28,43237000000.0,18926000000.0,0.0,3036000000.0,4466000000.0,AAPL
2008-12-27,42787000000.0,19878000000.0,0.0,3413000000.0,7236000000.0,AAPL
2008-09-27,39572000000.0,18542000000.0,0.0,4704000000.0,11875000000.0,AAPL
2008-06-28,31709000000.0,12087000000.0,0.0,3245000000.0,9373000000.0,AAPL
2008-03-29,30471000000.0,12418000000.0,0.0,3620000000.0,9070000000.0,AAPL
2007-12-29,30039000000.0,13235000000.0,0.0,4422000000.0,9162000000.0,AAPL
2007-09-29,25347000000.0,10815000000.0,0.0,4029000000.0,9352000000.0,AAPL
2007-06-30,21647000000.0,8243000000.0,0.0,2901000000.0,7118000000.0,AAPL
2007-03-31,18711000000.0,6450000000.0,0.0,1667000000.0,7095000000.0,AAPL
2006-12-30,19461000000.0,8233000000.0,0.0,3113000000.0,7159000000.0,AAPL
2006-09-30,17205000000.0,7221000000.0,0.0,2845000000.0,6392000000.0,AAPL
2006-07-01,15114000000.0,5784000000.0,0.0,2094000000.0,8013000000.0,AAPL
2006-04-01,13911000000.0,5229000000.0,0.0,1984000000.0,6346000000.0,AAPL
2005-12-31,14181000000.0,5801000000.0,0.0,2413000000.0,4150000000.0,AAPL
2005-09-24,11551000000.0,4085000000.0,0.0,1312000000.0,3491000000.0,AAPL
2005-06-25,10488000000.0,3667000000.0,0.0,1101000000.0,3094000000.0,AAPL
2005-03-26,10111000000.0,3725000000.0,0.0,1242000000.0,2254000000.0,AAPL
2004-12-25,9362000000.0,3572000000.0,0.0,1197000000.0,2475000000.0,AAPL
2004-09-25,8050000000.0,2974000000.0,0.0,1050000000.0,2969000000.0,AAPL
2004-06-26,7223000000.0,2411000000.0,0.0,852000000.0,3120000000.0,AAPL
2004-03-27,6735000000.0,2245000000.0,0.0,758000000.0,3158000000.0,AAPL
2003-12-27,6971000000.0,2641000000.0,302000000.0,787000000.0,3724000000.0,AAPL
2003-09-27,6815000000.0,2592000000.0,304000000.0,950000000.0,3396000000.0,AAPL
2003-06-28,6441000000.0,2243000000.0,307000000.0,674000000.0,3507000000.0,AAPL
2003-03-29,6361000000.0,2222000000.0,310000000.0,621000000.0,3410000000.0,AAPL
2022-05-01,25459000000.0,13880000000.0,5455000000.0,4883000000.0,3331000000.0,AMAT
2022-01-30,25428000000.0,13538000000.0,5757000000.0,4405000000.0,5264000000.0,AMAT
2021-10-31,25825000000.0,13578000000.0,5753000000.0,4953000000.0,4995000000.0,AMAT
2021-08-01,24479000000.0,12419000000.0,5719000000.0,3822000000.0,6066000000.0,AMAT
2021-05-02,24085000000.0,12092000000.0,5703000000.0,3375000000.0,6305000000.0,AMAT
2021-01-31,23305000000.0,11832000000.0,5698000000.0,3045000000.0,6213000000.0,AMAT
2020-10-25,22353000000.0,11775000000.0,5512000000.0,3125000000.0,5351000000.0,AMAT
2020-07-26,21171000000.0,11602000000.0,5510000000.0,3102000000.0,4350000000.0,AMAT
2020-04-26,21815000000.0,12791000000.0,6874000000.0,2901000000.0,5281000000.0,AMAT
2020-01-26,19767000000.0,11107000000.0,5358000000.0,2932000000.0,3424000000.0,AMAT
2019-10-27,19024000000.0,10810000000.0,5313000000.0,2737000000.0,3129000000.0,AMAT
2019-07-28,18805000000.0,10689000000.0,5312000000.0,2571000000.0,3014000000.0,AMAT
2019-04-28,18775000000.0,10574000000.0,5311000000.0,2440000000.0,3116000000.0,AMAT
2019-01-27,18922000000.0,10713000000.0,5310000000.0,2576000000.0,3192000000.0,AMAT
2018-10-28,17633000000.0,10788000000.0,5309000000.0,2462000000.0,3440000000.0,AMAT
2018-07-29,17883000000.0,11058000000.0,5308000000.0,2935000000.0,3374000000.0,AMAT
2018-04-29,18498000000.0,11456000000.0,5306000000.0,2798000000.0,4870000000.0,AMAT
2018-01-28,19663000000.0,11157000000.0,5305000000.0,2204000000.0,6799000000.0,AMAT
2017-10-29,19419000000.0,10070000000.0,5304000000.0,2395000000.0,5010000000.0,AMAT
2017-07-30,19078000000.0,10362000000.0,5303000000.0,2340000000.0,5278000000.0,AMAT
2017-04-30,18240000000.0,10028000000.0,5502000000.0,2443000000.0,4944000000.0,AMAT
2017-01-29,15244000000.0,7557000000.0,3325000000.0,2460000000.0,3491000000.0,AMAT
2016-10-30,14570000000.0,7353000000.0,3325000000.0,2366000000.0,3406000000.0,AMAT
2016-07-31,13699000000.0,6880000000.0,3343000000.0,1928000000.0,2828000000.0,AMAT
2016-05-01,13075000000.0,6510000000.0,3343000000.0,1985000000.0,2470000000.0,AMAT
2016-01-31,13326000000.0,6158000000.0,3343000000.0,1780000000.0,2962000000.0,AMAT
2015-10-25,15308000000.0,7695000000.0,4542000000.0,1866000000.0,4797000000.0,AMAT
2015-07-26,13153000000.0,5176000000.0,1947000000.0,2144000000.0,2574000000.0,AMAT
2015-04-26,13587000000.0,5236000000.0,1947000000.0,1955000000.0,3067000000.0,AMAT
2015-01-25,13073000000.0,5001000000.0,1947000000.0,1662000000.0,2929000000.0,AMAT
2014-10-26,13174000000.0,5306000000.0,1947000000.0,1749000000.0,3002000000.0,AMAT
2014-07-27,12851000000.0,5167000000.0,1947000000.0,1692000000.0,2726000000.0,AMAT
2014-04-27,12555000000.0,5080000000.0,1947000000.0,1687000000.0,2453000000.0,AMAT
2014-01-26,12199000000.0,4958000000.0,1946000000.0,1657000000.0,2144000000.0,AMAT
2013-10-27,12043000000.0,4955000000.0,1946000000.0,1811000000.0,1711000000.0,AMAT
2013-07-28,11751000000.0,4797000000.0,1946000000.0,1200000000.0,1745000000.0,AMAT
2013-04-28,11695000000.0,4797000000.0,1946000000.0,1327000000.0,1545000000.0,AMAT
2013-01-27,11714000000.0,4573000000.0,1946000000.0,1118000000.0,1523000000.0,AMAT
2012-10-28,12102000000.0,4867000000.0,1946000000.0,1307000000.0,1392000000.0,AMAT
2012-07-29,13320000000.0,4981000000.0,1946000000.0,1535000000.0,1529000000.0,AMAT
2012-04-29,13877000000.0,5174000000.0,1947000000.0,1785000000.0,1761000000.0,AMAT
2012-01-29,13597000000.0,4947000000.0,1949000000.0,1576000000.0,1681000000.0,AMAT
2011-10-30,13861000000.0,5061000000.0,1947000000.0,1532000000.0,5960000000.0,AMAT
2011-07-31,14103000000.0,5552000000.0,1947000000.0,1812000000.0,5018000000.0,AMAT
2011-05-01,11957000000.0,3775000000.0,205000000.0,2026000000.0,2558000000.0,AMAT
2011-01-30,11274000000.0,3435000000.0,205000000.0,1946000000.0,1974000000.0,AMAT
2010-10-31,10943345000.0,3407232000.0,205529000.0,1831863000.0,1857664000.0,AMAT
2010-08-01,10726000000.0,3448000000.0,205848000.0,1721000000.0,1564000000.0,AMAT
2010-05-02,10450000000.0,3129000000.0,206803000.0,1438000000.0,1596000000.0,AMAT
2010-01-31,10003838000.0,2855695000.0,212947000.0,1370120000.0,1399054000.0,AMAT
2009-10-25,9574000000.0,2480000000.0,202240000.0,1226000000.0,1576000000.0,AMAT
2009-07-26,9580000000.0,2567000000.0,202203000.0,1264000000.0,1555000000.0,AMAT
2009-04-26,9749000000.0,2653000000.0,202156000.0,1215000000.0,1467000000.0,AMAT
2009-01-25,10428000000.0,3071000000.0,203259000.0,1462000000.0,1366000000.0,AMAT
2008-10-26,11006000000.0,3457000000.0,203068000.0,1817000000.0,1412000000.0,AMAT
2008-07-27,10998000000.0,3458000000.0,202981000.0,1654000000.0,1141000000.0,AMAT
2008-04-27,10971000000.0,3260000000.0,204749000.0,1729000000.0,1098000000.0,AMAT
2008-01-27,10352000000.0,2894000000.0,204674000.0,2015000000.0,1216000000.0,AMAT
2007-10-28,10662000000.0,2841000000.0,204561000.0,2049000000.0,1203000000.0,AMAT
2007-07-29,10365000000.0,2977000000.0,406528000.0,2240000000.0,1113000000.0,AMAT
2007-04-29,9896000000.0,2858000000.0,406535000.0,2122000000.0,932000000.0,AMAT
2007-01-28,9808000000.0,2841000000.0,407521000.0,2052000000.0,1069000000.0,AMAT
2006-10-29,9481000000.0,2829000000.0,407535000.0,2026000000.0,861000000.0,AMAT
2006-07-30,11774000000.0,3108000000.0,409550000.0,2294000000.0,1308000000.0,AMAT
2006-04-30,11451756000.0,2833086000.0,409447000.0,1948873000.0,1376680000.0,AMAT
2006-01-29,11210000000.0,2542000000.0,409567000.0,1755000000.0,1107000000.0,AMAT
2005-10-30,11269000000.0,2341000000.0,414574000.0,1616000000.0,990000000.0,AMAT
2005-07-31,11618649000.0,2547004000.0,460455000.0,1525133000.0,1255746000.0,AMAT
2005-05-01,11916000000.0,2734000000.0,460466000.0,1595000000.0,1664000000.0,AMAT
2005-01-30,12099000000.0,2799000000.0,462672000.0,1741000000.0,1634000000.0,AMAT
2004-10-31,12093445000.0,2831418000.0,456300000.0,1670153000.0,2281844000.0,AMAT
2004-08-01,11918000000.0,2815000000.0,557829000.0,1528000000.0,2047000000.0,AMAT
2004-05-02,11207000000.0,2571000000.0,558431000.0,1405000000.0,1448000000.0,AMAT
2004-02-01,10631000000.0,2412000000.0,561292000.0,1081000000.0,1470000000.0,AMAT
2003-10-26,10312000000.0,2244000000.0,561292000.0,913000000.0,1365000000.0,AMAT
2003-07-27,9823000000.0,1958000000.0,561847000.0,742000000.0,1285000000.0,AMAT
2003-04-27,9924000000.0,1986000000.0,579821000.0,742000000.0,1428000000.0,AMAT
2022-03-31,30231800000.0,21421400000.0,3951700000.0,5944500000.0,4324100000.0,ASML
2021-12-31,30231000000.0,20090400000.0,4075000000.0,4420200000.0,6951800000.0,ASML
2021-09-30,27298000000.0,15795600000.0,4105800000.0,5130700000.0,4318700000.0,ASML
2021-06-30,27815500000.0,15722200000.0,4619900000.0,5206500000.0,5186600000.0,ASML
2021-03-31,27218700000.0,13589800000.0,4634200000.0,5374900000.0,3243800000.0,ASML
2020-12-31,27267400000.0,13402000000.0,4678200000.0,3332900000.0,6049400000.0,ASML
2020-09-30,25463400000.0,11720900000.0,4626700000.0,4756600000.0,3531500000.0,ASML
2020-06-30,24306100000.0,11606300000.0,4625000000.0,3463200000.0,3499100000.0,ASML
2020-03-31,23277600000.0,10752400000.0,3868200000.0,3337200000.0,2723700000.0,ASML
2019-12-31,22629600000.0,10037400000.0,3108300000.0,2850500000.0,3532300000.0,ASML
2019-09-30,20699200000.0,8628100000.0,3170000000.0,3313000000.0,1586100000.0,ASML
2019-06-30,20033900000.0,8488600000.0,3132400000.0,2769100000.0,1661100000.0,ASML
2019-03-31,20360600000.0,8394900000.0,3082500000.0,2600700000.0,2253000000.0,ASML
2018-12-31,20136900000.0,8495900000.0,3026500000.0,2400900000.0,3121100000.0,ASML
2018-09-30,19457600000.0,8303600000.0,2985900000.0,2910300000.0,2203200000.0,ASML
2018-07-01,21777000000.0,9134000000.0,,2706000000.0,,ASML
2018-03-31,18644200000.0,7582500000.0,2978600000.0,2156100000.0,2464800000.0,ASML
2017-12-31,18196400000.0,7520200000.0,3025300000.0,1965700000.0,2259000000.0,ASML
2017-09-30,17496400000.0,7149600000.0,2996700000.0,1876000000.0,2077600000.0,ASML
2017-06-30,17272100000.0,7239500000.0,2995500000.0,1670800000.0,1914200000.0,ASML
2017-03-31,17324800000.0,7081800000.0,3040300000.0,1348700000.0,2910600000.0,ASML
2016-12-31,17205961000.0,7385480000.0,3319465000.0,1220777000.0,2906868000.0,ASML
2016-09-30,14802200000.0,6289000000.0,2390600000.0,1665400000.0,2913000000.0,ASML
2016-06-30,13303500000.0,5154300000.0,901900000.0,1434400000.0,1926100000.0,ASML
2016-03-31,13143600000.0,4840200000.0,1144300000.0,1295700000.0,2063400000.0,ASML
2015-12-31,13295031000.0,4906200000.0,1129685000.0,1164631000.0,2458717000.0,ASML
2015-09-30,12705600000.0,4560700000.0,1125300000.0,1585900000.0,2680900000.0,ASML
2015-06-30,12675300000.0,4712700000.0,1115800000.0,1585800000.0,2495000000.0,ASML
2015-03-31,13091100000.0,5014300000.0,1155500000.0,1548900000.0,2778500000.0,ASML
2014-12-31,12203945000.0,4691355000.0,1154137000.0,1333588000.0,2419487000.0,ASML
2014-09-30,12096600000.0,4772500000.0,1137400000.0,1293800000.0,2144800000.0,ASML
2014-06-30,11888500000.0,4808100000.0,1118400000.0,1476900000.0,2111000000.0,ASML
2014-03-31,11758300000.0,4701400000.0,1097300000.0,1222900000.0,2398100000.0,ASML
2013-12-31,11513730000.0,4591303000.0,1074570000.0,1257212000.0,2330694000.0,ASML
2013-09-30,11067200000.0,4464100000.0,0.0,0.0,2061200000.0,ASML
2013-06-30,10377800000.0,3879800000.0,735600000.0,914600000.0,1592300000.0,ASML
2013-03-31,7613500000.0,3441400000.0,0.0,0.0,1780100000.0,ASML
2012-12-31,7410478000.0,3343585000.0,759490000.0,988514000.0,1767596000.0,ASML
2012-09-30,10587700000.0,3682000000.0,747300000.0,585000000.0,5118800000.0,ASML
2012-06-30,7612266000.0,3653299000.0,741108000.0,777642000.0,1851790000.0,ASML
2012-03-31,7399300000.0,3787300000.0,736800000.0,840000000.0,2953400000.0,ASML
2011-12-31,7260815000.0,3816661000.0,736368000.0,959480000.0,2731782000.0,ASML
2011-09-30,7107600000.0,3823400000.0,733100000.0,928000000.0,2838100000.0,ASML
2011-06-30,7076100000.0,3966700000.0,705700000.0,957000000.0,2742100000.0,ASML
2011-03-31,6956700000.0,3904800000.0,695600000.0,1018800000.0,2699500000.0,ASML
2010-12-31,6180358000.0,3406450000.0,710060000.0,1225223000.0,1949834000.0,ASML
2010-09-30,5461100000.0,3141800000.0,735400000.0,927300000.0,1548000000.0,ASML
2010-06-30,4866700000.0,2787400000.0,728600000.0,811500000.0,1188600000.0,ASML
2010-03-31,4394800000.0,2583800000.0,711800000.0,653100000.0,1087300000.0,ASML
2009-12-31,3727497000.0,1952729000.0,663102000.0,398992000.0,1037074000.0,ASML
2009-09-30,3567658000.0,1861387000.0,660191000.0,403216000.0,1018028000.0,ASML
2009-06-30,3545061000.0,1853821000.0,651917000.0,213584000.0,1092660000.0,ASML
2009-03-31,3744947000.0,1948996000.0,661398000.0,297837000.0,1151010000.0,ASML
2008-12-31,3948736530.2,1955251082.68,718788962.5,470611112.58,1111814326.7,ASML
2008-09-30,4211708385.03,2091269828.14,596021568.37,573578137.76,1311502645.76,ASML
2008-06-30,4148722147.3,2086298001.9,592109768.2,517349711.15,1362118847.5,ASML
2008-03-31,4402160396.07,2445004298.33,614999717.68,741136864.39,1396432160.48,ASML
2007-12-31,4074162450.06,2163539192.15,604172594.95,638980497.45,1273640013.9,ASML
2007-09-30,5129283912.69,3285886703.82,905146767.42,611867514.72,2445909444.09,ASML
2007-06-30,4904388917.99,2576820894.76,379971574.1,567724798.21,2299086962.19,ASML
2007-03-31,4027338135.84,1871509289.76,650568256.08,648414648.96,1462776067.2,ASML
2006-12-31,3951032089.44,1794578915.03,388838173.41,672761285.59,1655855726.0,ASML
2006-09-30,3850550922.64,2110842405.2,593783017.2,673831085.64,1579269617.96,ASML
2006-06-30,3937987635.4,2279360847.4,622601343.0,540670166.4,1732697530.2,ASML
2006-03-31,3806869218.31,2007376381.54,623012076.57,447176870.26,1670228619.95,ASML
2005-12-31,3753171560.43,2042634117.14,382267262.67,302342345.14,1903163392.55,ASML
2005-09-30,3523539088.5,1888532668.77,1123892727.31,403054836.47,1697934152.25,ASML
2005-06-30,3446401885.29,1859118874.2,1083908409.57,484367474.43,1540945034.37,ASML
2005-03-31,3346592168.81,1864496167.05,1099120349.69,483713610.05,1319148385.72,ASML
2004-12-31,3241369608.4,1850795596.88,816729051.12,502781295.28,1227222890.0,ASML
2004-09-30,3274793858.7,1986717039.84,1063787800.14,396999540.6,1315543586.76,ASML
2004-06-30,3120968551.68,1881823023.36,1049696901.12,396314755.2,1234344545.28,ASML
2004-03-31,3009975365.54,1832662535.54,1057246401.18,316970274.86,1150579184.58,ASML
2003-12-31,2863275356.12,1713229301.14,858563994.22,313945963.49,1026012216.74,ASML
2003-09-30,3167632571.25,2025030415.8,1407653785.65,300895176.75,1102990931.7,ASML
2003-06-30,3406961608.38,2234959820.5,1536015474.73,322824825.73,1247512672.01,ASML
2003-03-31,3233132523.25,2003501470.25,1202001486.0,433704941.25,686408212.0,ASML
2022-04-30,8261000000.0,7580000000.0,3053000000.0,384000000.0,1518000000.0,ADSK
2022-01-31,8606800000.0,7757700000.0,3060000000.0,716100000.0,1528400000.0,ADSK
2021-10-31,8531000000.0,7251100000.0,3049500000.0,580300000.0,1748900000.0,ADSK
2021-07-31,7420600000.0,6092800000.0,2085000000.0,357800000.0,923500000.0,ADSK
2021-04-30,7298300000.0,6169900000.0,2091200000.0,326100000.0,923200000.0,ADSK
2021-01-31,7279800000.0,6314300000.0,2104600000.0,643100000.0,1772200000.0,ADSK
2020-10-31,5944500000.0,5875200000.0,1700700000.0,540400000.0,1537000000.0,ADSK
2020-07-31,5747300000.0,5680000000.0,1689900000.0,490100000.0,1439800000.0,ADSK
2020-04-30,5543900000.0,5683000000.0,1681600000.0,356500000.0,1389700000.0,ADSK
2020-01-31,6179300000.0,6318400000.0,2132900000.0,652300000.0,1774700000.0,ADSK
2019-10-31,5036600000.0,5208100000.0,1803700000.0,520300000.0,956200000.0,ADSK
2019-07-31,4872700000.0,5067000000.0,1897900000.0,347400000.0,923900000.0,ADSK
2019-04-30,4808500000.0,5053800000.0,2022500000.0,268100000.0,883200000.0,ADSK
2019-01-31,4729200000.0,4940100000.0,2087700000.0,474300000.0,886000000.0,ADSK
2018-10-31,3774400000.0,4112700000.0,1587800000.0,309000000.0,875700000.0,ADSK
2018-07-31,3833000000.0,4074600000.0,1587200000.0,234400000.0,895400000.0,ADSK
2018-04-30,3911400000.0,4040000000.0,1586600000.0,206700000.0,1093000000.0,ADSK
2018-01-31,4113600000.0,4369600000.0,1586000000.0,438200000.0,1078000000.0,ADSK
2017-10-31,4152000000.0,4044700000.0,1585400000.0,307800000.0,1025200000.0,ADSK
2017-07-31,4354000000.0,4038500000.0,1584900000.0,265600000.0,1174100000.0,ADSK
2017-04-30,4431400000.0,3923300000.0,1491500000.0,231500000.0,1340200000.0,ADSK
2017-01-31,4798100000.0,4064500000.0,1490700000.0,452300000.0,1213100000.0,ADSK
2016-10-31,4829200000.0,3768600000.0,1489900000.0,259800000.0,1436500000.0,ADSK
2016-07-31,5047400000.0,3715700000.0,1489200000.0,306900000.0,1467300000.0,ADSK
2016-04-30,5205600000.0,3769700000.0,1488400000.0,256400000.0,1223400000.0,ADSK
2016-01-31,5515300000.0,3895700000.0,1487700000.0,653600000.0,1353000000.0,ADSK
2015-10-31,5220000000.0,3486900000.0,1486900000.0,362300000.0,1337500000.0,ADSK
2015-07-31,5341800000.0,3439700000.0,1486200000.0,394100000.0,1473100000.0,ADSK
2015-04-30,4775900000.0,2551500000.0,747400000.0,316000000.0,1182700000.0,ADSK
2015-01-31,4913800000.0,2694600000.0,747200000.0,458900000.0,1410600000.0,ADSK
2014-10-31,4736800000.0,2468300000.0,747000000.0,375700000.0,1345000000.0,ADSK
2014-07-31,4703400000.0,2420000000.0,746800000.0,365300000.0,1323100000.0,ADSK
2014-04-30,4648600000.0,2359900000.0,746600000.0,323300000.0,1609600000.0,ADSK
2014-01-31,4595000000.0,2333500000.0,746400000.0,423700000.0,1853000000.0,ADSK
2013-10-31,4321500000.0,2159600000.0,746200000.0,304100000.0,1473400000.0,ADSK
2013-07-31,4223300000.0,2172200000.0,746000000.0,303900000.0,1401000000.0,ADSK
2013-04-30,4289700000.0,2205200000.0,745800000.0,285800000.0,1655800000.0,ADSK
2013-01-31,4308400000.0,2265200000.0,745600000.0,495100000.0,1612200000.0,ADSK
2012-10-31,3429200000.0,1411300000.0,110000000.0,293300000.0,827000000.0,ADSK
2012-07-31,3375900000.0,1324600000.0,0.0,361400000.0,930200000.0,ADSK
2012-04-30,3317000000.0,1271700000.0,0.0,300600000.0,1074500000.0,ADSK
2012-01-31,3227800000.0,1344900000.0,0.0,395100000.0,1156900000.0,ADSK
2011-10-31,3005000000.0,1177500000.0,0.0,259200000.0,1103300000.0,ADSK
2011-07-31,2973700000.0,1184600000.0,0.0,297000000.0,1131500000.0,ADSK
2011-04-30,2902200000.0,1151000000.0,0.0,271000000.0,1091400000.0,ADSK
2011-01-31,2787600000.0,1178300000.0,0.0,318400000.0,1075100000.0,ADSK
2010-10-31,2581100000.0,1025000000.0,0.0,240100000.0,904300000.0,ADSK
2010-07-31,2525000000.0,999200000.0,0.0,231000000.0,850000000.0,ADSK
2010-04-30,2501700000.0,987600000.0,0.0,218100000.0,938100000.0,ADSK
2010-01-31,2447200000.0,973700000.0,0.0,277400000.0,838700000.0,ADSK
2009-10-31,2315400000.0,883700000.0,123200000.0,215700000.0,698500000.0,ADSK
2009-07-31,2311100000.0,926000000.0,122500000.0,223900000.0,668500000.0,ADSK
2009-04-30,2269500000.0,941000000.0,2100000.0,228600000.0,880500000.0,ADSK
2009-01-31,2420700000.0,1110000000.0,52100000.0,316500000.0,917600000.0,ADSK
2008-10-31,2373700000.0,973600000.0,3900000.0,291400000.0,796400000.0,ADSK
2008-07-31,2443500000.0,1183600000.0,120000000.0,325200000.0,929600000.0,ADSK
2008-04-30,2140000000.0,1004600000.0,40000000.0,333500000.0,909100000.0,ADSK
2008-01-31,2208900000.0,978400000.0,0.0,386500000.0,917900000.0,ADSK
2007-10-31,1991000000.0,812200000.0,0.0,299200000.0,828300000.0,ADSK
2007-07-31,1878100000.0,765400000.0,0.0,278400000.0,774900000.0,ADSK
2007-04-30,1989400000.0,745200000.0,0.0,260400000.0,762300000.0,ADSK
2007-01-31,1797500000.0,682500000.0,0.0,301300000.0,665900000.0,ADSK
2006-10-31,1600300000.0,599700000.0,0.0,256000000.0,514900000.0,ADSK
2006-07-31,1475500000.0,580500000.0,0.0,258700000.0,439100000.0,ADSK
2006-04-30,1439600000.0,593300000.0,0.0,276400000.0,257300000.0,ADSK
2006-01-31,1360800000.0,569500000.0,0.0,261400000.0,287200000.0,ADSK
2005-10-31,1290629000.0,513528000.0,0.0,201769000.0,390878000.0,ADSK
2005-07-31,1181892000.0,469612000.0,0.0,202415000.0,478663000.0,ADSK
2005-04-30,1177605000.0,466814000.0,0.0,190216000.0,518078000.0,ADSK
2005-01-31,1142204000.0,494126000.0,0.0,196827000.0,517654000.0,ADSK
2004-10-31,1082127000.0,408849000.0,0.0,168044000.0,377148000.0,ADSK
2004-07-31,1049406000.0,388341000.0,0.0,156273000.0,345971000.0,ADSK
2004-04-30,990300000.0,353077000.0,0.0,142630000.0,304147000.0,ADSK
2004-01-31,1017160000.0,395517000.0,0.0,166816000.0,282249000.0,ADSK
2003-10-31,934828000.0,338342000.0,0.0,155751000.0,234710000.0,ADSK
2003-07-31,916113000.0,335292000.0,0.0,162146000.0,219424000.0,ADSK
2003-04-30,872463000.0,313125000.0,0.0,133596000.0,179443000.0,ADSK
2022-04-02,4395067000.0,1634884000.0,347792000.0,361789000.0,1134752000.0,CDNS
2022-01-01,4386299000.0,1645624000.0,454709000.0,337596000.0,1088940000.0,CDNS
2021-10-02,4213875000.0,1582613000.0,347385000.0,327191000.0,1013819000.0,CDNS
2021-07-03,4122548000.0,1605805000.0,347186000.0,389986000.0,847160000.0,CDNS
2021-04-03,3998959000.0,1456527000.0,346988000.0,388666000.0,742981000.0,CDNS
2021-01-02,3950785000.0,1457767000.0,460709000.0,338487000.0,928432000.0,CDNS
2020-09-26,4140152000.0,1744434000.0,696584000.0,300413000.0,1306564000.0,CDNS
2020-06-27,3999497000.0,1742866000.0,696394000.0,312758000.0,1189186000.0,CDNS
2020-03-28,3767973000.0,1609979000.0,696205000.0,300078000.0,946285000.0,CDNS
