date,Total assets,Total liabilities,Total debt,Receivables,Cash and cash equivalents,Ticker
2019-12-28,3357225000.0,1254331000.0,346019000.0,314755000.0,705210000.0,CDNS
2019-09-28,2662198000.0,1181936000.0,345833000.0,283427000.0,655216000.0,CDNS
2019-06-29,2612325000.0,1181780000.0,345652000.0,248110000.0,633415000.0,CDNS
2019-03-30,2546311000.0,1180474000.0,395470000.0,276978000.0,538898000.0,CDNS
2018-12-29,2468654000.0,1180253000.0,445291000.0,307137000.0,533298000.0,CDNS
2018-09-29,2273207000.0,1015790000.0,345113000.0,255987000.0,544585000.0,CDNS
2018-06-30,2527865000.0,1339877000.0,644818000.0,219072000.0,819540000.0,CDNS
2018-03-31,2486673000.0,1344375000.0,689592000.0,225822000.0,746968000.0,CDNS
2017-12-30,2418700000.0,1429500000.0,729400000.0,190400000.0,688100000.0,CDNS
2017-09-30,2305227000.0,1294487000.0,648281000.0,170312000.0,678284000.0,CDNS
2017-07-01,2267700000.0,1315900000.0,643900000.0,153200000.0,656000000.0,CDNS
2017-04-01,2191200000.0,1350600000.0,693700000.0,180600000.0,544100000.0,CDNS
2016-12-31,2096908000.0,1355138000.0,693493000.0,157171000.0,465232000.0,CDNS
2016-10-01,2194100000.0,1267300000.0,693300000.0,152000000.0,524300000.0,CDNS
2016-07-02,2377900000.0,1302500000.0,693100000.0,156400000.0,669600000.0,CDNS
2016-04-02,2539000000.0,1305000000.0,692900000.0,147500000.0,810400000.0,CDNS
2016-01-02,2345500000.0,969400000.0,343300000.0,164800000.0,616700000.0,CDNS
2015-10-03,2331100000.0,946600000.0,348800000.0,133700000.0,616100000.0,CDNS
2015-07-04,2380700000.0,983400000.0,348700000.0,131300000.0,647900000.0,CDNS
2015-04-04,3062600000.0,1699400000.0,642367000.0,133900000.0,887700000.0,CDNS
2015-01-03,3209600000.0,1876000000.0,691199000.0,122500000.0,932200000.0,CDNS
2014-09-27,2705900000.0,1421200000.0,337700000.0,107600000.0,500500000.0,CDNS
2014-06-28,2785800000.0,1525300000.0,433300000.0,101900000.0,557400000.0,CDNS
2014-03-29,2524200000.0,1310000000.0,329100000.0,106300000.0,532800000.0,CDNS
2013-12-28,2428600000.0,1272500000.0,324800000.0,107600000.0,536300000.0,CDNS
2013-09-28,2557400000.0,1461200000.0,513800000.0,101900000.0,620400000.0,CDNS
2013-06-29,2563100000.0,1522800000.0,558200000.0,92600000.0,577200000.0,CDNS
2013-03-30,2323300000.0,1303600000.0,452600000.0,75300000.0,810200000.0,CDNS
2012-12-29,2287000000.0,1371800000.0,447000000.0,97800000.0,726400000.0,CDNS
2012-09-29,1988500000.0,1400100000.0,441629000.0,123200000.0,649100000.0,CDNS
2012-06-30,1829257000.0,1327244000.0,436298000.0,123243000.0,661658000.0,CDNS
2012-03-31,1794832000.0,1334080000.0,431112000.0,337772000.0,659687000.0,CDNS
2011-12-31,1761269000.0,1350139000.0,425981000.0,138522000.0,601602000.0,CDNS
2011-10-01,1860700000.0,1484100000.0,569530000.0,152400000.0,696100000.0,CDNS
2011-07-02,1874600000.0,1543300000.0,562757000.0,150200000.0,665300000.0,CDNS
2011-04-02,1815700000.0,1518000000.0,556199000.0,172500000.0,612200000.0,CDNS
2011-01-01,1732100000.0,1455500000.0,549658000.0,191900000.0,557400000.0,CDNS
2010-10-02,1705900000.0,1410000000.0,548100000.0,202200000.0,509000000.0,CDNS
2010-07-03,1695800000.0,1533100000.0,541800000.0,191300000.0,475600000.0,CDNS
2010-04-03,1415000000.0,1296000000.0,441100000.0,181200000.0,619300000.0,CDNS
2010-01-02,1410600000.0,1302200000.0,436000000.0,200600000.0,569100000.0,CDNS
2009-10-03,1414200000.0,1318000000.0,431100000.0,195500000.0,570600000.0,CDNS
2009-07-04,1452700000.0,1366300000.0,426200000.0,225400000.0,556900000.0,CDNS
2009-04-04,1515100000.0,1367500000.0,421400000.0,245700000.0,554400000.0,CDNS
2009-01-03,1679900000.0,1493100000.0,416600000.0,298700000.0,568300000.0,CDNS
2008-09-27,3248800000.0,1543800000.0,500200000.0,278500000.0,551800000.0,CDNS
2008-06-28,3638200000.0,1738700000.0,730385000.0,308800000.0,836500000.0,CDNS
2008-03-29,3618100000.0,1734800000.0,730385000.0,327000000.0,825500000.0,CDNS
2007-12-29,3871200000.0,1791100000.0,730385000.0,326200000.0,1062900000.0,CDNS
2007-09-29,3739300000.0,1786400000.0,730385000.0,278200000.0,935600000.0,CDNS
2007-06-30,3763974000.0,1711574000.0,750630000.0,242353000.0,1128529000.0,CDNS
2007-03-31,3569720000.0,1700815000.0,752887000.0,256343000.0,946754000.0,CDNS
2006-12-30,3442800000.0,1743500000.0,758400000.0,238400000.0,934300000.0,CDNS
2006-09-30,3279742000.0,1398378000.0,481000000.0,248624000.0,757510000.0,CDNS
2006-07-01,3404100000.0,1521100000.0,514000000.0,295500000.0,825900000.0,CDNS
2006-04-01,3381800000.0,1494200000.0,547000000.0,242600000.0,872900000.0,CDNS
2005-12-31,3401312000.0,1556608000.0,631864000.0,282073000.0,861315000.0,CDNS
2005-10-01,3114500000.0,1247700000.0,420000000.0,277100000.0,618800000.0,CDNS
2005-07-02,3063900000.0,1291900000.0,420000000.0,297300000.0,543600000.0,CDNS
2005-04-02,2978200000.0,1233000000.0,420000000.0,289100000.0,656800000.0,CDNS
2005-01-01,2989800000.0,1289900000.0,420000000.0,384100000.0,448500000.0,CDNS
2004-10-02,2820000000.0,1225900000.0,420000000.0,355700000.0,423600000.0,CDNS
2004-07-03,2795900000.0,1228700000.0,420000000.0,347600000.0,389700000.0,CDNS
2004-04-03,2845500000.0,1225100000.0,420000000.0,354900000.0,466900000.0,CDNS
2004-01-03,2817900000.0,1245600000.0,420388000.0,348700000.0,309200000.0,CDNS
2003-09-27,2671300000.0,1219800000.0,420901000.0,288700000.0,394200000.0,CDNS
2003-06-28,2439700000.0,807900000.0,36033000.0,328000000.0,207200000.0,CDNS
2003-03-29,2292800000.0,688600000.0,11651000.0,297600000.0,239400000.0,CDNS
2022-04-30,92797000000.0,52397000000.0,9418000000.0,9587000000.0,6952000000.0,CSCO
2022-01-29,94262000000.0,54766000000.0,11471000000.0,10000000000.0,6731000000.0,CSCO
2021-10-30,95981000000.0,53280000000.0,9502000000.0,9376000000.0,7619000000.0,CSCO
2021-07-31,97497000000.0,56222000000.0,11526000000.0,10146000000.0,9175000000.0,CSCO
2021-05-01,93896000000.0,53691000000.0,11532000000.0,9073000000.0,7350000000.0,CSCO
2021-01-23,95601000000.0,56480000000.0,14554000000.0,9334000000.0,11793000000.0,CSCO
2020-10-24,95003000000.0,56846000000.0,14566000000.0,9085000000.0,10822000000.0,CSCO
2020-07-25,94853000000.0,56933000000.0,14583000000.0,11723000000.0,11809000000.0,CSCO
2020-04-25,91394000000.0,55686000000.0,16084000000.0,10372000000.0,10367000000.0,CSCO
2020-01-25,90426000000.0,54893000000.0,15993000000.0,9157000000.0,8475000000.0,CSCO
2019-10-26,92492000000.0,58069000000.0,18497000000.0,9904000000.0,8587000000.0,CSCO
2019-07-27,97793000000.0,64222000000.0,24666000000.0,10586000000.0,11750000000.0,CSCO
2019-04-27,97287000000.0,60483000000.0,23698000000.0,8824000000.0,10251000000.0,CSCO
2019-01-26,102462000000.0,61673000000.0,25630000000.0,8802000000.0,9835000000.0,CSCO
2018-10-27,105429000000.0,61581000000.0,25564000000.0,9387000000.0,8410000000.0,CSCO
2018-07-28,108784000000.0,65580000000.0,25569000000.0,10503000000.0,8934000000.0,CSCO
2018-04-28,114008000000.0,67347000000.0,28072000000.0,9142000000.0,6719000000.0,CSCO
2018-01-27,131510000000.0,79528000000.0,39366000000.0,8888000000.0,17624000000.0,CSCO
2017-10-28,130522000000.0,64972000000.0,35923000000.0,9244000000.0,11043000000.0,CSCO
2017-07-29,129818000000.0,63681000000.0,33717000000.0,10002000000.0,11708000000.0,CSCO
2017-04-29,125950000000.0,60568000000.0,32470000000.0,9274000000.0,8116000000.0,CSCO
2017-01-28,126248000000.0,62437000000.0,34922000000.0,8954000000.0,10898000000.0,CSCO
2016-10-29,126287000000.0,62881000000.0,34789000000.0,9346000000.0,8583000000.0,CSCO
2016-07-30,121652000000.0,58066000000.0,28643000000.0,10119000000.0,7631000000.0,CSCO
2016-04-30,118654000000.0,56296000000.0,28595000000.0,8763000000.0,8895000000.0,CSCO
2016-01-23,112642000000.0,51771000000.0,24599000000.0,8816000000.0,6314000000.0,CSCO
2015-10-24,111773000000.0,51796000000.0,24621000000.0,9218000000.0,5758000000.0,CSCO
2015-07-25,113373000000.0,53675000000.0,25354000000.0,9835000000.0,6877000000.0,CSCO
2015-04-25,106212000000.0,47389000000.0,21004000000.0,9137000000.0,3870000000.0,CSCO
2015-01-24,104922000000.0,47204000000.0,20522000000.0,8751000000.0,4797000000.0,CSCO
2014-10-25,103978000000.0,47270000000.0,20972000000.0,8640000000.0,4387000000.0,CSCO
2014-07-26,105070000000.0,48416000000.0,20845000000.0,9310000000.0,6726000000.0,CSCO
2014-04-26,101856000000.0,46069000000.0,20892000000.0,8514000000.0,6241000000.0,CSCO
2014-01-25,98427000000.0,42358000000.0,17146000000.0,8394000000.0,5339000000.0,CSCO
2013-10-26,100741000000.0,41844000000.0,16226000000.0,9320000000.0,5254000000.0,CSCO
2013-07-27,101191000000.0,42071000000.0,16211000000.0,9507000000.0,7925000000.0,CSCO
2013-04-27,97084000000.0,40296000000.0,16248000000.0,8820000000.0,5122000000.0,CSCO
2013-01-26,96378000000.0,40863000000.0,16291000000.0,8356000000.0,6847000000.0,CSCO
2012-10-27,92643000000.0,39957000000.0,16327000000.0,7668000000.0,4773000000.0,CSCO
2012-07-28,91759000000.0,40473000000.0,16328000000.0,8030000000.0,9799000000.0,CSCO
2012-04-28,91154000000.0,39797000000.0,16369000000.0,7689000000.0,6461000000.0,CSCO
2012-01-28,89259000000.0,40013000000.0,16904000000.0,7423000000.0,8561000000.0,CSCO
2011-10-29,86964000000.0,39776000000.0,16853000000.0,7600000000.0,4747000000.0,CSCO
2011-07-30,87095000000.0,39869000000.0,16822000000.0,7809000000.0,7662000000.0,CSCO
2011-04-30,85350000000.0,38144000000.0,16749000000.0,4413000000.0,6635000000.0,CSCO
2011-01-29,81981000000.0,36340000000.0,15241000000.0,4620000000.0,4924000000.0,CSCO
2010-10-30,80015000000.0,35340000000.0,15278000000.0,4471000000.0,3796000000.0,CSCO
2010-07-31,81130000000.0,36845000000.0,15284000000.0,4929000000.0,4581000000.0,CSCO
2010-05-01,79292000000.0,35462000000.0,15246000000.0,4078000000.0,3961000000.0,CSCO
2010-01-23,76403000000.0,34891000000.0,15194000000.0,4237000000.0,4710000000.0,CSCO
2009-10-24,68680000000.0,28678000000.0,10273000000.0,3159000000.0,4774000000.0,CSCO
2009-07-25,68128000000.0,29481000000.0,10295000000.0,3177000000.0,5718000000.0,CSCO
2009-04-25,64666000000.0,27410000000.0,10317000000.0,2392000000.0,7359000000.0,CSCO
2009-01-24,61357000000.0,24574000000.0,6848000000.0,2893000000.0,4175000000.0,CSCO
2008-10-25,58887000000.0,23852000000.0,6871000000.0,3278000000.0,4197000000.0,CSCO
2008-07-26,58734000000.0,24381000000.0,6893000000.0,3821000000.0,5191000000.0,CSCO
2008-04-26,57123000000.0,23985000000.0,6915000000.0,4183000000.0,6154000000.0,CSCO
2008-01-26,55300000000.0,22488000000.0,6851000000.0,4165000000.0,5202000000.0,CSCO
2007-10-27,55702000000.0,21830000000.0,6582000000.0,3418000000.0,4413000000.0,CSCO
2007-07-28,53340000000.0,21860000000.0,6408000000.0,3989000000.0,3728000000.0,CSCO
2007-04-28,48835000000.0,20317000000.0,6478000000.0,3238000000.0,5457000000.0,CSCO
2007-01-27,46254000000.0,19672000000.0,6416000000.0,2908000000.0,2434000000.0,CSCO
2006-10-28,44908000000.0,19379000000.0,6455000000.0,3091000000.0,4313000000.0,CSCO
2006-07-29,43315000000.0,19403000000.0,6332000000.0,3303000000.0,3297000000.0,CSCO
2006-04-29,43082000000.0,18467000000.0,6346000000.0,2980000000.0,4237000000.0,CSCO
2006-01-28,33652000000.0,10688000000.0,0.0,2537000000.0,5151000000.0,CSCO
2005-10-29,31755000000.0,10318000000.0,0.0,2342000000.0,1704000000.0,CSCO
2005-07-30,33883000000.0,10709000000.0,0.0,2216000000.0,4742000000.0,CSCO
2005-04-30,33970000000.0,10203000000.0,0.0,2241000000.0,2641000000.0,CSCO
2005-01-29,33825000000.0,10074000000.0,0.0,2278000000.0,2473000000.0,CSCO
2004-10-30,34313000000.0,9724000000.0,0.0,1792000000.0,3309000000.0,CSCO
2004-07-31,35594000000.0,9678000000.0,0.0,1825000000.0,3722000000.0,CSCO
2004-05-01,35197000000.0,9216000000.0,0.0,1605000000.0,3949000000.0,CSCO
2004-01-24,36590000000.0,8954000000.0,0.0,2097000000.0,4225000000.0,CSCO
2003-10-25,35850000000.0,8431000000.0,0.0,1528000000.0,4158000000.0,CSCO
2003-07-26,37107000000.0,9078000000.0,0.0,1480000000.0,3925000000.0,CSCO
2003-04-26,36256000000.0,8611000000.0,0.0,1338000000.0,3940000000.0,CSCO
2022-03-31,17434000000.0,5461000000.0,1607000000.0,3663000000.0,2192000000.0,CTSH
2021-12-31,17852000000.0,5861000000.0,1642000000.0,3557000000.0,1792000000.0,CTSH
2021-09-30,17232000000.0,5686000000.0,1678000000.0,3510000000.0,1664000000.0,CTSH
2021-06-30,16829000000.0,5624000000.0,1729000000.0,3419000000.0,1368000000.0,CTSH
2021-03-31,16660000000.0,5623000000.0,1715000000.0,3232000000.0,1973000000.0,CTSH
2020-12-31,16923000000.0,6087000000.0,1758000000.0,3087000000.0,2680000000.0,CTSH
2020-09-30,18787000000.0,7647000000.0,3483000000.0,3118000000.0,4436000000.0,CTSH
2020-06-30,18216000000.0,7244000000.0,3467000000.0,3208000000.0,4422000000.0,CTSH
2020-03-31,17429000000.0,6816000000.0,2665000000.0,3220000000.0,3886000000.0,CTSH
2019-12-31,16204000000.0,5182000000.0,940000000.0,3256000000.0,2645000000.0,CTSH
2019-09-30,15844000000.0,5142000000.0,942000000.0,3438000000.0,2343000000.0,CTSH
2019-06-30,15517000000.0,4960000000.0,947000000.0,3386000000.0,1660000000.0,CTSH
2019-03-31,16096000000.0,4960000000.0,930000000.0,3377000000.0,950000000.0,CTSH
2018-12-31,15913000000.0,4489000000.0,745000000.0,3257000000.0,1161000000.0,CTSH
2018-09-30,15274000000.0,4296000000.0,724000000.0,3187000000.0,1339000000.0,CTSH
2018-06-30,14806000000.0,4158000000.0,749000000.0,3204000000.0,901000000.0,CTSH
2018-03-31,15045000000.0,4057000000.0,773000000.0,3145000000.0,1440000000.0,CTSH
2017-12-31,15221000000.0,4552000000.0,873000000.0,3222000000.0,1925000000.0,CTSH
2017-09-30,14580000000.0,3601000000.0,823000000.0,3292000000.0,1577000000.0,CTSH
2017-06-30,13938000000.0,3455000000.0,991000000.0,3089000000.0,1157000000.0,CTSH
2017-03-31,13629000000.0,3646000000.0,1209000000.0,3039000000.0,1308000000.0,CTSH
2016-12-31,14262000000.0,3534000000.0,878000000.0,2905000000.0,2034000000.0,CTSH
2016-09-30,13716700000.0,3424400000.0,896600000.0,2915700000.0,1550300000.0,CTSH
2016-06-30,13140100000.0,3277200000.0,908800000.0,2878500000.0,1684500000.0,CTSH
2016-03-31,12735900000.0,3123600000.0,1020900000.0,2751300000.0,1523800000.0,CTSH
2015-12-31,13065400000.0,3787300000.0,1287500000.0,2621600000.0,2125200000.0,CTSH
2015-09-30,12267600000.0,3440600000.0,950000000.0,2556600000.0,1476700000.0,CTSH
2015-06-30,11797600000.0,3256800000.0,1062500000.0,2548700000.0,1089300000.0,CTSH
2015-03-31,11383400000.0,3204900000.0,1075000000.0,2448100000.0,1271400000.0,CTSH
2014-12-31,11718916000.0,3978698000.0,1637502000.0,2293264000.0,2010149000.0,CTSH
2014-09-30,9227043000.0,1845333000.0,0.0,2147131000.0,2617619000.0,CTSH
2014-06-30,8687294000.0,1696465000.0,0.0,2120580000.0,1992442000.0,CTSH
2014-03-31,8279299000.0,1656342000.0,0.0,1970954000.0,1935991000.0,CTSH
2013-12-31,8208914000.0,2073123000.0,0.0,1875272000.0,2213006000.0,CTSH
2013-09-30,7617149000.0,1968873000.0,0.0,1891186000.0,2031119000.0,CTSH
2013-06-30,7012320000.0,1688572000.0,0.0,1785227000.0,1678205000.0,CTSH
2013-03-31,6709302000.0,1493368000.0,0.0,1702334000.0,1474860000.0,CTSH
2012-12-31,6521571000.0,1667188000.0,0.0,1528746000.0,1570077000.0,CTSH
2012-09-30,6107039000.0,1534669000.0,0.0,1577195000.0,1324739000.0,CTSH
2012-06-30,5654219000.0,1561886000.0,0.0,1503887000.0,1050245000.0,CTSH
2012-03-31,5668125000.0,1300876000.0,0.0,1421258000.0,1328535000.0,CTSH
2011-12-31,5507933000.0,1555047000.0,0.0,1318670000.0,1310906000.0,CTSH
2011-09-30,5104115000.0,1164593000.0,0.0,1268076000.0,1181219000.0,CTSH
2011-06-30,4916702000.0,964853000.0,0.0,1227592000.0,1193040000.0,CTSH
2011-03-31,4637873000.0,873684000.0,0.0,1123150000.0,1293499000.0,CTSH
2010-12-31,4583074000.0,998643000.0,0.0,1014268000.0,1540969000.0,CTSH
2010-09-30,4246279000.0,879095000.0,0.0,1065136000.0,1317077000.0,CTSH
2010-06-30,3764154000.0,723267000.0,0.0,933691000.0,1039686000.0,CTSH
2010-03-31,3509747000.0,623378000.0,0.0,812325000.0,1080942000.0,CTSH
2009-12-31,3338240000.0,685063000.0,0.0,709240000.0,1100930000.0,CTSH
2009-09-30,2976482000.0,540264000.0,0.0,684770000.0,992926000.0,CTSH
2009-06-30,2673287000.0,405590000.0,0.0,635916000.0,860377000.0,CTSH
2009-03-31,2429045000.0,356334000.0,0.0,600707000.0,758568000.0,CTSH
2008-12-31,2374560000.0,408982000.0,0.0,579639000.0,735066000.0,CTSH
2008-09-30,2212228000.0,369199000.0,0.0,599950000.0,569262000.0,CTSH
2008-06-30,2109781000.0,355407000.0,0.0,583132000.0,521193000.0,CTSH
2008-03-31,1941657000.0,340631000.0,0.0,519396000.0,449739000.0,CTSH
2007-12-31,1838306000.0,370096000.0,0.0,436456000.0,339845000.0,CTSH
2007-09-30,1739013000.0,295506000.0,0.0,428501000.0,296488000.0,CTSH
2007-06-30,1584354000.0,267111000.0,0.0,403599000.0,268985000.0,CTSH
2007-03-31,1444690000.0,247361000.0,0.0,347763000.0,273038000.0,CTSH
2006-12-31,1325981000.0,252482000.0,0.0,298475000.0,265937000.0,CTSH
2006-09-30,1182512000.0,215954000.0,0.0,296722000.0,197700000.0,CTSH
2006-06-30,1046066000.0,171873000.0,0.0,266259000.0,203105000.0,CTSH
2006-03-31,934327000.0,141176000.0,0.0,217683000.0,165362000.0,CTSH
2005-12-31,869893000.0,155748000.0,0.0,176696000.0,196938000.0,CTSH
2005-09-30,771736000.0,130089000.0,0.0,171588000.0,214909000.0,CTSH
2005-06-30,683208000.0,118020000.0,0.0,165678000.0,180123000.0,CTSH
2005-03-31,604847000.0,97761000.0,0.0,131194000.0,174988000.0,CTSH
2004-12-31,572745000.0,119216000.0,0.0,110517000.0,293446000.0,CTSH
2004-09-30,506842000.0,112733000.0,0.0,103733000.0,250370000.0,CTSH
2004-06-30,442683000.0,93134000.0,0.0,90038000.0,197027000.0,CTSH
2004-03-31,389350000.0,85137000.0,0.0,84232000.0,161985000.0,CTSH
2003-12-31,360589000.0,86519000.0,0.0,61796000.0,194221000.0,CTSH
2003-09-30,313993000.0,77024000.0,0.0,74982000.0,159749000.0,CTSH
2003-06-30,271412000.0,68015000.0,0.0,52234000.0,137739000.0,CTSH
2003-03-31,241692000.0,62062000.0,0.0,46833000.0,126647000.0,CTSH
2022-04-02,176356000000.0,73220000000.0,37247000000.0,7074000000.0,6215000000.0,INTC
2021-12-25,168406000000.0,73015000000.0,38101000000.0,9457000000.0,4827000000.0,INTC
2021-09-25,167962000000.0,77875000000.0,40304000000.0,8400000000.0,7870000000.0,INTC
2021-06-26,154597000000.0,69390000000.0,35409000000.0,7460000000.0,4746000000.0,INTC
2021-03-31,150622000000.0,70815000000.0,35884000000.0,7208000000.0,5192000000.0,INTC
2020-12-26,153091000000.0,72053000000.0,36401000000.0,6782000000.0,5865000000.0,INTC
2020-09-26,145261000000.0,70707000000.0,36563000000.0,7140000000.0,3356000000.0,INTC
2020-06-27,152539000000.0,70529000000.0,38347000000.0,7441000000.0,8736000000.0,INTC
2020-03-28,147710000000.0,71356000000.0,39919000000.0,8455000000.0,11380000000.0,INTC
2019-12-28,136524000000.0,58865000000.0,29001000000.0,7659000000.0,4194000000.0,INTC
2019-09-28,133768000000.0,59360000000.0,28907000000.0,6880000000.0,3935000000.0,INTC
2019-06-29,130759000000.0,55565000000.0,28815000000.0,6233000000.0,2867000000.0,INTC
2019-03-30,129458000000.0,55522000000.0,28487000000.0,6957000000.0,3154000000.0,INTC
2018-12-29,127963000000.0,52981000000.0,26359000000.0,6722000000.0,3019000000.0,INTC
2018-09-29,128242000000.0,56759000000.0,27874000000.0,5457000000.0,3407000000.0,INTC
2018-06-30,125972000000.0,55271000000.0,28142000000.0,4636000000.0,2614000000.0,INTC
2018-03-31,128596000000.0,57630000000.0,28612000000.0,4879000000.0,3554000000.0,INTC
2017-12-30,123249000000.0,54230000000.0,26813000000.0,5607000000.0,3433000000.0,INTC
2017-09-30,127088000000.0,55282000000.0,31640000000.0,5954000000.0,9075000000.0,INTC
2017-07-01,122107000000.0,53482000000.0,31985000000.0,5397000000.0,11687000000.0,INTC
2017-04-01,115648000000.0,48804000000.0,25751000000.0,4921000000.0,4934000000.0,INTC
2016-12-31,113327000000.0,46219000000.0,25283000000.0,4690000000.0,5560000000.0,INTC
2016-10-01,112217000000.0,49102000000.0,27616000000.0,4952000000.0,4752000000.0,INTC
2016-07-02,109831000000.0,48464000000.0,28613000000.0,4426000000.0,3885000000.0,INTC
2016-04-02,105467000000.0,44293000000.0,25369000000.0,4216000000.0,3061000000.0,INTC
2015-12-26,101459000000.0,40374000000.0,22670000000.0,4787000000.0,15308000000.0,INTC
2015-09-26,98552000000.0,41455000000.0,21188000000.0,4101000000.0,7065000000.0,INTC
2015-06-27,90492000000.0,32797000000.0,13234000000.0,3860000000.0,4454000000.0,INTC
2015-03-28,89566000000.0,34642000000.0,13233000000.0,3246000000.0,4244000000.0,INTC
2014-12-27,91900000000.0,36035000000.0,13663000000.0,4427000000.0,2561000000.0,INTC
2014-09-27,90616000000.0,34543000000.0,13267000000.0,3647000000.0,3143000000.0,INTC
2014-06-28,91793000000.0,32546000000.0,13194000000.0,3489000000.0,3049000000.0,INTC
2014-03-29,91932000000.0,33894000000.0,13208000000.0,3505000000.0,4777000000.0,INTC
2013-12-28,92358000000.0,34102000000.0,13446000000.0,3582000000.0,5674000000.0,INTC
2013-09-28,90551000000.0,35099000000.0,13507000000.0,3719000000.0,4881000000.0,INTC
2013-06-29,85661000000.0,31821000000.0,13413000000.0,3474000000.0,3778000000.0,INTC
2013-03-30,83083000000.0,31889000000.0,13231000000.0,3536000000.0,5698000000.0,INTC
2012-12-29,84351000000.0,33148000000.0,13448000000.0,3833000000.0,8478000000.0,INTC
2012-09-29,74441000000.0,25172000000.0,7156000000.0,3938000000.0,3520000000.0,INTC
2012-06-30,72352000000.0,23573000000.0,7185000000.0,3544000000.0,5223000000.0,INTC
2012-03-31,71817000000.0,25057000000.0,7450000000.0,4037000000.0,4429000000.0,INTC
2011-12-31,71119000000.0,25208000000.0,7331000000.0,3650000000.0,5065000000.0,INTC
2011-10-01,70551000000.0,24434000000.0,7142000000.0,3821000000.0,7057000000.0,INTC
2011-07-02,66089000000.0,17366000000.0,2161000000.0,3359000000.0,4635000000.0,INTC
2011-04-02,65552000000.0,18203000000.0,2137000000.0,3542000000.0,4188000000.0,INTC
2010-12-25,63186000000.0,13756000000.0,2115000000.0,2867000000.0,5498000000.0,INTC
2010-09-25,60588000000.0,12892000000.0,2332000000.0,2911000000.0,5517000000.0,INTC
2010-06-26,57691000000.0,11850000000.0,2273000000.0,2430000000.0,5514000000.0,INTC
2010-03-27,55773000000.0,12873000000.0,2382000000.0,2192000000.0,4988000000.0,INTC
2009-12-26,53095000000.0,11391000000.0,2221000000.0,2273000000.0,3987000000.0,INTC
2009-09-26,50996000000.0,11963000000.0,2224000000.0,2025000000.0,4109000000.0,INTC
2009-06-27,49061000000.0,10014000000.0,1198000000.0,1938000000.0,3826000000.0,INTC
2009-03-28,48454000000.0,9390000000.0,1201000000.0,2086000000.0,3536000000.0,INTC
2008-12-27,50472000000.0,10926000000.0,1287000000.0,1712000000.0,3350000000.0,INTC
2008-09-27,52719000000.0,13808000000.0,2356000000.0,2737000000.0,3704000000.0,INTC
2008-06-28,52392000000.0,12031000000.0,2067000000.0,2399000000.0,4079000000.0,INTC
2008-03-29,53387000000.0,12727000000.0,2179000000.0,2725000000.0,5883000000.0,INTC
2007-12-29,55651000000.0,12889000000.0,2122000000.0,2576000000.0,7307000000.0,INTC
2007-09-29,53039000000.0,12137000000.0,1990000000.0,2933000000.0,5844000000.0,INTC
2007-06-30,50294000000.0,10596000000.0,2069000000.0,2531000000.0,4709000000.0,INTC
2007-03-31,48756000000.0,11230000000.0,1987000000.0,2780000000.0,4472000000.0,INTC
2006-12-30,48368000000.0,11616000000.0,2028000000.0,2709000000.0,6598000000.0,INTC
2006-09-30,46855000000.0,11838000000.0,2256000000.0,3358000000.0,4469000000.0,INTC
2006-07-01,46088000000.0,11292000000.0,2341000000.0,3178000000.0,3436000000.0,INTC
2006-04-01,47194000000.0,12836000000.0,2264000000.0,3912000000.0,3948000000.0,INTC
2005-12-31,48314000000.0,12132000000.0,2419000000.0,3914000000.0,7324000000.0,INTC
2005-10-01,47360000000.0,10684000000.0,684000000.0,3748000000.0,8857000000.0,INTC
2005-07-02,46513000000.0,8899000000.0,748000000.0,3448000000.0,8975000000.0,INTC
2005-04-02,47566000000.0,9855000000.0,686000000.0,3226000000.0,9279000000.0,INTC
2004-12-25,48143000000.0,9564000000.0,904000000.0,2999000000.0,8407000000.0,INTC
2004-09-25,47800000000.0,9605000000.0,1095000000.0,3266000000.0,6533000000.0,INTC
2004-06-26,48672000000.0,10079000000.0,1114000000.0,3183000000.0,7153000000.0,INTC
2004-03-27,47088000000.0,8978000000.0,1223000000.0,3374000000.0,7539000000.0,INTC
2003-12-27,47143000000.0,9297000000.0,1160000000.0,2960000000.0,7971000000.0,INTC
2003-09-27,47003000000.0,9642000000.0,1234000000.0,3290000000.0,9406000000.0,INTC
2003-06-28,44465000000.0,8975000000.0,1299000000.0,2850000000.0,8382000000.0,INTC
2003-03-29,43806000000.0,8405000000.0,1222000000.0,2964000000.0,7134000000.0,INTC
2022-04-30,28514000000.0,11553000000.0,7354000000.0,744000000.0,3531000000.0,INTU
2022-01-31,26303000000.0,10708000000.0,7161000000.0,1130000000.0,1257000000.0,INTU
2021-10-31,14870000000.0,5137000000.0,2507000000.0,522000000.0,2864000000.0,INTU
2021-07-31,15516000000.0,5647000000.0,2480000000.0,514000000.0,2562000000.0,INTU
2021-04-30,15758000000.0,5803000000.0,2472000000.0,558000000.0,3164000000.0,INTU
2021-01-31,14598000000.0,5730000000.0,2821000000.0,618000000.0,1952000000.0,INTU
2020-10-31,9707000000.0,4462000000.0,2406000000.0,128000000.0,5174000000.0,INTU
2020-07-31,10931000000.0,5825000000.0,3415000000.0,161000000.0,6442000000.0,INTU
2020-04-30,7764000000.0,3024000000.0,448000000.0,225000000.0,3371000000.0,INTU
2020-01-31,6701000000.0,2974000000.0,468000000.0,655000000.0,1641000000.0,INTU
2019-10-31,6183000000.0,2550000000.0,478000000.0,190000000.0,1630000000.0,INTU
