Ticker,Date,Adj Close,GDP,Unemp,InflationRate,HPI,CPI,FedFund,Mortgage
AAPL,2003-03-31,0.22038103566795095,14743.567,5.866666666666667,1.0119595216191437,283.2,183.0,1.25,5.840769230769231
AAPL,2003-06-30,0.2509274723983946,14988.782,6.133333333333333,0.3642987249544482,287.57,183.66666666666663,1.2466666666666668,5.506923076923077
AAPL,2003-09-30,0.3174511678516865,15162.76,6.133333333333333,0.4900181488203481,295.71,184.5666666666667,1.0166666666666666,6.033846153846154
AAPL,2003-12-31,0.32939667627215385,15248.68,5.833333333333333,0.0180603214737118,300.36,184.6,0.9966666666666668,5.9192857142857145
AAPL,2004-03-31,0.36377440873653655,15366.85,5.7,0.9028530155290592,307.69,186.26666666666665,1.0033333333333332,5.5975
AAPL,2004-06-30,0.4334384241411763,15512.619,5.599999999999999,1.4316392269148048,319.4,188.9333333333333,1.01,6.106153846153846
AAPL,2004-09-30,0.5021818396635354,15670.88,5.433333333333334,0.3528581510233053,326.24,189.6,1.4333333333333331,5.894285714285714
AAPL,2004-12-31,0.8403137838467956,15844.727,5.433333333333334,0.5977496483825728,333.72,190.7333333333333,1.95,5.7361538461538455
AAPL,2005-03-31,1.1953955107047909,15922.782,5.3,0.6291506466270302,344.41,191.9333333333333,2.47,5.768461538461538
AAPL,2005-06-30,1.1452289372682571,16047.587,5.1000000000000005,1.3372698853768794,354.89,194.5,2.9433333333333334,5.708461538461538
AAPL,2005-09-30,1.3823523819446564,16136.734,4.966666666666667,1.2167952013710348,362.92,196.86666666666667,3.4599999999999995,5.7638461538461545
AAPL,2005-12-31,1.919981044436258,16353.835,4.966666666666667,0.5079580088046098,368.67,197.86666666666667,3.98,6.226153846153846
AAPL,2006-03-31,2.121311970295445,16396.151,4.733333333333333,0.5390835579514697,372.45,198.9333333333333,4.456666666666667,6.2469230769230775
AAPL,2006-06-30,1.9359915805241419,16420.738,4.633333333333333,1.6923592493297557,375.51,202.3,4.906666666666667,6.602307692307692
AAPL,2006-09-30,2.0019245980277893,16561.866,4.633333333333334,0.5602240896358524,379.35,203.4333333333333,5.246666666666667,6.5600000000000005
AAPL,2006-12-31,2.504494610286894,16611.69,4.433333333333334,-0.8520399803375156,380.76,201.7,5.246666666666667,6.243846153846154
AAPL,2007-03-31,2.6764686576655654,16713.314,4.5,1.0191703850603195,380.51,203.75566666666668,5.256666666666667,6.214615384615384
AAPL,2007-06-30,3.27477528935387,16809.587,4.5,1.917329088597941,376.26,207.6623333333333,5.25,6.358461538461539
AAPL,2007-09-30,4.10055529125153,16915.191,4.666666666666667,0.2759287111929964,375.04,208.23533333333333,5.073333333333333,6.5515384615384615
AAPL,2007-12-31,5.39969826489687,16843.003,4.8,0.7112145553268334,372.29,209.71633333333327,4.496666666666667,6.224615384615385
AAPL,2008-03-31,4.206955030316212,16943.291,5.0,1.136773641855915,362.9,212.1003333333333,3.1766666666666663,5.872307692307692
AAPL,2008-06-30,5.247910693287849,16854.295,5.333333333333333,2.1953446560668555,351.46,216.75666666666663,2.0866666666666664,6.086923076923076
AAPL,2008-09-30,4.841982021927834,16485.35,6.0,1.163055346240793,348.22,219.27766666666665,1.94,6.322307692307692
AAPL,2008-12-31,2.8704636059701443,16298.262,6.866666666666667,-2.828529429201632,350.8,213.07533333333333,0.5066666666666667,5.841428571428572
AAPL,2009-03-31,2.8292779179870107,16269.145,8.266666666666667,-0.4976330750000701,341.6,212.015,0.1833333333333333,5.06
AAPL,2009-06-30,3.9129020827157155,16326.281,9.3,1.0603023370987952,332.69,214.263,0.18,5.012307692307692
AAPL,2009-09-30,4.965461619198322,16502.754,9.633333333333333,0.6790719816300417,330.16,215.718,0.1566666666666666,5.162307692307692
AAPL,2009-12-31,5.964789196848869,16582.71,9.933333333333334,0.2011885888057785,326.22,216.152,0.12,4.922142857142857
AAPL,2010-03-31,6.3753500219251285,16743.162,9.833333333333334,0.4014150536042482,323.25,217.01966666666667,0.1333333333333333,4.995833333333334
AAPL,2010-06-30,7.702207179296584,16872.266,9.633333333333333,0.4750721516790346,326.4,218.05066666666667,0.1933333333333333,4.922307692307692
AAPL,2010-09-30,7.858413174748421,16960.864,9.466666666666669,0.093250498355113,324.08,218.254,0.1866666666666666,4.4471428571428575
AAPL,2010-12-31,9.418258473277092,16920.632,9.5,0.2949163207394356,315.08,218.89766666666665,0.1866666666666666,4.436153846153847
AAPL,2011-03-31,10.451972423061248,17035.114,9.033333333333331,1.2648223751433374,309.54,221.6663333333333,0.1566666666666666,4.846923076923077
AAPL,2011-06-30,10.207944930545867,17031.313,9.066666666666666,1.7433108921968143,311.85,225.53066666666663,0.0933333333333333,4.650769230769231
AAPL,2011-09-30,11.504993587732315,17222.583,9.0,0.4085179842504782,313.28,226.452,0.0833333333333333,4.291538461538462
AAPL,2011-12-31,11.84206970154293,17367.01,8.633333333333333,-0.1520557704649761,310.0,226.10766666666663,0.0733333333333333,4.002307692307692
AAPL,2012-03-31,15.229109687189903,17444.525,8.266666666666667,0.7956386559205608,308.58,227.90666666666667,0.1033333333333333,3.922307692307693
AAPL,2012-06-30,17.569664758349223,17469.65,8.2,0.8275317381384317,312.7,229.7926666666667,0.1533333333333333,3.794615384615384
AAPL,2012-09-30,19.41681062607538,17489.852,8.033333333333333,0.2193281479826669,315.15,230.29666666666665,0.1433333333333333,3.553846153846154
AAPL,2012-12-31,17.589174162956976,17662.4,7.8,0.0360404695393112,316.72,230.37966666666668,0.16,3.359230769230769
AAPL,2013-03-31,14.266810878117878,17709.671,7.733333333333333,0.590329875755824,321.55,231.7396666666667,0.1433333333333333,3.496923076923077
AAPL,2013-06-30,13.26559765636921,17860.45,7.533333333333334,0.5409806118647387,326.16,232.9933333333333,0.1166666666666666,3.672307692307693
AAPL,2013-09-30,14.395454168319702,18016.147,7.233333333333333,0.3779793413259291,328.76,233.874,0.0833333333333333,4.44
AAPL,2013-12-31,16.50387080013752,17953.974,6.933333333333334,-0.2790676461114527,331.47,233.2213333333333,0.0866666666666666,4.293076923076924
AAPL,2014-03-31,16.715204676643747,18185.911,6.666666666666667,0.7612225296713904,337.89,234.99666666666667,0.0733333333333333,4.364615384615385
AAPL,2014-06-30,18.80791546049572,18406.941,6.2,1.1808678137278594,342.79,237.77166666666668,0.0933333333333333,4.227692307692307
AAPL,2014-09-30,21.802040994167328,18500.031,6.066666666666666,0.1146758444726447,345.57,238.04433333333336,0.09,4.135384615384615
AAPL,2014-12-31,24.281366914510727,18666.621,5.7,-0.8033517566055859,349.36,236.132,0.0999999999999999,3.963571428571429
AAPL,2015-03-31,27.06306185487841,18782.243,5.533333333333334,-0.5431990016883104,355.03,234.84933333333333,0.11,3.716666666666667
AAPL,2015-06-30,28.779609165494403,18857.418,5.433333333333334,1.2055956442996063,360.06,237.68066666666667,0.1233333333333333,3.819230769230769
AAPL,2015-09-30,26.50088918209076,18892.206,5.1000000000000005,0.2626773738433341,362.97,238.305,0.1366666666666667,3.954615384615384
AAPL,2015-12-31,25.93789380788803,19001.69,5.033333333333333,-0.4498436877111045,366.32,237.23300000000003,0.16,3.897857142857143
AAPL,2016-03-31,22.731712216236552,19062.709,4.9,0.0646340658059019,373.17,237.3863333333333,0.36,3.7384615384615385
AAPL,2016-06-30,22.80074915289879,19197.938,4.933333333333334,1.1723505565470749,379.82,240.16933333333336,0.3733333333333333,3.589230769230769
AAPL,2016-09-30,24.42946594953537,19304.352,4.9,0.3326819410748971,382.78,240.96833333333333,0.3966666666666666,3.446153846153846
AAPL,2016-12-31,26.300057426331534,19398.343,4.766666666666667,0.2225741971628503,385.54,241.50466666666668,0.45,3.842307692307693
AAPL,2017-03-31,30.686630525896625,19506.949,4.566666666666666,0.7907369629848171,394.18,243.4143333333333,0.7000000000000001,4.173076923076923
AAPL,2017-06-30,34.59276526314871,19660.766,4.366666666666667,0.5435177057500296,400.24,244.7373333333333,0.95,3.98
AAPL,2017-09-30,36.445157913934615,19882.352,4.333333333333333,0.3966156913806973,403.57,245.708,1.153333333333333,3.883846153846154
AAPL,2017-12-31,39.40124887133401,20044.077,4.166666666666667,0.3706296362619987,409.25,246.61866666666663,1.2033333333333334,3.922307692307693
AAPL,2018-03-31,40.7476619657923,20150.476,4.033333333333333,0.8861183797928218,416.78,248.804,1.4466666666666663,4.282307692307692
AAPL,2018-06-30,43.0968542098999,20276.154,3.9333333333333336,1.033075566845132,421.87,251.3743333333333,1.7366666666666666,4.544615384615384
AAPL,2018-09-30,49.67274014911954,20304.874,3.766666666666667,0.3272675677575165,423.32,252.197,1.923333333333333,4.566923076923077
AAPL,2018-12-31,46.389424278622585,20415.15,3.8333333333333335,-0.0574947362577682,428.05,252.052,2.22,4.7846153846153845
AAPL,2019-03-31,40.76478876833056,20584.528,3.866666666666666,0.3351160342574877,435.18,252.89666666666668,2.4033333333333333,4.373846153846154
AAPL,2019-06-30,47.00315148489816,20817.581,3.633333333333333,1.1985132267460896,440.74,255.92766666666665,2.3966666666666665,4.010769230769231
AAPL,2019-09-30,50.63382625579834,20951.088,3.6,0.2741660078433794,444.65,256.62933333333336,2.19,3.6584615384615375
AAPL,2019-12-31,62.52134728431702,20665.553,3.6,0.2130179974229928,449.81,257.176,1.643333333333333,3.7
AAPL,2020-03-31,71.65158585579165,19034.83,3.8333333333333335,0.4194274219470939,454.31,258.25466666666665,1.26,3.5215384615384617
AAPL,2020-06-30,75.70538729713077,20511.785,13.0,-0.5400354172367172,462.27,256.86,0.06,3.2392307692307694
AAPL,2020-09-30,106.83052253723145,20724.128,8.799999999999999,1.1314853746528408,472.44,259.7663333333333,0.0933333333333333,2.9523076923076923
