Date,Open,High,Low,Close
3/5/14,940.63,944.61,939.74,943.46
3/4/14,934.51,941.34,934.51,940.29
3/3/14,923.95,928.38,918.02,925.35
2/28/14,940.24,941.72,926.02,934.46
2/27/14,932.65,939.89,931.75,939.35
2/26/14,932.74,939.97,931.1,934.13
2/25/14,932.08,935.31,927.1,930.66
2/24/14,924.48,935.76,923.33,930.98
2/21/14,928.27,930.24,923.85,924.06
2/20/14,919.91,925.3,916.49,924.4
2/19/14,921.1,927.14,918,919.03
2/18/14,923.12,925.53,919.08,924.16
2/14/14,919.96,924.52,917.83,922.82
2/13/14,904.79,920.83,904.28,920.81
2/12/14,910.69,915.39,909.75,911.06
2/11/14,903.99,913.19,903.99,910.61
2/10/14,899.58,903.15,898.5,902.39
2/7/14,890.22,901.16,888.31,900.7
2/6/14,878.96,889.1,878.96,888.55
2/5/14,873.07,879.28,865.62,876.94
2/4/14,875.17,878.94,870.66,877.37
2/3/14,891.26,894.49,869.83,871.98
1/31/14,885.89,895.92,885.69,890.81
1/30/14,894.94,901.22,891.51,898.55
1/29/14,884.96,891.18,880.61,881.81
1/28/14,884.47,891.67,884.21,891.6
1/27/14,900.36,901.77,885.83,889.51
1/24/14,915.13,915.13,899.38,899.39
1/23/14,920.1,920.1,912.82,918.93
1/22/14,918.75,923.27,918.47,921.6
1/21/14,921.66,924.02,914.34,921.5
1/17/14,916.91,920.82,914.33,918.22
1/16/14,917.95,921.54,917.5,919.62
1/15/14,909.75,919.5,909.52,918.3
1/14/14,894.9,908.17,894.62,907.99
1/13/14,899.76,905.82,890.21,892.51
1/10/14,898.7,899.61,893.34,899.23
1/9/14,900.88,901.89,893.07,896.21
1/8/14,896.92,901.63,895.49,899.65
1/7/14,889.15,897.67,888.3,896.61
1/6/14,891.09,891.74,885.55,887.57
1/3/14,892.17,894.91,889.88,891.65
1/2/14,897.24,897.55,889.39,891.59
12/31/13,899.38,903.96,899.38,903.78
12/30/13,898.12,900,895.31,898.59
12/27/13,901.91,902.77,897.79,898.31
12/26/13,899.51,901.56,898.15,900.69
12/24/13,895.16,898.5,895.16,898.09
12/23/13,891.73,896.28,890.94,896.16
12/20/13,879.3,889.92,879.13,887.08
12/19/13,872.87,879.21,872.81,878.21
12/18/13,866.45,875.72,856.31,875
12/17/13,864.57,868.62,863.39,866
12/16/13,859.01,865.73,858.74,864.22
12/13/13,860.99,860.99,855.45,856.68
12/12/13,862.03,863.64,856.43,858.03
12/11/13,873.55,874.28,860.84,862.14
12/10/13,871.31,876.02,870.6,873.54
12/9/13,875.86,876.4,872.89,873.22
12/6/13,872.28,875.54,869.6,874.07
12/5/13,865.41,867.63,861.97,863.46
12/4/13,858.34,867.57,858.06,865.81
12/3/13,861.28,864.23,859.51,862.73
12/2/13,868.35,868.73,863.06,864.21
11/29/13,865.85,870.22,865.85,867.78
11/27/13,860.67,866.07,860.65,865.61
11/26/13,856.37,860.29,853.16,858.18
11/25/13,858.34,859.42,852.97,855.63
11/22/13,857.58,859.05,856.26,858.8
11/21/13,852.36,858.3,851.82,857.81
11/20/13,854.43,858.49,847.2,849.3
11/19/13,856.5,858.29,849.02,850.77
11/18/13,866.45,867.53,854.98,856.43
11/15/13,863.11,866.75,860.99,866.5
11/14/13,857.97,860.87,856.7,860.18
11/13/13,848.9,864.19,848.4,864.19
11/12/13,848.53,854.17,847.36,852.08
11/11/13,846.55,850.77,845.22,849.57
11/8/13,839.13,847.93,837.56,847.93
11/7/13,850.44,853.02,835.9,836.85
11/6/13,848.51,852.17,847.26,850.53
11/5/13,842.06,846.91,839,844.94
11/4/13,847.35,847.93,843.77,846.32
11/1/13,847.51,850.45,841.85,845.27
10/31/13,842.48,850.91,842.36,845.08
10/30/13,853.35,854.56,842.85,845.92
10/29/13,849.87,852.61,847.34,851.94
10/28/13,844.97,846.79,841.9,844.87
10/25/13,850.88,850.88,843.05,846.07
10/24/13,843.17,845.74,841.66,844.53
10/23/13,850.18,850.18,839.88,842.64
10/22/13,853.17,855.26,846.19,850.76
10/21/13,850.25,852.42,848.8,851.84
10/18/13,841.17,847.95,839.23,847.08
10/17/13,828.32,835.14,827.52,835.02
10/16/13,827.96,834.71,827.91,834.65
10/15/13,828.4,830.69,823.22,824.06
10/14/13,819.6,829.56,819,829.07
10/11/13,818.59,827.59,818.29,825.74
10/10/13,813.49,821.17,813.27,820.16
10/9/13,807.73,809.6,795.43,806.11
10/8/13,822.94,823.34,805.48,806.36
10/7/13,822.21,826.93,821.02,822.45
10/4/13,822.31,830.74,821.79,829.7
10/3/13,830.26,832.62,818.59,822.38
10/2/13,824.76,831.01,824.36,830.95
10/1/13,822.21,830.68,821.96,829.06
9/30/13,819.26,824.85,816.14,820.98
9/27/13,827.44,828.42,823.95,826.03
9/26/13,831.76,835.68,829.37,831.34
9/25/13,827.59,831.61,824.7,829.67
9/24/13,827.54,830.86,822.55,826.7
9/23/13,829.68,831.16,820.93,825.73
9/20/13,834.47,835.53,828.68,829.63
9/19/13,836.36,837.99,832.69,833.82
9/18/13,823.31,835.79,822.92,835.27
9/17/13,818.39,823.36,817.94,822.45
9/16/13,823.55,824.89,815.6,816.44
9/13/13,818.68,818.85,813.51,817.86
9/12/13,819.24,820.56,816.14,817.05
9/11/13,813.1,818.2,812.67,818
9/10/13,811.57,815.08,811.37,814.8
9/9/13,800.17,809.49,800.17,807.88
9/6/13,798.82,802.02,790.5,797.92
9/5/13,792.88,796.99,792.64,795.75
9/4/13,784.58,793.7,783.75,792.74
9/3/13,786.33,790.72,780.9,783.76
8/30/13,776.23,776.48,769.99,772.38
8/29/13,769.31,776.57,769.19,773.99
8/28/13,768.7,774.5,768.7,771.25
8/27/13,777.65,778.51,767.46,768.81
8/26/13,785.7,789.72,783.62,784.57
8/23/13,786.07,787.85,784.07,786.79
8/22/13,780,783.66,780,782.67
8/21/13,781.27,785.95,778.58,780.35
8/20/13,783.97,786.81,782.43,784.18
8/19/13,787.14,790,782.64,782.91
8/16/13,785.5,791.29,785.5,787.63
8/15/13,789.11,789.11,783.91,785.47
8/14/13,801.1,802.88,798.94,800.21
8/13/13,800.75,803.7,796.63,801.78
8/12/13,795.35,801.19,795.29,799.86
8/9/13,800,801.62,795.81,798.33
8/8/13,799.92,801.35,795.14,799.83
8/7/13,795.32,797.56,792.02,795.6
8/6/13,799.29,800.01,793.74,797.18
8/5/13,795.76,800.19,795.45,799.84
8/2/13,793.84,797.52,792.23,797.52
8/1/13,789.3,795.45,789.3,794.8
7/31/13,787.08,789.78,783.38,783.96
7/30/13,782.83,788.86,782.36,786.54
7/29/13,781.29,784.11,778.48,780.39
7/26/13,780.43,783.36,777.55,783.32
7/25/13,780.56,784.89,778.68,784.42
7/24/13,780.55,780.55,772.52,775.31
7/23/13,777.95,780.97,775.01,775.54
7/22/13,778.51,778.51,774.84,776.2
7/19/13,778.88,779.41,775.21,777.29
7/18/13,785.25,787.42,782.39,784.08
7/17/13,788.91,790.11,786.24,788.88
7/16/13,789.12,790,785.63,788.31
7/15/13,786.91,788.98,785.22,788.27
7/12/13,783.13,787.02,782.24,787.02
7/11/13,777.13,782.71,775.6,782.37
7/10/13,763.52,770.14,763.52,768.71
7/9/13,761.9,764.34,759.52,763.13
7/8/13,760.84,761.88,755.55,757.02
7/5/13,754.2,757.12,749.27,757.1
7/3/13,745.03,754.14,744.24,750.86
7/2/13,747.45,752.7,744.52,747.93
7/1/13,749.1,753.03,746.85,747.95
6/28/13,743.76,748.68,739.33,745.21
6/27/13,747.96,753.58,747.96,749.88
6/26/13,745.89,747.21,742.02,744.34
6/25/13,739.05,741.99,735.23,739.66
6/24/13,738.33,738.33,727.13,732.21
6/21/13,748.85,750.27,738.19,744.35
6/20/13,757.62,759.63,745.89,747.53
6/19/13,770.89,773.82,764.84,764.94
6/18/13,765.29,773.28,765.29,771.51
6/17/13,754.99,768.06,754.99,764.2
6/14/13,760.07,762.56,754.21,754.99
6/13/13,749.42,761.13,747.22,759.69
6/12/13,760.28,761.21,748.12,749.86
6/11/13,756.35,762.77,753.87,753.98
6/10/13,764.97,767.21,762.89,764.9
6/7/13,757.79,764.44,754.6,764.04
6/6/13,753.15,756,746.15,755.14
6/5/13,757.76,759.62,749.96,751.1
6/4/13,764.3,768.36,758.15,760.41
6/3/13,762.88,763.73,754.72,763.73
5/31/13,765.95,771.51,761.26,761.26
5/30/13,767.48,773.08,766.76,769.72
5/29/13,761.62,766.46,759.78,764.42
5/28/13,767.28,770.95,763.53,765.6
5/24/13,760.52,760.52,754.13,759.88
5/23/13,754.5,765.52,752.91,764.16
5/22/13,770.72,776.36,757.62,760.86
5/21/13,771.92,772.67,767.73,770.23
5/20/13,771.8,774.58,770.47,772.11
5/17/13,767.69,773.73,766.2,773.72
5/16/13,764.64,771.4,764.64,765.38
5/15/13,757.34,762.12,756.8,761.64
5/14/13,754.4,759.72,754.33,758.3
5/13/13,755.38,757.09,753.45,754.54
5/10/13,752.6,757.03,752.41,756.64
5/9/13,748.91,754.98,748.14,749.98
5/8/13,744.94,751.05,744.3,750.92
5/7/13,747.87,748.71,742.88,744.91
5/6/13,743.27,747.68,743.09,746.02
5/3/13,739.01,744.63,738.6,742.54
5/2/13,725.67,734.28,725.67,733.33
5/1/13,730.37,731.47,724.79,725.49
4/30/13,726.19,731.87,723.23,731.87
4/29/13,720.49,727.98,720.14,725.94
4/26/13,719.52,720.68,716.25,718.13
4/25/13,720.07,725.05,719.05,720.88
4/24/13,712.79,719.58,712.18,717.49
4/23/13,708.94,717.83,708.94,715.01
4/22/13,702.06,707.72,697.8,705.59
4/19/13,701.06,704.71,695.74,700.76
4/18/13,717.58,717.79,703.37,705.26
4/17/13,724.61,724.61,714.73,717.59
4/16/13,723.78,730.76,722.88,730.51
4/15/13,728.77,732.18,718.45,718.66
4/12/13,732.03,733.45,724.88,733.41
4/11/13,732.02,734.99,730.53,734.41
4/10/13,726.36,738.58,726.04,737.32
4/9/13,721.13,728.15,718.86,725.34
4/8/13,717.76,720.22,714.64,720.22
4/5/13,710.6,717.57,708.67,716.96
4/4/13,724.4,726.79,722.22,726.79
4/3/13,731.55,733.3,723.48,725.42
4/2/13,731.87,733.75,728.88,730.81
4/1/13,737.03,737.43,729.31,731.04
3/28/13,732.88,737.59,731.35,737.07
3/27/13,726.85,734.85,725.03,733.87
3/26/13,727.49,731.18,727.27,730.97
3/25/13,731.93,732.4,722.63,725.2
3/22/13,728.98,730.8,727.1,729.3
3/21/13,730.78,732.27,725.14,726.61
3/20/13,737.18,739.61,735.87,738.02
3/19/13,736.24,738.28,726.36,732.88
3/18/13,732.28,739.7,730.22,735.31
3/15/13,745.76,745.76,738.91,741.11
3/14/13,743.6,746.31,743.6,746.23
3/13/13,741.62,743.35,737.86,741.37
3/12/13,740.99,744.03,738.16,741.82
3/11/13,738.14,742.89,737.5,742.85
3/8/13,742,743.12,736.04,739.25
3/7/13,740.19,742.08,737.55,739.81
3/6/13,738.03,739.75,735.36,737.4
3/5/13,731.86,737.35,731.86,735.39
3/4/13,723.39,727.02,721.26,726.87
3/1/13,719.43,726.68,714.79,725.72
2/28/13,721.53,727.01,721.17,722.35
2/27/13,716.02,726,714.45,722.95
2/26/13,713.05,716.85,708.99,715.08
2/25/13,727.43,729.82,710.63,710.65
2/22/13,719.53,724.18,718.06,724.18
2/21/13,719.84,719.84,710.16,714.62
2/20/13,735.69,736.14,723.28,723.28
2/19/13,731.3,735.55,730.64,735.47
2/15/13,731.1,733.07,728.11,731.29
2/14/13,725.39,732.18,724.23,731.29
2/13/13,729.42,732.31,726.22,729.66
2/12/13,728.32,730.95,727.47,728.45
2/11/13,729.85,730.3,726.15,728.87
2/8/13,725.84,731.65,725.84,729.56
2/7/13,726.65,726.78,717.71,724.25
2/6/13,723.55,727.79,722.83,727.21
2/5/13,719.23,729,719.01,726.91
2/4/13,723.84,726.47,716.67,716.72
2/1/13,726.62,729.89,723.33,728.41
1/31/13,720.08,725.3,718.89,719.58
1/30/13,722.35,726.01,719.62,720.9
1/29/13,722.94,723.38,718.64,720.74
1/28/13,734.16,735.5,731.65,732.56
1/25/13,727.01,733.84,726.92,732.74
1/24/13,721.65,731.48,721.65,725.62
1/23/13,726.02,727.48,722.94,725.29
1/22/13,718.86,722.44,716.39,722.44
1/18/13,718.5,720.06,715.41,720.06
1/17/13,719.48,722.31,718.37,721.09
1/16/13,713.52,717.95,712.47,716.12
1/15/13,712.08,715.93,710.67,715.68
1/14/13,713.03,718.11,709.07,716.9
1/11/13,710.05,714.03,709.35,713.68
1/10/13,708.42,710.46,702.74,710.06
1/9/13,698.45,702.09,697.4,700.61
1/8/13,701.03,701.92,693.05,697.21
1/7/13,702.13,705.34,700.34,703.64
1/4/13,703.31,706.14,700.61,704.64
1/3/13,706.55,710.59,701.25,703.32
1/2/13,700.98,707.93,699.23,707.93
12/31/12,672.19,687.82,670.75,685.8
12/28/12,676.58,679.72,672.68,673.04
12/27/12,683.13,683.94,673.05,681.62
12/26/12,687.59,691.06,681.43,683.42
12/24/12,687.32,688.21,685.31,687.6
12/21/12,686.36,690.57,683.8,689.99
12/20/12,693.8,697.41,688.97,697.17
12/19/12,698.59,702.5,694.29,694.3
12/18/12,686.62,697.46,686.12,696
12/17/12,676.64,684.55,676.32,684.03
12/14/12,676.27,679.07,674.08,676.33
12/13/12,680.55,684.94,675.25,677.87
12/12/12,686.3,687.27,680.83,681.95
12/11/12,679.21,689.05,679.21,686.11
12/10/12,671.98,678.13,671.98,676.11
12/7/12,675.17,677.05,669.84,673.26
12/6/12,667.5,674.11,666.59,673.59
12/5/12,665.18,671.16,660.46,668.35
12/4/12,662.88,666.45,659.57,665.66
12/3/12,666.76,668.55,661.21,661.51
11/30/12,663.77,664.53,660.5,662.85
11/29/12,662.7,666.42,659.79,663.62
11/28/12,652.14,660.82,648.46,660.51
11/27/12,659.34,661.1,654.83,655.29
11/26/12,656.4,661.2,654.87,661.12
11/23/12,651.2,658.14,651.16,657.99
11/21/12,641.87,648.66,641.6,647.73
11/20/12,641.15,642.37,635.36,640.28
11/19/12,636.84,643.62,636.53,643.61
11/16/12,628.19,633.02,621.82,631.15
11/15/12,630.41,632.74,625.88,628.49
11/14/12,641.66,642.87,628.6,629.63
11/13/12,635.01,642.17,632.99,636.55
11/12/12,641.86,642.99,636.98,639.84
11/9/12,640.07,648.98,639.53,640.72
11/8/12,651.03,652.64,641.05,641.06
11/7/12,657.01,657.4,645.44,648.34
11/6/12,656.85,665.81,656.72,663.1
11/5/12,649.44,657.52,647.67,656.02
11/2/12,660.34,660.34,649.77,649.81
11/1/12,643.71,657.06,642.66,656.49
10/31/12,645.73,647.78,640.95,644.46
10/26/12,643.29,647.25,639.34,644.67
10/25/12,648.11,650.55,641.23,643.68
10/24/12,656.51,657.85,644.76,645.58
10/23/12,649.67,654.9,646.05,651.58
10/22/12,655.35,658.25,651.24,656.15
10/19/12,667.48,668.06,654.19,654.88
10/18/12,672.77,674.31,665.37,668.33
10/17/12,671.46,675.63,668.57,672.99
10/16/12,669.06,677.69,669.06,677.12
10/15/12,663.46,667.52,659.29,666.87
10/12/12,660.76,664.92,658.84,661.63
10/11/12,665.72,669.1,660.34,661.68
10/10/12,664.51,665.49,658.25,660.48
10/9/12,678.02,678.02,665.47,665.95
10/8/12,680.69,684.35,677.82,679.77
10/5/12,690.79,693.8,683.03,684.66
10/4/12,684.8,688.99,680.76,687.92
10/3/12,684.43,687.45,681.82,684.65
10/2/12,683.93,686.01,678.09,683.06
10/1/12,684.4,691.18,679.26,681.29
9/28/12,687.45,690.27,683.3,684.4
9/27/12,679.66,690.18,679,688.75
9/26/12,681.31,681.4,671.08,676.63
9/25/12,696.86,697.38,683.75,683.83
9/24/12,693.95,695.36,691,693.72
9/21/12,701.2,703.68,698.05,698.55
9/20/12,697.38,698.36,692.73,697.72
9/19/12,700.2,702.25,696.63,700.1
9/18/12,699.82,702.24,698.67,699.77
9/17/12,704.71,704.71,699.04,701.35
9/14/12,700.47,708.98,700.47,705.51
9/13/12,688.11,700.9,686.75,697.58
9/12/12,687.62,691.2,685.9,688.43
9/11/12,682.04,687.52,681.19,684.74
9/10/12,689.23,690.2,680.79,681.09
9/7/12,688.52,692.72,687.59,691.23
9/6/12,676.36,691.55,676.29,691.21
9/5/12,673.4,677.74,671.28,673.59
9/4/12,675.14,677.16,668.08,673.6
8/31/12,676.31,679.71,669.56,675.73
8/30/12,678.92,678.92,670.05,670.76
8/29/12,680.97,684.51,677.4,683.03
8/28/12,680.24,683.55,677.74,680.38
8/27/12,684.15,686.6,681.34,682.38
8/24/12,677.05,684.25,675.34,682.46
8/23/12,683.6,684,676.96,679.71
8/22/12,683.2,688.62,680.79,686.56
8/21/12,691.22,693.98,683.85,686.42
8/20/12,689.55,689.74,684.59,689.01
8/17/12,689.53,691.89,688.08,691
8/16/12,678.99,689.12,678.99,688
8/15/12,674.12,678.26,673.64,676.48
8/14/12,681.88,682.22,671.97,674.08
8/13/12,680.3,682.82,674.76,680.3
8/10/12,677.78,681.32,675.63,681.32
8/9/12,676.7,680.85,676.16,680.46
8/8/12,674.1,678.58,673.85,675.83
8/7/12,670.76,679.82,670.76,676.16
8/6/12,663.04,669.97,662.8,667.39
8/3/12,650.98,660.46,648.94,659.38
8/2/12,639.01,648.48,634.46,639.11
8/1/12,652.65,653.03,642.88,644.96
7/31/12,648.94,652.9,646.58,648.86
7/30/12,653.15,657.31,647.9,650.73
7/27/12,639.84,655.56,638.91,654.04
7/26/12,636.98,641.01,631.52,637.53
7/25/12,622.63,628.81,620.02,623.37
7/24/12,626.54,627.64,615.43,620.15
7/23/12,621.97,629.5,615.82,627.86
7/20/12,643.38,643.55,635.24,635.47
7/19/12,641.19,648.46,640.65,645.93
7/18/12,618.97,637.58,618.97,635.07
7/17/12,618.95,618.95,606.55,616.42
7/16/12,619.32,620.06,614.21,616
7/13/12,612.55,621.49,612.55,620.24
7/12/12,611.32,614.65,603.6,612
7/11/12,615.87,620.81,610.1,615.06
7/10/12,627.08,631.37,614.15,616.7
7/9/12,629.16,630.05,621.94,625.26
7/6/12,638.73,639,625.16,630.25
7/5/12,647,650.9,642.39,647.43
7/3/12,642.49,650.66,642.24,650.6
7/2/12,643.3,644.61,637.86,642.73
6/29/12,632.9,644.08,632.9,644.08
6/28/12,622.57,622.67,610.54,617.93
6/27/12,626.59,631.17,624.39,628.75
6/26/12,622.5,626.92,619.12,623.95
6/25/12,631.48,631.48,619.18,620.96
6/22/12,628.94,637.53,628.8,637.38
6/21/12,646.87,647.04,625.73,626.14
6/20/12,647.41,651.36,643.21,649.12
6/19/12,644.04,649.69,644.04,646.82
6/18/12,631.31,642.52,629.26,639.31
6/15/12,625.41,634.93,625.06,634.42
6/14/12,623.67,625.89,617.6,623.83
6/13/12,627.84,632.26,622.58,624.79
6/12/12,624.01,629.7,619.09,629.27
6/11/12,638.48,639.46,620.17,620.9
6/8/12,626.75,634.17,623.95,633.73
6/7/12,637.97,639.01,626.69,627.76
6/6/12,619.54,633.72,619.54,633.72
6/5/12,604.98,616.76,604.98,615.59
6/4/12,605.71,610.49,600.01,607.26
6/1/12,611.74,613.89,604.31,604.59
5/31/12,629.2,629.2,617.65,624.21
5/30/12,635.66,635.66,628.26,630.74
5/29/12,640.24,645.96,636.28,641.58
5/25/12,633.4,637.52,632.85,634.64
5/24/12,643.17,643.17,628.94,633.55
5/23/12,635.35,644.07,629.63,642.62
5/22/12,646.25,650.5,640.9,644.58
5/21/12,632.49,648.01,628.41,647.22
5/18/12,644.75,647.3,630.3,631.77
5/17/12,653.11,654.77,639.97,639.99
5/16/12,663.51,665.8,652.73,652.91
5/15/12,664.71,671.94,660.51,661.42
5/14/12,662.45,668.25,660.92,663.43
5/11/12,666.36,676.5,666.21,668.57
5/10/12,676.75,677.18,665.96,668.76
5/9/12,666.27,678.9,663.46,674.98
5/8/12,675.41,677.32,661.9,675.28
5/7/12,678.18,682.84,677.5,678.93
5/4/12,696,696.16,684.72,684.84
5/3/12,710.28,711.23,699.32,701.17
5/2/12,703.24,710.02,701.25,709.15
5/1/12,705.19,714.41,704.2,707.81
4/30/12,704.54,706.39,702.21,704.99
4/27/12,702.84,708.17,698.88,706.21
4/26/12,692.61,702.48,692.51,701.28
4/25/12,687.41,693.41,686.68,693.4
4/24/12,682.02,683.71,675.04,679.46
4/23/12,682.4,682.4,674.72,681.12
4/20/12,695.79,697.02,689.3,689.38
4/19/12,696.49,706.85,689.31,693.7
4/18/12,695.95,700.26,694.07,696.36
4/17/12,690.6,700,690.6,698.02
4/16/12,697.33,697.98,684.31,686.84
4/13/12,698.75,700.57,691.95,693.16
4/12/12,690.48,702.77,690.48,701.97
4/11/12,688.02,693.19,686.3,689.11
4/10/12,698.79,703.22,686.03,687.03
4/9/12,692.5,700.94,692.43,698.48
4/5/12,700.68,703.9,700.31,703.37
4/4/12,709.59,709.83,699.77,704.7
4/3/12,720.06,723.15,713.11,716.99
4/2/12,716.79,722.77,712.35,721.25
3/30/12,720.02,720.83,712.36,716.79
3/29/12,711.56,717.05,707.59,716.28
3/28/12,719.42,721.85,710.21,715.37
3/27/12,719.69,722.29,717.73,717.81
3/26/12,711.96,718.67,711.96,718.67
3/23/12,706.03,707.91,701.19,707.17
3/22/12,703.24,707.75,701.33,706.2
3/21/12,706.92,710.83,704.42,707.58
3/20/12,703.51,705.78,698.45,704.51
3/19/12,704.18,709.7,701.86,707.02
3/16/12,704.93,705.89,702.49,704.24
3/15/12,698.15,703.38,696.88,703.08
3/14/12,699.45,700.94,694.3,697.46
3/13/12,690.01,700.49,689.3,700.42
3/12/12,686.94,688.83,682.84,686.02
3/9/12,685.77,689.05,685.44,687.44
3/8/12,681.61,687.6,680.48,685.27
3/7/12,671.74,678.33,671.62,676.88
3/6/12,671.45,671.99,665.94,668.68
3/5/12,684.06,685.26,676.31,678.53
3/2/12,687.01,690.67,683.98,685.83
3/1/12,686.33,688.95,683.17,688.27
2/29/12,692.14,693.86,682.78,683.79
2/28/12,688.89,692.38,687.57,691.61
2/27/12,686.84,692.26,682.53,687.86
2/24/12,692.59,695.38,691.66,692.52
2/23/12,681.45,688.12,678.37,687.54
2/22/12,683.77,687.66,682.08,684.23
2/21/12,688.88,692.47,682.62,685.96
2/17/12,692.26,692.26,684.31,687.18
2/16/12,676.6,689.81,676.08,689.09
2/15/12,678.98,685.88,675.86,677.3
2/14/12,674.86,678.4,672.13,677.92
2/13/12,678.57,679.2,672.39,677.52
2/10/12,673.51,676.84,671.53,674.62
2/9/12,676.68,679.14,672.55,677.87
2/8/12,670.36,675.64,668.17,673.38
2/7/12,667.63,672.46,664.82,670.33
2/6/12,667.07,668.65,664.33,668.06
2/3/12,664.63,672.87,664.63,671.09
2/2/12,656.69,661.32,655.55,658.18
2/1/12,649.24,659.46,647.95,655.93
1/31/12,644.58,646.15,638.32,642.72
1/30/12,637.96,642.23,634.15,641.21
1/27/12,637.1,644.8,637.1,643.14
1/26/12,647.8,650.79,639.17,641.68
1/25/12,642.62,644.9,636.05,643.49
1/24/12,639.12,646.05,638.6,645.38
1/23/12,640.98,645.83,636.74,640.92
1/20/12,639.2,642.13,638.48,641.43
1/19/12,634.41,641.69,634.08,641.42
1/18/12,617.69,628.92,617.1,628.83
1/17/12,616.36,618.27,612.52,614.2
1/13/12,612.35,612.35,604.93,610.22
1/12/12,613.83,617.08,609.3,616.39
1/11/12,607.91,613.81,607.67,612.77
1/10/12,610.37,613.57,608.55,609.81
1/9/12,602.54,606.38,599.97,603.98
1/6/12,600.39,602.58,597.16,601.17
1/5/12,595.35,602.29,593.15,600.67
1/4/12,593.99,596.34,589.74,595.7
1/3/12,602.41,604.58,597.32,598.58
12/30/11,589.4,592.66,588.73,588.88
12/29/11,585.53,590.99,583.98,590.59
12/28/11,592.11,592.45,583.38,584.28
12/27/11,591.77,595.33,591.5,592.47
12/23/11,590.15,593.13,587.45,593.09
12/22/11,582.03,588.96,581.53,588.22
12/21/11,586.5,587.05,569.78,578.87
12/20/11,585.12,595.08,585.12,593.85
12/19/11,585.32,586.78,572.36,573.83
12/16/11,585.61,592.02,581.61,583.18
12/15/11,591.85,592.07,582.6,583.64
12/14/11,593.94,594.16,581.97,585.32
12/13/11,608.13,610.41,592.52,595.45
12/12/11,607.07,607.07,598.33,603.62
12/9/11,603.59,616.8,603.24,614.92
12/8/11,613.5,617.63,602.95,604.15
12/7/11,615.79,620.69,609.25,618.11
12/6/11,619.75,621.93,616.36,618.1
12/5/11,619.77,624.72,616.25,619.67
12/2/11,620.1,620.99,611.45,611.85
12/1/11,611.91,617.88,611.09,616.16
11/30/11,604.53,613.67,603.6,613.43
11/29/11,593.23,596.92,586.82,588.29
11/28/11,586.81,592.75,586.15,590.76
11/25/11,572.02,578.49,569.42,569.45
11/23/11,584.54,585.59,574.33,574.33
11/22/11,589.82,592.92,582.81,588.63
11/21/11,595.51,595.51,584.37,592.08
11/18/11,611.31,611.44,603.1,603.7
11/17/11,626,626.02,605.51,610.85
11/16/11,632.57,640.68,627.45,628.1
11/15/11,630.9,642.08,629.39,639.07
11/14/11,637.65,641.15,632.13,634
11/11/11,631.18,641.78,630.49,639.03
11/10/11,629.84,630.02,616.5,624.07
11/9/11,631.33,633.14,619.75,621.34
11/8/11,646.66,650.18,639.21,649.38
11/7/11,638.11,643.45,631.46,643.07
11/4/11,636.53,641.97,630.76,640.18
11/3/11,632.66,642.84,623.28,642.15
11/2/11,625.07,628.96,620.07,625.71
11/1/11,617.87,624.87,614.53,618.41
10/31/11,644.15,646.05,637.64,637.63
10/28/11,645.17,654.48,644.63,653.6
10/27/11,644.38,654.3,639.17,650.42
10/26/11,632.39,634.11,615.48,627.17
10/25/11,636.05,638.12,627.89,628.86
10/24/11,627.9,640.01,627.72,638.89
10/21/11,621.72,629.59,620.55,626.9
10/20/11,616.46,616.46,603.28,612.8
10/19/11,624.79,626.91,613.44,615.12
10/18/11,616.02,630.96,610.16,627.63
10/17/11,626.9,628.31,614.67,617.1
10/14/11,628.33,632.12,624.35,631.85
10/13/11,611.12,620.77,610.55,619.34
10/12/11,616.13,620.87,613.42,613.71
10/11/11,603.79,612.64,603.25,610.29
10/10/11,596.98,607.57,596.98,607.57
10/7/11,590.56,594.82,584.16,587.8
10/6/11,576.67,590.11,573.04,589.96
10/5/11,558.87,578.3,555.47,577.17
10/4/11,537.4,560.22,534.61,559.86
10/3/11,555.25,562.8,543.14,543.14
9/30/11,566.1,569.51,557.26,557.26
9/29/11,586.43,589.36,563.85,574.52
9/28/11,590.26,593.48,576.44,577.27
9/27/11,587.76,596.25,583.38,586.25
9/26/11,571.27,577.13,559.83,576.59
9/23/11,556.57,569.7,555.65,567.41
9/22/11,564.13,568.37,551.97,560.69
9/21/11,593.77,599.75,581.26,581.49
9/20/11,599.23,601.9,590.27,590.75
9/19/11,592.5,599.69,586.33,596.8
9/16/11,598.03,603.5,596.35,602.18
9/15/11,595.15,600.02,588.63,598.79
9/14/11,580.11,593.94,573.29,586.87
9/13/11,569.85,577.21,567.36,575.93
9/12/11,556.37,569.28,554.99,569.28
9/9/11,571.89,575.97,560.13,563.54
9/8/11,578.44,587.25,575.29,577.63
9/7/11,572.92,581.26,572.03,581.25
9/6/11,550.75,562.99,548.83,562.07
9/2/11,572.16,573.37,563.54,566.5
9/1/11,590.81,596.07,582.55,582.78
8/31/11,587.96,597.71,585.27,589.33
8/30/11,585.6,591.41,578.27,587.96
8/29/11,566.01,585.78,566.01,585.6
8/26/11,552.54,568.11,545.14,566.01
8/25/11,564.52,566.75,551.47,552.54
8/24/11,562.13,565.5,552.87,564.52
8/23/11,538.34,562.13,538.34,562.13
8/22/11,534.16,547.28,534.16,538.34
8/19/11,543.37,551.49,533.06,534.16
