Date,Open,High,Low,Close
9/11/18,"1,853.60","1,877.03","1,848.52","1,873.89"
9/10/18,"1,861.98","1,871.86","1,858.29","1,866.93"
9/7/18,"1,850.39","1,877.09","1,849.25","1,861.98"
9/6/18,"1,876.87","1,880.26","1,850.49","1,861.22"
9/5/18,"1,902.94","1,903.73","1,870.01","1,875.34"
9/4/18,"1,909.21","1,915.06","1,898.92","1,913.32"
8/31/18,"1,914.22","1,926.46","1,913.60","1,921.49"
8/30/18,"1,925.28","1,932.39","1,915.77","1,920.30"
8/29/18,"1,922.25","1,937.50","1,921.65","1,936.07"
8/28/18,"1,925.75","1,925.75","1,910.89","1,920.22"
8/27/18,"1,900.32","1,922.79","1,900.32","1,919.06"
8/24/18,"1,883.97","1,900.71","1,882.75","1,900.32"
8/23/18,"1,884.82","1,895.59","1,872.50","1,875.87"
8/22/18,"1,868.55","1,884.57","1,867.09","1,882.48"
8/21/18,"1,864.57","1,880.41","1,864.06","1,872.27"
8/20/18,"1,848.50","1,861.89","1,841.04","1,856.16"
8/17/18,"1,846.56","1,854.11","1,833.39","1,848.50"
8/16/18,"1,870.75","1,873.61","1,855.16","1,858.10"
8/15/18,"1,864.55","1,871.64","1,838.82","1,856.68"
8/14/18,"1,889.39","1,890.19","1,874.27","1,885.49"
8/13/18,"1,895.22","1,905.87","1,884.54","1,885.26"
8/10/18,"1,888.82","1,901.20","1,887.88","1,894.34"
8/9/18,"1,913.46","1,916.93","1,906.56","1,907.53"
8/8/18,"1,920.90","1,928.61","1,915.13","1,921.68"
8/7/18,"1,918.59","1,924.98","1,913.74","1,922.83"
8/6/18,"1,903.81","1,912.04","1,896.07","1,911.14"
8/3/18,"1,903.59","1,905.16","1,890.61","1,903.81"
8/2/18,"1,858.71","1,898.81","1,858.11","1,897.62"
8/1/18,"1,874.38","1,890.07","1,867.03","1,874.87"
7/31/18,"1,875.63","1,890.37","1,860.91","1,876.70"
7/30/18,"1,909.98","1,909.98","1,857.22","1,868.34"
7/27/18,"1,946.01","1,946.98","1,896.32","1,909.98"
7/26/18,"1,935.35","1,946.76","1,929.18","1,938.36"
7/25/18,"1,927.90","1,956.45","1,927.34","1,956.44"
7/24/18,"1,951.47","1,956.17","1,923.22","1,928.51"
7/23/18,"1,924.74","1,934.63","1,910.21","1,933.98"
7/20/18,"1,941.19","1,946.75","1,931.70","1,933.11"
7/19/18,"1,945.31","1,952.31","1,936.25","1,938.74"
7/18/18,"1,960.70","1,960.70","1,948.38","1,956.98"
7/17/18,"1,918.11","1,960.72","1,916.97","1,957.68"
7/16/18,"1,952.42","1,955.91","1,944.03","1,946.92"
7/13/18,"1,960.41","1,963.31","1,945.19","1,952.42"
7/12/18,"1,941.51","1,961.14","1,939.86","1,960.54"
7/11/18,"1,924.18","1,940.85","1,924.06","1,935.09"
7/10/18,"1,946.31","1,953.11","1,941.96","1,947.95"
7/9/18,"1,927.60","1,944.19","1,925.93","1,943.98"
7/6/18,"1,901.54","1,930.08","1,897.71","1,927.60"
7/5/18,"1,896.52","1,904.16","1,883.33","1,903.40"
7/3/18,"1,914.56","1,914.85","1,880.26","1,881.28"
7/2/18,"1,873.20","1,908.35","1,868.90","1,908.34"
6/29/18,"1,898.91","1,905.28","1,888.15","1,888.15"
6/28/18,"1,860.56","1,891.74","1,859.68","1,886.66"
6/27/18,"1,907.64","1,912.95","1,860.64","1,860.90"
6/26/18,"1,896.36","1,909.26","1,886.70","1,897.69"
6/25/18,"1,940.53","1,940.53","1,867.10","1,884.78"
6/22/18,"1,960.21","1,960.21","1,933.79","1,940.53"
6/21/18,"1,977.16","1,979.12","1,947.24","1,951.61"
6/20/18,"1,971.49","1,976.53","1,963.24","1,969.37"
6/19/18,"1,943.38","1,961.00","1,931.78","1,960.45"
6/18/18,"1,959.42","1,975.12","1,954.14","1,974.09"
6/15/18,"1,968.63","1,980.85","1,961.84","1,977.44"
6/14/18,"1,973.33","1,987.67","1,972.24","1,980.96"
6/13/18,"1,966.29","1,982.16","1,962.82","1,967.32"
6/12/18,"1,957.78","1,968.91","1,954.44","1,965.36"
6/11/18,"1,948.89","1,957.55","1,947.52","1,950.89"
6/8/18,"1,933.63","1,950.86","1,930.25","1,948.89"
6/7/18,"1,965.66","1,965.68","1,932.19","1,946.10"
6/6/18,"1,953.48","1,963.12","1,943.71","1,963.11"
6/5/18,"1,942.99","1,951.05","1,938.13","1,948.14"
6/4/18,"1,920.39","1,937.38","1,920.00","1,936.82"
6/1/18,"1,897.65","1,920.40","1,897.09","1,920.39"
5/31/18,"1,884.84","1,895.89","1,878.57","1,881.73"
5/30/18,"1,888.93","1,895.88","1,883.52","1,890.40"
5/29/18,"1,879.01","1,890.27","1,867.50","1,877.99"
5/25/18,"1,880.49","1,891.49","1,877.07","1,888.20"
5/24/18,"1,881.27","1,885.93","1,861.47","1,879.87"
5/23/18,"1,849.13","1,880.58","1,849.13","1,880.57"
5/22/18,"1,878.18","1,882.39","1,860.74","1,863.19"
5/21/18,"1,851.78","1,879.49","1,851.78","1,864.95"
5/18/18,"1,854.18","1,862.54","1,848.01","1,851.78"
5/17/18,"1,870.94","1,883.42","1,856.33","1,866.71"
5/16/18,"1,872.60","1,884.10","1,872.16","1,881.07"
5/15/18,"1,872.34","1,872.34","1,856.98","1,867.91"
5/14/18,"1,881.27","1,904.51","1,881.27","1,887.58"
5/11/18,"1,885.83","1,891.52","1,876.10","1,881.27"
5/10/18,"1,871.94","1,889.02","1,870.50","1,888.85"
5/9/18,"1,849.10","1,868.45","1,844.58","1,866.80"
5/8/18,"1,835.37","1,843.71","1,826.53","1,842.40"
5/7/18,"1,823.96","1,845.60","1,823.96","1,838.26"
5/4/18,"1,776.97","1,827.66","1,775.00","1,823.96"
5/3/18,"1,775.13","1,796.83","1,756.01","1,788.18"
5/2/18,"1,801.91","1,807.66","1,786.49","1,788.06"
5/1/18,"1,774.44","1,801.65","1,772.55","1,801.08"
4/30/18,"1,791.69","1,802.88","1,773.27","1,781.33"
4/27/18,"1,809.38","1,810.84","1,775.69","1,787.42"
4/26/18,"1,771.63","1,789.59","1,766.18","1,785.04"
4/25/18,"1,758.09","1,759.11","1,723.70","1,751.56"
4/24/18,"1,801.23","1,807.96","1,741.41","1,755.99"
4/23/18,"1,806.34","1,816.36","1,783.15","1,789.85"
4/20/18,"1,825.47","1,825.66","1,798.67","1,806.34"
4/19/18,"1,845.64","1,848.90","1,824.37","1,832.05"
4/18/18,"1,861.97","1,868.05","1,844.90","1,862.69"
4/17/18,"1,838.69","1,867.17","1,837.05","1,861.99"
4/16/18,"1,811.16","1,829.99","1,808.79","1,821.15"
4/13/18,"1,838.13","1,838.13","1,802.53","1,811.16"
4/12/18,"1,812.69","1,829.52","1,810.15","1,823.17"
4/11/18,"1,798.37","1,818.80","1,798.37","1,800.98"
4/10/18,"1,797.87","1,814.01","1,785.32","1,806.90"
4/9/18,"1,748.38","1,800.09","1,748.38","1,762.17"
4/6/18,"1,771.55","1,790.86","1,739.35","1,748.38"
4/5/18,"1,804.91","1,810.43","1,781.21","1,794.43"
4/4/18,"1,723.54","1,795.32","1,722.48","1,791.02"
4/3/18,"1,767.56","1,773.57","1,740.56","1,765.85"
4/2/18,"1,785.87","1,795.51","1,728.29","1,746.81"
3/29/18,"1,774.33","1,812.89","1,757.15","1,799.53"
3/28/18,"1,785.12","1,795.16","1,754.04","1,763.08"
3/27/18,"1,879.01","1,879.01","1,781.05","1,795.72"
3/26/18,"1,797.58","1,868.20","1,797.58","1,866.81"
3/23/18,"1,847.38","1,856.28","1,797.58","1,797.58"
3/22/18,"1,878.22","1,885.97","1,847.85","1,848.25"
3/21/18,"1,906.62","1,924.78","1,897.54","1,904.67"
3/20/18,"1,900.00","1,915.73","1,899.20","1,910.30"
3/19/18,"1,918.76","1,924.12","1,883.78","1,902.82"
3/16/18,"1,948.85","1,950.37","1,935.78","1,938.21"
3/15/18,"1,944.19","1,953.98","1,934.17","1,942.58"
3/14/18,"1,942.07","1,946.98","1,925.71","1,937.32"
3/13/18,"1,972.00","1,975.82","1,927.97","1,934.48"
3/12/18,"1,947.59","1,966.93","1,947.59","1,959.02"
3/9/18,"1,927.31","1,947.60","1,924.14","1,947.59"
3/8/18,"1,915.94","1,920.07","1,904.75","1,913.98"
3/7/18,"1,878.89","1,910.00","1,878.89","1,908.11"
3/6/18,"1,894.45","1,900.88","1,881.02","1,895.47"
3/5/18,"1,859.33","1,885.62","1,843.27","1,880.17"
3/2/18,"1,813.02","1,861.57","1,806.64","1,859.33"
3/1/18,"1,879.33","1,886.20","1,827.82","1,843.66"
2/28/18,"1,896.25","1,902.01","1,874.27","1,874.38"
2/27/18,"1,898.38","1,906.12","1,878.93","1,879.99"
2/26/18,"1,885.48","1,901.65","1,883.85","1,901.65"
2/23/18,"1,852.07","1,874.75","1,846.58","1,874.72"
2/22/18,"1,844.14","1,851.42","1,831.53","1,836.76"
2/21/18,"1,854.40","1,869.45","1,836.05","1,836.12"
2/20/18,"1,834.34","1,860.12","1,828.47","1,845.66"
2/16/18,"1,834.09","1,852.47","1,831.59","1,834.34"
2/15/18,"1,822.00","1,837.97","1,798.16","1,837.96"
2/14/18,"1,756.99","1,804.98","1,756.99","1,802.51"
2/13/18,"1,745.13","1,765.94","1,741.94","1,762.46"
2/12/18,"1,721.91","1,763.07","1,721.91","1,753.27"
2/9/18,"1,714.02","1,733.21","1,654.05","1,721.91"
2/8/18,"1,769.84","1,772.38","1,687.76","1,688.07"
2/7/18,"1,780.84","1,803.35","1,766.00","1,766.02"
2/6/18,"1,708.26","1,786.76","1,707.09","1,783.96"
2/5/18,"1,810.14","1,826.05","1,741.00","1,741.00"
2/2/18,"1,840.84","1,845.58","1,809.47","1,810.14"
2/1/18,"1,852.10","1,877.78","1,846.18","1,852.32"
1/31/18,"1,867.26","1,874.80","1,860.67","1,868.62"
1/30/18,"1,847.55","1,860.54","1,842.33","1,848.96"
1/29/18,"1,895.17","1,895.17","1,870.32","1,874.19"
1/26/18,"1,872.25","1,895.18","1,868.55","1,895.17"
1/25/18,"1,869.53","1,873.60","1,850.37","1,853.86"
1/24/18,"1,870.51","1,880.82","1,846.11","1,856.57"
1/23/18,"1,863.19","1,872.78","1,859.21","1,871.92"
1/22/18,"1,833.58","1,849.73","1,826.33","1,849.72"
1/19/18,"1,833.93","1,837.87","1,823.45","1,832.34"
1/18/18,"1,825.69","1,833.12","1,821.03","1,829.63"
1/17/18,"1,809.01","1,827.75","1,802.08","1,826.00"
1/16/18,"1,814.52","1,820.49","1,787.91","1,796.05"
1/12/18,"1,786.92","1,801.71","1,785.46","1,798.07"
1/11/18,"1,784.86","1,788.25","1,779.48","1,787.65"
1/10/18,"1,772.98","1,780.17","1,766.73","1,780.06"
1/9/18,"1,799.81","1,800.24","1,781.82","1,788.39"
1/8/18,"1,783.10","1,799.49","1,780.87","1,796.18"
1/5/18,"1,769.07","1,783.46","1,766.79","1,783.09"
1/4/18,"1,763.82","1,768.30","1,757.99","1,761.08"
1/3/18,"1,740.42","1,756.82","1,739.66","1,756.25"
1/2/18,"1,708.62","1,733.21","1,705.74","1,732.93"
12/29/17,"1,707.56","1,709.78","1,696.69","1,696.70"
12/28/17,"1,711.77","1,711.77","1,705.19","1,707.90"
12/27/17,"1,705.85","1,711.08","1,703.39","1,706.99"
12/26/17,"1,708.05","1,708.05","1,696.39","1,705.36"
12/22/17,"1,719.63","1,721.19","1,713.92","1,718.11"
12/21/17,"1,729.49","1,733.10","1,720.21","1,721.06"
12/20/17,"1,732.29","1,732.29","1,715.56","1,724.93"
12/19/17,"1,728.51","1,730.40","1,716.72","1,722.03"
12/18/17,"1,729.70","1,731.92","1,724.32","1,730.28"
12/15/17,"1,702.90","1,719.89","1,696.61","1,717.01"
12/14/17,"1,702.40","1,712.05","1,698.87","1,698.89"
12/13/17,"1,696.55","1,705.65","1,696.34","1,699.89"
12/12/17,"1,694.50","1,701.64","1,689.95","1,691.71"
12/11/17,"1,688.50","1,699.00","1,688.50","1,698.16"
12/8/17,"1,693.92","1,700.07","1,684.03","1,688.50"
12/7/17,"1,670.41","1,684.04","1,668.69","1,679.29"
12/6/17,"1,641.38","1,668.21","1,639.88","1,665.86"
12/5/17,"1,641.61","1,670.93","1,636.01","1,649.34"
12/4/17,"1,687.75","1,700.65","1,646.12","1,647.34"
12/1/17,"1,689.12","1,699.36","1,663.48","1,687.75"
11/30/17,"1,697.97","1,703.84","1,688.02","1,698.94"
11/29/17,"1,739.72","1,739.81","1,676.98","1,692.37"
11/28/17,"1,738.98","1,746.75","1,734.66","1,742.34"
11/27/17,"1,737.88","1,742.92","1,734.00","1,735.85"
11/24/17,"1,736.95","1,744.67","1,735.50","1,743.32"
11/22/17,"1,738.51","1,739.52","1,731.05","1,731.67"
11/21/17,"1,732.30","1,742.74","1,731.40","1,739.42"
11/20/17,"1,711.88","1,722.33","1,711.88","1,720.05"
11/17/17,"1,719.72","1,719.72","1,708.20","1,711.88"
11/16/17,"1,694.32","1,713.08","1,694.08","1,708.11"
11/15/17,"1,685.68","1,688.20","1,674.53","1,682.65"
11/14/17,"1,690.24","1,697.49","1,685.20","1,694.57"
11/13/17,"1,682.58","1,695.85","1,680.72","1,693.87"
11/10/17,"1,683.63","1,689.98","1,679.51","1,688.73"
11/9/17,"1,688.31","1,690.81","1,670.15","1,686.10"
11/8/17,"1,691.82","1,705.08","1,688.46","1,703.56"
11/7/17,"1,694.27","1,695.59","1,687.36","1,692.21"
11/6/17,"1,689.56","1,697.21","1,689.39","1,696.35"
11/3/17,"1,682.57","1,690.06","1,671.03","1,689.56"
11/2/17,"1,675.71","1,679.34","1,660.91","1,671.14"
11/1/17,"1,692.73","1,692.73","1,670.84","1,679.56"
10/31/17,"1,676.30","1,686.35","1,675.09","1,683.63"
10/30/17,"1,673.00","1,676.98","1,664.22","1,673.10"
10/27/17,"1,661.53","1,675.35","1,657.70","1,673.00"
10/26/17,"1,642.03","1,652.55","1,640.50","1,646.83"
10/25/17,"1,643.38","1,649.63","1,625.80","1,635.44"
10/24/17,"1,641.16","1,649.80","1,638.62","1,648.09"
10/23/17,"1,645.82","1,654.61","1,636.77","1,638.22"
10/20/17,"1,644.01","1,649.78","1,642.43","1,645.82"
10/19/17,"1,624.49","1,635.44","1,617.36","1,635.44"
10/18/17,"1,631.18","1,635.39","1,623.44","1,632.04"
10/17/17,"1,625.26","1,625.95","1,620.99","1,624.83"
10/16/17,"1,628.13","1,629.83","1,622.06","1,626.49"
10/13/17,"1,626.32","1,628.36","1,623.50","1,625.63"
10/12/17,"1,617.01","1,624.78","1,615.92","1,618.31"
10/11/17,"1,617.07","1,620.42","1,613.44","1,620.42"
10/10/17,"1,622.74","1,624.06","1,609.46","1,618.01"
10/9/17,"1,617.72","1,621.98","1,613.40","1,615.99"
10/6/17,"1,604.47","1,617.74","1,604.47","1,617.72"
10/5/17,"1,600.38","1,609.20","1,596.72","1,608.59"
10/4/17,"1,590.04","1,599.91","1,587.61","1,596.85"
10/3/17,"1,588.63","1,591.99","1,585.94","1,591.99"
10/2/17,"1,585.87","1,593.46","1,580.73","1,588.41"
9/29/17,"1,576.89","1,588.32","1,576.42","1,585.87"
9/28/17,"1,567.55","1,575.20","1,564.73","1,574.22"
9/27/17,"1,562.95","1,578.63","1,561.85","1,572.26"
9/26/17,"1,559.91","1,564.29","1,545.98","1,551.61"
9/25/17,"1,581.92","1,581.92","1,545.99","1,551.90"
9/22/17,"1,574.78","1,583.97","1,574.59","1,581.92"
9/21/17,"1,585.14","1,585.14","1,571.07","1,578.44"
9/20/17,"1,591.35","1,591.53","1,573.31","1,585.41"
9/19/17,"1,594.40","1,594.92","1,588.29","1,592.74"
9/18/17,"1,583.18","1,597.49","1,583.18","1,591.44"
9/15/17,"1,580.04","1,585.46","1,576.37","1,583.18"
9/14/17,"1,577.45","1,586.09","1,573.20","1,582.01"
9/13/17,"1,580.05","1,583.48","1,576.62","1,583.48"
9/12/17,"1,583.21","1,585.65","1,576.61","1,584.28"
9/11/17,"1,553.35","1,581.32","1,580.16","1,580.16"
9/8/17,"1,565.56","1,566.84","1,552.87","1,553.35"
9/7/17,"1,560.60","1,570.13","1,558.05","1,567.19"
9/6/17,"1,557.32","1,560.25","1,546.91","1,556.54"
9/5/17,"1,560.14","1,564.52","1,542.57","1,552.93"
9/1/17,"1,568.40","1,570.73","1,562.96","1,566.76"
8/31/17,"1,555.40","1,563.35","1,554.32","1,561.10"
8/30/17,"1,533.71","1,552.38","1,532.86","1,551.15"
8/29/17,"1,512.36","1,535.40","1,512.04","1,532.18"
8/28/17,"1,530.27","1,532.62","1,523.18","1,529.29"
8/25/17,"1,537.88","1,542.77","1,527.35","1,527.42"
8/24/17,"1,533.50","1,535.73","1,522.83","1,529.99"
8/23/17,"1,522.31","1,532.33","1,521.83","1,529.09"
8/22/17,"1,516.15","1,532.15","1,516.15","1,530.83"
8/21/17,"1,508.86","1,511.00","1,497.09","1,508.44"
8/18/17,"1,508.37","1,519.92","1,502.62","1,509.01"
8/17/17,"1,534.39","1,536.09","1,506.57","1,506.58"
8/16/17,"1,529.60","1,541.21","1,528.10","1,536.72"
8/15/17,"1,527.37","1,528.28","1,521.55","1,525.79"
8/14/17,"1,515.30","1,527.36","1,515.30","1,525.58"
8/11/17,"1,487.91","1,503.91","1,486.85","1,500.14"
8/10/17,"1,513.50","1,513.90","1,486.49","1,487.18"
8/9/17,"1,513.99","1,523.90","1,512.85","1,522.49"
8/8/17,"1,531.69","1,541.97","1,524.70","1,528.69"
8/7/17,"1,526.52","1,535.13","1,525.14","1,533.37"
8/4/17,"1,517.01","1,532.10","1,517.01","1,526.52"
8/3/17,"1,513.13","1,515.25","1,505.59","1,512.97"
8/2/17,"1,527.28","1,527.28","1,499.47","1,510.77"
8/1/17,"1,523.25","1,524.72","1,517.60","1,521.25"
7/31/17,"1,531.11","1,533.84","1,513.47","1,516.68"
7/28/17,"1,524.73","1,531.37","1,519.73","1,527.22"
7/27/17,"1,556.39","1,557.14","1,516.09","1,531.76"
7/26/17,"1,545.65","1,550.36","1,544.24","1,550.18"
7/25/17,"1,540.37","1,547.47","1,534.87","1,544.69"
7/24/17,"1,538.68","1,544.18","1,537.08","1,542.82"
7/21/17,"1,536.15","1,540.17","1,532.25","1,538.90"
7/20/17,"1,544.04","1,544.40","1,534.97","1,542.78"
7/19/17,"1,535.61","1,545.19","1,534.64","1,542.38"
7/18/17,"1,517.04","1,532.20","1,513.18","1,531.97"
7/17/17,"1,519.00","1,519.71","1,511.52","1,517.02"
7/14/17,"1,509.40","1,518.48","1,506.74","1,516.99"
7/13/17,"1,512.63","1,515.43","1,504.26","1,507.48"
7/12/17,"1,501.39","1,512.11","1,500.37","1,510.16"
7/11/17,"1,477.84","1,490.63","1,477.19","1,489.88"
7/10/17,"1,468.49","1,483.30","1,465.49","1,479.79"
7/7/17,"1,453.02","1,471.07","1,453.02","1,466.61"
7/6/17,"1,447.21","1,453.77","1,440.87","1,445.79"
7/5/17,"1,451.50","1,463.47","1,447.51","1,460.18"
7/3/17,"1,472.25","1,472.91","1,448.42","1,449.07"
6/30/17,"1,471.25","1,475.10","1,463.26","1,464.25"
6/29/17,"1,488.31","1,488.31","1,452.05","1,466.91"
6/28/17,"1,480.91","1,496.39","1,472.32","1,495.00"
6/27/17,"1,494.62","1,497.71","1,475.07","1,475.07"
6/26/17,"1,508.95","1,520.57","1,496.86","1,499.67"
6/23/17,"1,495.92","1,512.95","1,493.89","1,508.89"
6/22/17,"1,498.89","1,500.54","1,488.97","1,496.04"
6/21/17,"1,483.15","1,492.99","1,480.59","1,492.46"
6/20/17,"1,488.60","1,491.86","1,477.43","1,477.72"
6/19/17,"1,476.97","1,488.75","1,476.97","1,487.80"
6/16/17,"1,467.77","1,470.24","1,460.14","1,465.29"
6/15/17,"1,454.45","1,466.43","1,447.99","1,464.34"
6/14/17,"1,488.49","1,489.29","1,460.75","1,474.16"
6/13/17,"1,480.27","1,487.72","1,468.80","1,481.95"
6/12/17,"1,460.64","1,469.93","1,437.11","1,466.65"
6/9/17,"1,524.42","1,527.96","1,458.05","1,476.47"
6/8/17,"1,518.31","1,522.61","1,509.23","1,521.47"
6/7/17,"1,510.47","1,513.14","1,502.05","1,509.49"
6/6/17,"1,505.32","1,516.59","1,504.39","1,507.85"
6/5/17,"1,506.61","1,511.56","1,504.45","1,508.96"
6/2/17,"1,496.99","1,506.57","1,492.58","1,506.57"
6/1/17,"1,487.54","1,493.76","1,482.03","1,493.75"
5/31/17,"1,484.96","1,485.07","1,470.85","1,479.12"
5/30/17,"1,476.25","1,482.19","1,475.47","1,480.28"
5/26/17,"1,474.64","1,477.04","1,470.14","1,477.04"
5/25/17,"1,471.63","1,482.00","1,470.35","1,479.24"
5/24/17,"1,458.52","1,466.09","1,458.52","1,465.48"
5/23/17,"1,462.00","1,463.80","1,454.62","1,458.14"
5/22/17,"1,450.19","1,459.88","1,449.34","1,459.26"
5/19/17,"1,447.00","1,451.25","1,443.29","1,444.61"
5/18/17,"1,421.88","1,440.84","1,418.72","1,437.08"
5/17/17,"1,457.72","1,460.27","1,430.42","1,431.00"
5/16/17,"1,467.01","1,470.71","1,462.90","1,470.71"
5/15/17,"1,457.73","1,463.63","1,456.45","1,462.77"
5/12/17,"1,451.27","1,455.42","1,448.58","1,455.22"
5/11/17,"1,449.94","1,450.66","1,441.13","1,449.80"
5/10/17,"1,451.67","1,453.83","1,447.51","1,453.29"
5/9/17,"1,446.45","1,453.06","1,446.28","1,452.71"
5/8/17,"1,445.78","1,449.45","1,442.31","1,444.72"
5/5/17,"1,439.35","1,446.12","1,434.79","1,446.10"
5/4/17,"1,435.41","1,437.28","1,431.22","1,436.48"
5/3/17,"1,435.00","1,437.22","1,430.35","1,434.19"
5/2/17,"1,438.77","1,440.06","1,432.46","1,440.06"
5/1/17,"1,424.57","1,439.37","1,424.57","1,436.30"
4/28/17,"1,424.03","1,425.05","1,416.19","1,424.57"
4/27/17,"1,413.36","1,421.61","1,413.24","1,421.31"
4/26/17,"1,413.62","1,415.84","1,409.57","1,412.16"
4/25/17,"1,409.02","1,416.16","1,407.26","1,413.96"
4/24/17,"1,399.17","1,403.49","1,396.90","1,402.35"
4/21/17,"1,385.09","1,385.70","1,379.83","1,382.59"
4/20/17,"1,378.23","1,386.76","1,375.27","1,383.86"
4/19/17,"1,376.65","1,381.34","1,372.03","1,374.39"
4/18/17,"1,369.42","1,374.94","1,367.38","1,370.86"
4/17/17,"1,364.34","1,373.22","1,364.15","1,373.18"
4/13/17,"1,363.77","1,373.60","1,360.44","1,360.43"
4/12/17,"1,376.61","1,377.11","1,364.38","1,365.86"
4/11/17,"1,380.55","1,382.51","1,365.68","1,377.39"
4/10/17,"1,380.34","1,386.60","1,377.20","1,382.18"
4/7/17,"1,377.03","1,381.84","1,372.23","1,379.00"
4/6/17,"1,376.20","1,380.49","1,370.96","1,378.09"
4/5/17,"1,384.70","1,393.34","1,373.18","1,375.23"
4/4/17,"1,375.77","1,382.21","1,375.77","1,381.45"
4/3/17,"1,381.28","1,385.80","1,370.00","1,379.15"
3/31/17,"1,380.08","1,385.64","1,378.59","1,381.28"
3/30/17,"1,380.64","1,386.30","1,379.96","1,382.16"
3/29/17,"1,375.94","1,381.43","1,374.43","1,380.46"
3/28/17,"1,369.23","1,382.23","1,368.37","1,377.76"
3/27/17,"1,353.25","1,370.31","1,351.22","1,367.86"
3/24/17,"1,366.42","1,372.69","1,358.99","1,364.68"
3/23/17,"1,360.51","1,367.00","1,358.12","1,360.45"
3/22/17,"1,351.63","1,363.27","1,349.89","1,362.42"
3/21/17,"1,381.44","1,383.63","1,349.42","1,351.06"
3/20/17,"1,375.90","1,382.25","1,373.53","1,376.33"
3/17/17,"1,377.96","1,380.45","1,375.78","1,376.01"
3/16/17,"1,375.79","1,377.31","1,371.42","1,373.94"
3/15/17,"1,360.87","1,369.63","1,355.95","1,367.20"
3/14/17,"1,357.13","1,359.04","1,349.46","1,358.65"
3/13/17,"1,355.86","1,361.11","1,355.86","1,360.70"
3/10/17,"1,352.49","1,356.16","1,349.15","1,355.95"
3/9/17,"1,346.07","1,347.82","1,338.69","1,345.81"
3/8/17,"1,346.00","1,350.76","1,344.53","1,346.33"
3/7/17,"1,345.21","1,351.00","1,343.38","1,345.48"
3/6/17,"1,342.66","1,347.08","1,339.72","1,344.94"
3/3/17,"1,346.17","1,349.19","1,343.57","1,349.19"
3/2/17,"1,357.38","1,357.48","1,345.63","1,347.60"
3/1/17,"1,351.09","1,359.29","1,347.74","1,357.31"
2/28/17,"1,352.97","1,354.25","1,347.82","1,349.70"
2/27/17,"1,351.13","1,353.84","1,348.60","1,353.34"
2/24/17,"1,341.26","1,357.38","1,341.26","1,357.38"
2/23/17,"1,364.39","1,364.39","1,349.66","1,354.62"
2/22/17,"1,361.36","1,364.27","1,358.00","1,363.10"
2/21/17,"1,352.24","1,362.70","1,352.11","1,361.92"
2/17/17,"1,339.66","1,350.56","1,337.98","1,350.56"
2/16/17,"1,343.11","1,346.82","1,335.20","1,339.07"
2/15/17,"1,333.76","1,343.55","1,332.65","1,341.99"
2/14/17,"1,332.78","1,335.94","1,328.62","1,335.10"
2/13/17,"1,330.43","1,337.34","1,330.07","1,334.52"
2/10/17,"1,324.66","1,328.28","1,320.08","1,325.80"
2/9/17,"1,317.96","1,326.47","1,317.19","1,322.74"
2/8/17,"1,311.01","1,316.20","1,305.59","1,315.16"
2/7/17,"1,308.10","1,311.90","1,305.08","1,309.67"
2/6/17,"1,301.78","1,305.13","1,298.77","1,305.12"
2/3/17,"1,301.33","1,305.46","1,298.33","1,304.99"
2/2/17,"1,289.98","1,296.87","1,285.16","1,294.75"
2/1/17,"1,296.95","1,297.78","1,286.30","1,292.26"
1/31/17,"1,290.93","1,293.19","1,284.99","1,292.89"
1/30/17,"1,298.83","1,298.83","1,285.87","1,297.25"
1/27/17,"1,298.68","1,307.24","1,298.68","1,306.91"
1/26/17,"1,308.56","1,311.07","1,298.70","1,299.63"
1/25/17,"1,301.64","1,308.53","1,301.21","1,308.23"
1/24/17,"1,275.95","1,291.44","1,274.69","1,289.32"
1/23/17,"1,268.31","1,271.82","1,260.51","1,268.07"
1/20/17,"1,270.16","1,275.75","1,269.00","1,270.84"
1/19/17,"1,268.03","1,272.25","1,262.87","1,265.32"
1/18/17,"1,258.62","1,263.94","1,257.01","1,263.90"
1/17/17,"1,264.65","1,264.76","1,252.32","1,255.42"
1/13/17,"1,263.35","1,271.08","1,263.35","1,270.09"
1/12/17,"1,262.47","1,262.84","1,247.70","1,262.20"
1/11/17,"1,257.76","1,266.58","1,256.63","1,266.57"
1/10/17,"1,259.70","1,262.80","1,255.77","1,258.34"
1/9/17,"1,258.48","1,262.33","1,256.02","1,258.55"
1/6/17,"1,246.88","1,260.63","1,242.86","1,258.39"
1/5/17,"1,240.75","1,249.42","1,240.14","1,246.12"
1/4/17,"1,229.40","1,242.68","1,229.40","1,241.28"
1/3/17,"1,225.65","1,236.03","1,221.43","1,228.68"
12/30/16,"1,228.90","1,230.75","1,214.16","1,217.08"
12/29/16,"1,227.90","1,231.43","1,222.24","1,225.96"
12/28/16,"1,241.83","1,243.34","1,227.01","1,228.06"
12/27/16,"1,233.70","1,244.02","1,233.70","1,239.68"
12/23/16,"1,227.76","1,232.43","1,227.47","1,232.38"
12/22/16,"1,236.75","1,236.75","1,226.59","1,228.92"
12/21/16,"1,236.08","1,238.07","1,233.40","1,235.53"
12/20/16,"1,238.80","1,241.34","1,235.68","1,238.26"
12/19/16,"1,230.28","1,239.28","1,228.61","1,234.25"
12/16/16,"1,239.17","1,240.34","1,225.96","1,228.47"
12/15/16,"1,232.82","1,243.83","1,231.01","1,237.76"
